L,MON,LDC_SST_GFDL_SPEAR,LDC_SST_GFDL_SPEAR_ONETWO,LDC_SST_GFDL_SPEAR_THREE,LDC_SST_GFDL_SPEAR_FOUR
5.5,0000 1 Oct 2001,27.23674,26.463,26.97975,28.42869
6.5,0000 1 Oct 2001,27.71295,25.74012,27.29818,28.71744
7.5,0000 1 Oct 2001,27.92315,24.554,27.14384,28.94161
8.5,0000 1 Oct 2001,27.70922,23.3694,26.55905,28.97789
9.5,0000 1 Oct 2001,27.27747,22.46313,25.88898,28.86048
10.5,0000 1 Oct 2001,26.94212,21.82693,25.44922,28.75876
1.5,0000 1 Nov 2001,26.64948,22.96305,25.2603,28.71297
2.5,0000 1 Nov 2001,26.74891,24.72467,25.81521,28.60015
3.5,0000 1 Nov 2001,27.03746,26.09854,26.5084,28.6155
4.5,0000 1 Nov 2001,27.5513,26.69058,27.26749,28.75531
5.5,0000 1 Nov 2001,28.01674,26.15415,27.60421,28.99583
6.5,0000 1 Nov 2001,28.20207,25.00604,27.43142,29.17296
7.5,0000 1 Nov 2001,27.93381,23.71553,26.76583,29.17528
8.5,0000 1 Nov 2001,27.4472,22.64831,26.03077,29.02519
9.5,0000 1 Nov 2001,27.05628,22.00152,25.54594,28.87607
10.5,0000 1 Nov 2001,26.99113,21.784,25.44508,28.87313
1.5,0000 1 Dec 2001,26.36291,24.11664,25.32359,28.50722
2.5,0000 1 Dec 2001,26.6612,25.63353,26.16136,28.39464
3.5,0000 1 Dec 2001,27.12397,26.38778,26.93087,28.42527
4.5,0000 1 Dec 2001,27.54248,25.97871,27.20547,28.58681
5.5,0000 1 Dec 2001,27.66359,24.79773,26.92607,28.71833
6.5,0000 1 Dec 2001,27.33587,23.39586,26.20688,28.64611
7.5,0000 1 Dec 2001,26.81096,22.15825,25.43537,28.4369
8.5,0000 1 Dec 2001,26.38764,21.32651,24.90052,28.22176
9.5,0000 1 Dec 2001,26.27082,21.01299,24.75337,28.16195
10.5,0000 1 Dec 2001,26.34916,21.22875,24.85825,28.21173
1.5,0000 1 Jan 2002,26.73337,25.73177,26.27605,28.32491
2.5,0000 1 Jan 2002,27.26042,26.40238,27.0861,28.43807
3.5,0000 1 Jan 2002,27.72053,26.1335,27.40816,28.67834
4.5,0000 1 Jan 2002,27.87847,25.12941,27.19521,28.8504
5.5,0000 1 Jan 2002,27.60017,23.89263,26.54744,28.82283
6.5,0000 1 Jan 2002,27.12395,22.80277,25.84485,28.66954
7.5,0000 1 Jan 2002,26.77725,22.01902,25.40237,28.52001
8.5,0000 1 Jan 2002,26.71664,21.71973,25.31589,28.52285
9.5,0000 1 Jan 2002,26.86913,21.89113,25.46432,28.62958
10.5,0000 1 Jan 2002,26.97584,22.57209,25.63368,28.70807
1.5,0000 1 Feb 2002,27.24611,26.61923,26.98247,28.62415
2.5,0000 1 Feb 2002,27.70467,26.41356,27.39452,28.83489
3.5,0000 1 Feb 2002,27.91049,25.42302,27.21031,29.00501
4.5,0000 1 Feb 2002,27.67765,24.18984,26.57099,28.98926
5.5,0000 1 Feb 2002,27.21563,23.03985,25.88734,28.8006
6.5,0000 1 Feb 2002,26.81587,22.14119,25.39186,28.6226
7.5,0000 1 Feb 2002,26.70979,21.68502,25.22977,28.6122
8.5,0000 1 Feb 2002,26.83303,21.75673,25.33675,28.70346
9.5,0000 1 Feb 2002,26.94593,22.35987,25.5029,28.76114
10.5,0000 1 Feb 2002,26.90779,23.46223,25.70524,28.63805
1.5,0000 1 Mar 2002,27.86102,26.59118,27.63209,28.90923
2.5,0000 1 Mar 2002,28.02527,25.59029,27.44911,29.04856
3.5,0000 1 Mar 2002,27.70953,24.37687,26.74811,28.97545
4.5,0000 1 Mar 2002,27.22312,23.19163,25.99056,28.7802
5.5,0000 1 Mar 2002,26.84161,22.25084,25.46873,28.59663
6.5,0000 1 Mar 2002,26.73585,21.75087,25.30174,28.55792
7.5,0000 1 Mar 2002,26.84389,21.85038,25.40837,28.63116
8.5,0000 1 Mar 2002,26.91549,22.4762,25.55971,28.66324
9.5,0000 1 Mar 2002,26.87592,23.5746,25.74208,28.5417
10.5,0000 1 Mar 2002,26.8278,24.96952,26.09166,28.33217
1.5,0000 1 Apr 2002,27.96319,25.38131,27.33311,29.07282
2.5,0000 1 Apr 2002,27.69141,24.02903,26.70775,28.98582
3.5,0000 1 Apr 2002,27.1759,22.78293,25.93529,28.74309
4.5,0000 1 Apr 2002,26.77653,21.86669,25.37948,28.52493
5.5,0000 1 Apr 2002,26.69686,21.45965,25.22874,28.52126
6.5,0000 1 Apr 2002,26.83396,21.61664,25.34734,28.63538
7.5,0000 1 Apr 2002,26.92383,22.34531,25.5286,28.69596
8.5,0000 1 Apr 2002,26.92217,23.53173,25.74008,28.60615
9.5,0000 1 Apr 2002,26.89881,25.00219,26.10171,28.45493
10.5,0000 1 Apr 2002,27.03108,26.14673,26.60245,28.36865
1.5,0000 1 May 2002,27.75501,23.77427,26.66663,29.10276
2.5,0000 1 May 2002,27.41665,22.51843,26.03832,29.03574
3.5,0000 1 May 2002,27.11202,21.63362,25.55681,28.95601
4.5,0000 1 May 2002,27.05352,21.27742,25.41743,28.99279
5.5,0000 1 May 2002,27.18141,21.4915,25.52656,29.08179
6.5,0000 1 May 2002,27.28774,22.2235,25.68866,29.11996
7.5,0000 1 May 2002,27.27069,23.43933,25.88974,29.00095
8.5,0000 1 May 2002,27.16932,24.87637,26.18633,28.79367
9.5,0000 1 May 2002,27.21236,26.03182,26.62988,28.63317
10.5,0000 1 May 2002,27.4808,26.31433,27.14542,28.58019
1.5,0000 1 Jun 2002,27.50965,22.21165,25.98065,29.10742
2.5,0000 1 Jun 2002,27.17428,21.3167,25.47675,29.02884
3.5,0000 1 Jun 2002,27.10279,21.04574,25.35731,29.06934
4.5,0000 1 Jun 2002,27.26836,21.34489,25.52565,29.17472
5.5,0000 1 Jun 2002,27.44592,22.22111,25.78355,29.23416
6.5,0000 1 Jun 2002,27.46345,23.5652,26.04897,29.13389
7.5,0000 1 Jun 2002,27.34967,25.10414,26.34624,28.93756
8.5,0000 1 Jun 2002,27.35101,26.24578,26.76433,28.76871
9.5,0000 1 Jun 2002,27.60867,26.51368,27.25477,28.71016
10.5,0000 1 Jun 2002,27.89995,25.70038,27.44176,28.7755
1.5,0000 1 Jul 2002,27.44445,21.07395,25.67914,29.21602
2.5,0000 1 Jul 2002,27.32014,20.99058,25.50859,29.26122
3.5,0000 1 Jul 2002,27.40808,21.43864,25.64301,29.33568
4.5,0000 1 Jul 2002,27.49626,22.33701,25.88016,29.3293
5.5,0000 1 Jul 2002,27.44763,23.57678,26.08081,29.17761
6.5,0000 1 Jul 2002,27.32195,24.9585,26.33652,28.94617
7.5,0000 1 Jul 2002,27.35398,26.04103,26.75373,28.76761
8.5,0000 1 Jul 2002,27.60344,26.30963,27.22109,28.73153
9.5,0000 1 Jul 2002,27.92277,25.56728,27.43851,28.82846
10.5,0000 1 Jul 2002,27.97099,24.25138,27.13624,28.91207
1.5,0000 1 Aug 2002,27.42288,21.23185,25.56591,29.37915
2.5,0000 1 Aug 2002,27.49496,21.51715,25.7272,29.4538
3.5,0000 1 Aug 2002,27.57315,22.34213,25.92167,29.42243
4.5,0000 1 Aug 2002,27.48953,23.56309,26.10057,29.2264
5.5,0000 1 Aug 2002,27.32757,25.03049,26.35892,28.94081
6.5,0000 1 Aug 2002,27.32341,26.11777,26.80001,28.69621
7.5,0000 1 Aug 2002,27.56298,26.29423,27.3113,28.57844
8.5,0000 1 Aug 2002,27.80017,25.34201,27.41594,28.60935
9.5,0000 1 Aug 2002,27.75594,23.84609,26.95346,28.6548
10.5,0000 1 Aug 2002,27.26781,22.34548,26.01163,28.56703
1.5,0000 1 Sep 2002,27.53355,21.61479,25.72778,29.46685
2.5,0000 1 Sep 2002,27.58359,22.53691,25.92749,29.4527
3.5,0000 1 Sep 2002,27.47831,23.75183,26.12584,29.23517
4.5,0000 1 Sep 2002,27.29772,25.14336,26.38886,28.93953
5.5,0000 1 Sep 2002,27.30122,26.17537,26.82033,28.70382
6.5,0000 1 Sep 2002,27.59497,26.32042,27.29711,28.65602
7.5,0000 1 Sep 2002,27.88923,25.41493,27.4176,28.75727
8.5,0000 1 Sep 2002,27.8999,23.97567,27.01368,28.87155
9.5,0000 1 Sep 2002,27.50479,22.61312,26.23086,28.83377
10.5,0000 1 Sep 2002,26.97612,21.61926,25.48549,28.67341
1.5,0000 1 Oct 2002,27.64944,22.69173,26.07403,29.39943
2.5,0000 1 Oct 2002,27.46304,23.83794,26.18739,29.20572
3.5,0000 1 Oct 2002,27.23608,25.10315,26.36172,28.88235
4.5,0000 1 Oct 2002,27.18209,26.04694,26.73328,28.59781
5.5,0000 1 Oct 2002,27.39473,26.07106,27.13997,28.48266
6.5,0000 1 Oct 2002,27.62796,25.0426,27.19871,28.5435
7.5,0000 1 Oct 2002,27.6012,23.53455,26.76119,28.60849
8.5,0000 1 Oct 2002,27.17755,22.09669,25.9065,28.52994
9.5,0000 1 Oct 2002,26.58952,21.00478,25.05275,28.30218
10.5,0000 1 Oct 2002,26.11387,20.27121,24.47608,28.05598
1.5,0000 1 Nov 2002,27.41743,24.17392,26.24117,29.15614
2.5,0000 1 Nov 2002,27.20194,25.39269,26.46102,28.77649
3.5,0000 1 Nov 2002,27.20065,26.28262,26.79727,28.54342
4.5,0000 1 Nov 2002,27.47275,26.40698,27.21897,28.49735
5.5,0000 1 Nov 2002,27.73977,25.43557,27.3044,28.63847
6.5,0000 1 Nov 2002,27.75894,23.87607,26.93362,28.75932
7.5,0000 1 Nov 2002,27.32691,22.31514,26.09265,28.68556
8.5,0000 1 Nov 2002,26.71677,21.16501,25.22613,28.44705
9.5,0000 1 Nov 2002,26.25261,20.46443,24.64727,28.20369
10.5,0000 1 Nov 2002,26.0899,20.25014,24.46417,28.13133
1.5,0000 1 Dec 2002,27.37499,25.51784,26.62816,28.79869
2.5,0000 1 Dec 2002,27.29583,26.38412,26.97782,28.45101
3.5,0000 1 Dec 2002,27.45849,26.40008,27.32033,28.25474
4.5,0000 1 Dec 2002,27.5672,25.29815,27.24158,28.25111
5.5,0000 1 Dec 2002,27.38966,23.68412,26.66989,28.30099
6.5,0000 1 Dec 2002,26.87145,22.11469,25.7508,28.20667
7.5,0000 1 Dec 2002,26.26819,21.01538,24.93365,27.95924
8.5,0000 1 Dec 2002,25.84502,20.31422,24.41692,27.69228
9.5,0000 1 Dec 2002,25.65611,20.11823,24.23038,27.56114
10.5,0000 1 Dec 2002,25.63282,20.39974,24.24567,27.5175
1.5,0000 1 Jan 2003,27.29983,25.97707,26.81164,28.57658
2.5,0000 1 Jan 2003,27.43819,25.98502,27.14956,28.4435
3.5,0000 1 Jan 2003,27.58829,24.95976,27.09628,28.46623
4.5,0000 1 Jan 2003,27.47503,23.34529,26.57487,28.48746
5.5,0000 1 Jan 2003,26.97455,21.9044,25.73401,28.33518
6.5,0000 1 Jan 2003,26.40204,20.88745,24.97499,28.07878
7.5,0000 1 Jan 2003,26.0011,20.26973,24.48394,27.84854
8.5,0000 1 Jan 2003,25.87964,20.09365,24.33215,27.76668
9.5,0000 1 Jan 2003,25.89487,20.48192,24.41576,27.73908
10.5,0000 1 Jan 2003,25.8429,21.30206,24.48202,27.654
1.5,0000 1 Feb 2003,27.47887,25.85098,27.26174,28.48181
2.5,0000 1 Feb 2003,27.61401,24.97147,27.20937,28.4724
3.5,0000 1 Feb 2003,27.40309,23.40822,26.56102,28.4545
4.5,0000 1 Feb 2003,26.81747,21.89833,25.56333,28.28941
5.5,0000 1 Feb 2003,26.20293,20.73732,24.73719,28.01517
6.5,0000 1 Feb 2003,25.7958,20.03311,24.22829,27.76186
7.5,0000 1 Feb 2003,25.67219,19.86447,24.09561,27.6384
8.5,0000 1 Feb 2003,25.64355,20.23151,24.14596,27.57325
9.5,0000 1 Feb 2003,25.54855,21.08195,24.21177,27.46604
10.5,0000 1 Feb 2003,25.42052,22.45085,24.37767,27.27481
1.5,0000 1 Mar 2003,27.86116,24.93905,27.35471,28.72508
2.5,0000 1 Mar 2003,27.61242,23.47573,26.7641,28.61466
3.5,0000 1 Mar 2003,26.96494,21.95235,25.73215,28.39644
4.5,0000 1 Mar 2003,26.26728,20.74856,24.78356,28.08277
5.5,0000 1 Mar 2003,25.83712,20.05982,24.2551,27.82447
6.5,0000 1 Mar 2003,25.72423,19.99283,24.15378,27.72123
7.5,0000 1 Mar 2003,25.74237,20.42551,24.27399,27.6984
8.5,0000 1 Mar 2003,25.68287,21.25962,24.35583,27.61376
9.5,0000 1 Mar 2003,25.56693,22.5246,24.51845,27.399
10.5,0000 1 Mar 2003,25.53276,24.14767,24.91671,27.1877
1.5,0000 1 Apr 2003,27.65454,23.40188,26.6776,28.82004
2.5,0000 1 Apr 2003,27.06124,21.81572,25.65017,28.56229
3.5,0000 1 Apr 2003,26.30914,20.60233,24.68391,28.15179
4.5,0000 1 Apr 2003,25.80721,19.90786,24.12157,27.80702
5.5,0000 1 Apr 2003,25.66809,19.83352,24.04122,27.63695
6.5,0000 1 Apr 2003,25.65645,20.2952,24.17312,27.56989
7.5,0000 1 Apr 2003,25.56613,21.16539,24.25686,27.44075
8.5,0000 1 Apr 2003,25.41266,22.52473,24.40818,27.21903
9.5,0000 1 Apr 2003,25.42729,24.22261,24.8736,27.05574
10.5,0000 1 Apr 2003,25.76699,25.62394,25.59423,27.15199
1.5,0000 1 May 2003,26.96029,21.60252,25.37965,28.54524
2.5,0000 1 May 2003,26.36172,20.33525,24.54846,28.22471
3.5,0000 1 May 2003,25.84755,19.68035,24.02671,27.89003
4.5,0000 1 May 2003,25.63255,19.63612,23.87812,27.70647
5.5,0000 1 May 2003,25.5553,20.0549,23.94448,27.59933
6.5,0000 1 May 2003,25.46887,20.93465,24.04845,27.46109
7.5,0000 1 May 2003,25.34527,22.33378,24.24809,27.22664
8.5,0000 1 May 2003,25.32668,24.15916,24.71749,27.02337
9.5,0000 1 May 2003,25.60651,25.65169,25.36571,27.0724
10.5,0000 1 May 2003,26.17422,26.1054,26.04334,27.4168
1.5,0000 1 Jun 2003,26.49423,20.50261,24.7528,28.24582
2.5,0000 1 Jun 2003,25.97907,19.71996,24.08109,27.90505
3.5,0000 1 Jun 2003,25.71107,19.62355,23.83735,27.74905
4.5,0000 1 Jun 2003,25.64285,20.00281,23.87365,27.71469
5.5,0000 1 Jun 2003,25.55369,20.82457,23.96562,27.63473
6.5,0000 1 Jun 2003,25.40004,22.24687,24.17045,27.40888
7.5,0000 1 Jun 2003,25.37921,24.11359,24.70413,27.18304
8.5,0000 1 Jun 2003,25.68875,25.70546,25.46846,27.20702
9.5,0000 1 Jun 2003,26.30732,26.19888,26.25543,27.52735
10.5,0000 1 Jun 2003,26.8907,25.43544,26.55796,27.94921
1.5,0000 1 Jul 2003,26.5887,20.40767,24.99245,28.21334
2.5,0000 1 Jul 2003,26.26895,20.19979,24.65136,28.04722
3.5,0000 1 Jul 2003,26.15603,20.54948,24.51749,28.04115
4.5,0000 1 Jul 2003,26.07376,21.29054,24.55969,27.986
5.5,0000 1 Jul 2003,25.92398,22.59379,24.70308,27.81626
6.5,0000 1 Jul 2003,25.8361,24.301,25.06507,27.60958
7.5,0000 1 Jul 2003,26.04976,25.67686,25.68514,27.59317
8.5,0000 1 Jul 2003,26.56553,26.09545,26.38853,27.83159
9.5,0000 1 Jul 2003,27.1174,25.40695,26.74232,28.19986
10.5,0000 1 Jul 2003,27.36976,24.21963,26.62519,28.45752
1.5,0000 1 Aug 2003,26.52937,20.01078,24.84813,28.37757
2.5,0000 1 Aug 2003,26.37148,20.40234,24.64792,28.26475
3.5,0000 1 Aug 2003,26.2339,21.21793,24.6339,28.17151
4.5,0000 1 Aug 2003,26.03292,22.56524,24.75422,27.93857
5.5,0000 1 Aug 2003,25.87273,24.23894,25.08336,27.688
6.5,0000 1 Aug 2003,26.03661,25.59399,25.67953,27.64238
7.5,0000 1 Aug 2003,26.56602,25.91211,26.37344,27.87913
8.5,0000 1 Aug 2003,27.11465,25.10044,26.69142,28.24425
9.5,0000 1 Aug 2003,27.38204,23.90304,26.56256,28.48885
10.5,0000 1 Aug 2003,27.18729,22.76252,25.96139,28.5067
1.5,0000 1 Sep 2003,26.78757,21.07519,25.11892,28.67545
2.5,0000 1 Sep 2003,26.68026,21.72808,25.13749,28.56985
3.5,0000 1 Sep 2003,26.50925,22.99406,25.23063,28.37181
4.5,0000 1 Sep 2003,26.39121,24.59363,25.54322,28.10154
5.5,0000 1 Sep 2003,26.52538,25.90121,26.09717,27.95991
6.5,0000 1 Sep 2003,26.93904,26.15626,26.70508,28.05787
7.5,0000 1 Sep 2003,27.3795,25.26045,26.96337,28.33367
8.5,0000 1 Sep 2003,27.54599,23.86986,26.74638,28.55206
9.5,0000 1 Sep 2003,27.27114,22.58515,26.05162,28.57999
10.5,0000 1 Sep 2003,26.79887,21.67178,25.33443,28.43395
1.5,0000 1 Oct 2003,26.74022,21.99442,25.25789,28.59051
2.5,0000 1 Oct 2003,26.4957,23.15486,25.30413,28.34093
3.5,0000 1 Oct 2003,26.3574,24.60725,25.60036,28.07189
4.5,0000 1 Oct 2003,26.54159,25.84661,26.19857,27.95191
5.5,0000 1 Oct 2003,27.01916,26.02251,26.82584,28.08183
6.5,0000 1 Oct 2003,27.46765,25.19293,27.06247,28.36415
7.5,0000 1 Oct 2003,27.58671,23.85055,26.76521,28.57286
8.5,0000 1 Oct 2003,27.25044,22.63901,26.0238,28.56128
9.5,0000 1 Oct 2003,26.70222,21.67709,25.23096,28.37873
10.5,0000 1 Oct 2003,26.25303,20.99945,24.68232,28.18174
1.5,0000 1 Nov 2003,26.98794,23.73096,25.86549,28.77103
2.5,0000 1 Nov 2003,26.89258,25.18535,26.15935,28.48679
3.5,0000 1 Nov 2003,26.95922,26.33326,26.60433,28.31893
4.5,0000 1 Nov 2003,27.29337,26.54907,27.06539,28.36998
5.5,0000 1 Nov 2003,27.64334,25.59672,27.2357,28.55775
6.5,0000 1 Nov 2003,27.72524,24.10638,26.90716,28.71041
7.5,0000 1 Nov 2003,27.35874,22.67675,26.13389,28.66464
8.5,0000 1 Nov 2003,26.77539,21.65883,25.29243,28.46676
9.5,0000 1 Nov 2003,26.31176,21.00155,24.72469,28.24518
10.5,0000 1 Nov 2003,26.16508,20.80877,24.58677,28.15308
1.5,0000 1 Dec 2003,26.93409,25.3926,26.18152,28.49368
2.5,0000 1 Dec 2003,27.0794,26.53973,26.7681,28.29207
3.5,0000 1 Dec 2003,27.44571,26.69189,27.3167,28.31705
4.5,0000 1 Dec 2003,27.74384,25.6737,27.38521,28.4898
5.5,0000 1 Dec 2003,27.71728,24.10403,26.93173,28.59849
6.5,0000 1 Dec 2003,27.21469,22.55195,25.98438,28.50662
7.5,0000 1 Dec 2003,26.5445,21.47752,25.07383,28.23359
8.5,0000 1 Dec 2003,26.02724,20.80651,24.47706,27.94892
9.5,0000 1 Dec 2003,25.83025,20.60072,24.28821,27.80986
10.5,0000 1 Dec 2003,25.81831,20.91086,24.37011,27.75886
1.5,0000 1 Jan 2004,27.12222,26.00933,26.60729,28.62526
2.5,0000 1 Jan 2004,27.5246,26.42159,27.24394,28.65781
3.5,0000 1 Jan 2004,27.8418,25.74682,27.45809,28.73502
4.5,0000 1 Jan 2004,27.82611,24.48898,27.07628,28.77553
5.5,0000 1 Jan 2004,27.35295,23.09677,26.2064,28.63226
6.5,0000 1 Jan 2004,26.74035,21.96301,25.33565,28.38762
7.5,0000 1 Jan 2004,26.3037,21.16932,24.8007,28.15179
8.5,0000 1 Jan 2004,26.16652,20.89241,24.65603,28.07265
9.5,0000 1 Jan 2004,26.22095,21.18732,24.76478,28.10724
10.5,0000 1 Jan 2004,26.21136,21.95249,24.8763,28.08276
1.5,0000 1 Feb 2004,27.50185,26.62078,27.24495,28.61803
2.5,0000 1 Feb 2004,27.79682,25.89306,27.37759,28.7442
3.5,0000 1 Feb 2004,27.78025,24.57555,26.96751,28.81984
4.5,0000 1 Feb 2004,27.35201,23.09349,26.15406,28.71743
5.5,0000 1 Feb 2004,26.77883,21.93758,25.37107,28.48559
6.5,0000 1 Feb 2004,26.32771,21.14888,24.83842,28.24232
7.5,0000 1 Feb 2004,26.17467,20.83318,24.68133,28.12451
8.5,0000 1 Feb 2004,26.2114,21.08353,24.76941,28.08905
9.5,0000 1 Feb 2004,26.19503,21.86448,24.86923,28.00582
10.5,0000 1 Feb 2004,26.07269,23.1282,24.9967,27.8028
1.5,0000 1 Mar 2004,27.88951,25.47876,27.47838,28.83899
2.5,0000 1 Mar 2004,27.96204,24.26291,27.18457,28.96075
3.5,0000 1 Mar 2004,27.51225,22.92883,26.33965,28.85048
4.5,0000 1 Mar 2004,26.88906,21.80776,25.44193,28.58037
5.5,0000 1 Mar 2004,26.33511,21.03296,24.7976,28.25743
6.5,0000 1 Mar 2004,26.09866,20.74456,24.56683,28.07511
7.5,0000 1 Mar 2004,26.10183,21.06181,24.65312,27.99974
8.5,0000 1 Mar 2004,26.07685,21.83978,24.75345,27.9018
9.5,0000 1 Mar 2004,25.94761,23.1086,24.91431,27.67548
10.5,0000 1 Mar 2004,25.84203,24.65033,25.22104,27.46348
1.5,0000 1 Apr 2004,27.87508,23.84551,27.1251,28.89695
2.5,0000 1 Apr 2004,27.56648,22.46065,26.38917,28.89337
3.5,0000 1 Apr 2004,27.02597,21.46853,25.55622,28.6909
4.5,0000 1 Apr 2004,26.56252,20.83236,24.94215,28.44605
5.5,0000 1 Apr 2004,26.39617,20.60259,24.76214,28.31553
6.5,0000 1 Apr 2004,26.39868,20.94458,24.85238,28.26726
7.5,0000 1 Apr 2004,26.35743,21.7637,24.95005,28.19863
8.5,0000 1 Apr 2004,26.24351,23.07345,25.11423,27.99769
9.5,0000 1 Apr 2004,26.15115,24.67817,25.4437,27.76177
10.5,0000 1 Apr 2004,26.28274,25.95998,25.96196,27.68501
1.5,0000 1 May 2004,27.42591,22.34347,26.16887,28.72604
2.5,0000 1 May 2004,26.92625,21.23109,25.37959,28.58558
3.5,0000 1 May 2004,26.43802,20.53203,24.72362,28.37559
4.5,0000 1 May 2004,26.21096,20.31014,24.5034,28.22516
5.5,0000 1 May 2004,26.11434,20.66548,24.50047,28.14394
6.5,0000 1 May 2004,26.035,21.44304,24.55556,28.04675
7.5,0000 1 May 2004,25.86925,22.67628,24.66766,27.81385
8.5,0000 1 May 2004,25.78333,24.32065,25.04246,27.55441
9.5,0000 1 May 2004,25.96663,25.66207,25.59517,27.51714
10.5,0000 1 May 2004,26.44997,25.98823,26.18387,27.75798
1.5,0000 1 Jun 2004,26.9678,21.10645,25.2822,28.68006
2.5,0000 1 Jun 2004,26.37339,20.39561,24.53069,28.37745
3.5,0000 1 Jun 2004,26.02528,20.12356,24.23652,28.12679
4.5,0000 1 Jun 2004,25.9044,20.43242,24.22997,27.9523
5.5,0000 1 Jun 2004,25.76324,21.28475,24.2816,27.7906
6.5,0000 1 Jun 2004,25.5995,22.63495,24.43892,27.52288
7.5,0000 1 Jun 2004,25.50779,24.30045,24.80633,27.27946
8.5,0000 1 Jun 2004,25.70881,25.64678,25.40598,27.25218
9.5,0000 1 Jun 2004,26.18959,25.93382,25.99906,27.50989
10.5,0000 1 Jun 2004,26.69573,25.00782,26.2743,27.88588
1.5,0000 1 Jul 2004,26.95211,20.76029,25.10675,28.79943
2.5,0000 1 Jul 2004,26.69554,20.57072,24.89396,28.68377
3.5,0000 1 Jul 2004,26.58165,20.90502,24.87698,28.60068
4.5,0000 1 Jul 2004,26.50083,21.71913,24.95845,28.47721
5.5,0000 1 Jul 2004,26.31041,22.98854,25.06179,28.20473
6.5,0000 1 Jul 2004,26.1486,24.60854,25.38162,27.86848
7.5,0000 1 Jul 2004,26.25766,25.87143,25.92872,27.67334
8.5,0000 1 Jul 2004,26.66391,26.11611,26.52953,27.72543
9.5,0000 1 Jul 2004,27.06262,25.08203,26.68643,27.97496
10.5,0000 1 Jul 2004,27.15042,23.56215,26.32217,28.16924
1.5,0000 1 Aug 2004,27.06135,20.47401,25.0854,29.02566
2.5,0000 1 Aug 2004,26.92157,20.96995,25.08936,29.01904
3.5,0000 1 Aug 2004,26.9071,21.91463,25.23241,29.00183
4.5,0000 1 Aug 2004,26.84612,23.26162,25.46348,28.81987
5.5,0000 1 Aug 2004,26.75476,24.82746,25.85332,28.53767
6.5,0000 1 Aug 2004,26.87482,26.0959,26.4388,28.35854
7.5,0000 1 Aug 2004,27.23386,26.31612,27.02076,28.39016
8.5,0000 1 Aug 2004,27.59485,25.43147,27.16986,28.57784
9.5,0000 1 Aug 2004,27.64825,24.00333,26.80198,28.72392
10.5,0000 1 Aug 2004,27.25775,22.68946,26.00133,28.65493
1.5,0000 1 Sep 2004,27.09973,21.56654,25.37239,29.13627
2.5,0000 1 Sep 2004,26.96748,22.2412,25.42576,28.94914
3.5,0000 1 Sep 2004,26.76348,23.378,25.51205,28.65236
4.5,0000 1 Sep 2004,26.58549,24.83082,25.78379,28.30474
5.5,0000 1 Sep 2004,26.66447,25.92667,26.28626,28.08511
6.5,0000 1 Sep 2004,27.02536,25.85218,26.75762,28.13731
7.5,0000 1 Sep 2004,27.3677,24.758,26.85044,28.3362
8.5,0000 1 Sep 2004,27.39657,23.29403,26.45665,28.48025
9.5,0000 1 Sep 2004,27.00379,22.12802,25.71452,28.38902
10.5,0000 1 Sep 2004,26.43133,21.22082,24.93777,28.14561
1.5,0000 1 Oct 2004,27.18546,22.41722,25.64305,29.13044
2.5,0000 1 Oct 2004,26.97651,23.72061,25.7835,28.82
3.5,0000 1 Oct 2004,26.82448,25.15701,26.02129,28.53809
4.5,0000 1 Oct 2004,26.91766,26.23253,26.47533,28.38898
5.5,0000 1 Oct 2004,27.27488,26.35495,26.96235,28.44965
6.5,0000 1 Oct 2004,27.63081,25.36854,27.12381,28.66006
7.5,0000 1 Oct 2004,27.73786,23.90922,26.82725,28.82969
8.5,0000 1 Oct 2004,27.36974,22.53492,26.05272,28.78462
9.5,0000 1 Oct 2004,26.77023,21.50179,25.19577,28.56066
10.5,0000 1 Oct 2004,26.24004,20.82695,24.60047,28.27397
1.5,0000 1 Nov 2004,27.19753,23.98857,26.01631,29.09945
2.5,0000 1 Nov 2004,27.12981,25.28866,26.35218,28.81644
3.5,0000 1 Nov 2004,27.24976,26.33033,26.82269,28.66658
4.5,0000 1 Nov 2004,27.59821,26.58561,27.3512,28.69198
5.5,0000 1 Nov 2004,27.90644,25.80829,27.49645,28.8411
6.5,0000 1 Nov 2004,27.94124,24.49371,27.15846,28.9546
7.5,0000 1 Nov 2004,27.53128,23.15154,26.34668,28.88551
8.5,0000 1 Nov 2004,26.92401,22.09433,25.52983,28.64763
9.5,0000 1 Nov 2004,26.44992,21.35316,24.98546,28.38397
10.5,0000 1 Nov 2004,26.27531,21.07447,24.82742,28.24023
1.5,0000 1 Dec 2004,27.18047,25.57574,26.36343,28.85117
2.5,0000 1 Dec 2004,27.36767,26.62134,26.93703,28.71173
3.5,0000 1 Dec 2004,27.74533,26.78978,27.4909,28.74982
4.5,0000 1 Dec 2004,28.04755,25.98811,27.65607,28.86548
5.5,0000 1 Dec 2004,27.98755,24.6077,27.21506,28.92378
6.5,0000 1 Dec 2004,27.46128,23.13133,26.29963,28.77431
7.5,0000 1 Dec 2004,26.76039,21.94925,25.36572,28.45003
8.5,0000 1 Dec 2004,26.24455,21.20269,24.78611,28.13496
9.5,0000 1 Dec 2004,26.06883,20.92832,24.61489,28.00585
10.5,0000 1 Dec 2004,26.08731,21.17088,24.68871,27.99142
1.5,0000 1 Jan 2005,27.18522,26.46561,26.80374,28.65556
2.5,0000 1 Jan 2005,27.6072,26.81273,27.47204,28.66251
