L,MON,LDC_SST_CanESM5,LDC_SST_CanESM5_ONETWO,LDC_SST_CanESM5_THREE,LDC_SST_CanESM5_FOUR
7.5,0000 1 Feb 2009,300.3055,297.1829,298.976,302.2808
8.5,0000 1 Feb 2009,300.2384,297.4064,298.9895,302.3006
9.5,0000 1 Feb 2009,300.2164,297.8752,299.1076,302.231
10.5,0000 1 Feb 2009,300.1823,298.5792,299.3042,302.0263
1.5,0000 1 Mar 2009,300.7708,300.5716,300.4383,302.0028
2.5,0000 1 Mar 2009,301.1199,299.9435,300.55,302.351
3.5,0000 1 Mar 2009,301.1123,298.9568,300.2037,302.4217
4.5,0000 1 Mar 2009,300.8293,298.0627,299.6756,302.3375
5.5,0000 1 Mar 2009,300.5479,297.5274,299.286,302.2699
6.5,0000 1 Mar 2009,300.4199,297.3686,299.1261,302.3255
7.5,0000 1 Mar 2009,300.4382,297.5731,299.1623,302.419
8.5,0000 1 Mar 2009,300.4578,298.0391,299.3,302.3975
9.5,0000 1 Mar 2009,300.4149,298.7459,299.5026,302.1833
10.5,0000 1 Mar 2009,300.4359,299.6366,299.838,301.9379
1.5,0000 1 Apr 2009,301.0197,299.8737,300.592,302.0921
2.5,0000 1 Apr 2009,301.0738,298.9262,300.2503,302.2978
3.5,0000 1 Apr 2009,300.8501,297.991,299.6788,302.3154
4.5,0000 1 Apr 2009,300.5946,297.4592,299.2651,302.2844
5.5,0000 1 Apr 2009,300.4515,297.3229,299.0889,302.3521
6.5,0000 1 Apr 2009,300.4415,297.5271,299.1365,302.4594
7.5,0000 1 Apr 2009,300.4572,297.9933,299.2871,302.4603
8.5,0000 1 Apr 2009,300.4578,298.7321,299.5344,302.2746
9.5,0000 1 Apr 2009,300.5421,299.6671,299.9194,302.0463
10.5,0000 1 Apr 2009,300.8609,300.5771,300.4744,301.998
1.5,0000 1 May 2009,301.0817,298.7273,300.2594,302.2072
2.5,0000 1 May 2009,300.8029,298.1298,299.6763,302.2589
3.5,0000 1 May 2009,300.5419,297.6428,299.2646,302.2858
4.5,0000 1 May 2009,300.4147,297.4916,299.1134,302.3692
5.5,0000 1 May 2009,300.4255,297.6945,299.1805,302.4617
6.5,0000 1 May 2009,300.4584,298.1571,299.3304,302.4578
7.5,0000 1 May 2009,300.4644,298.8782,299.57,302.2999
8.5,0000 1 May 2009,300.579,299.8038,299.9827,302.1314
9.5,0000 1 May 2009,300.9102,300.6976,300.5404,302.1246
10.5,0000 1 May 2009,301.434,301.1959,301.1812,302.3121
1.5,0000 1 Jun 2009,300.8954,297.7925,299.8257,302.3386
2.5,0000 1 Jun 2009,300.6484,297.6802,299.4705,302.3757
3.5,0000 1 Jun 2009,300.5506,297.6914,299.3483,302.4867
4.5,0000 1 Jun 2009,300.6233,297.9544,299.4603,302.6211
5.5,0000 1 Jun 2009,300.7113,298.4575,299.6541,302.6418
6.5,0000 1 Jun 2009,300.7657,299.1684,299.9194,302.4754
7.5,0000 1 Jun 2009,300.8714,300.0371,300.2742,302.2709
8.5,0000 1 Jun 2009,301.1588,300.8738,300.7625,302.2321
9.5,0000 1 Jun 2009,301.6266,301.3221,301.3218,302.4061
10.5,0000 1 Jun 2009,302.0485,301.0123,301.6291,302.6831
1.5,0000 1 Jul 2009,300.8943,297.3957,299.7105,302.5323
2.5,0000 1 Jul 2009,300.817,297.6451,299.6069,302.6569
3.5,0000 1 Jul 2009,300.9066,297.9793,299.7077,302.8236
4.5,0000 1 Jul 2009,301.0039,298.501,299.8975,302.8542
5.5,0000 1 Jul 2009,301.0215,299.2294,300.1173,302.6706
6.5,0000 1 Jul 2009,301.078,300.1161,300.4508,302.4317
7.5,0000 1 Jul 2009,301.2959,300.9353,300.8851,302.3233
8.5,0000 1 Jul 2009,301.6963,301.3492,301.4092,302.4179
9.5,0000 1 Jul 2009,302.07,300.9632,301.6513,302.642
10.5,0000 1 Jul 2009,302.1932,299.9654,301.4422,302.8396
1.5,0000 1 Aug 2009,300.6704,296.8109,299.2723,302.571
2.5,0000 1 Aug 2009,300.732,297.3852,299.3588,302.7887
3.5,0000 1 Aug 2009,300.8228,298.0473,299.5633,302.8418
4.5,0000 1 Aug 2009,300.8555,298.8708,299.8398,302.6838
5.5,0000 1 Aug 2009,300.9186,299.8393,300.2232,302.4331
6.5,0000 1 Aug 2009,301.1325,300.7532,300.7448,302.2979
7.5,0000 1 Aug 2009,301.548,301.2685,301.3191,302.3707
8.5,0000 1 Aug 2009,301.9391,300.9823,301.5919,302.5614
9.5,0000 1 Aug 2009,302.0833,299.9954,301.3509,302.7525
10.5,0000 1 Aug 2009,301.8619,298.7362,300.6754,302.8123
1.5,0000 1 Sep 2009,300.8057,296.7711,299.3191,302.8357
2.5,0000 1 Sep 2009,300.8602,297.6225,299.473,302.8806
3.5,0000 1 Sep 2009,300.8397,298.5391,299.7005,302.7021
4.5,0000 1 Sep 2009,300.8293,299.611,300.0584,302.4299
5.5,0000 1 Sep 2009,301.0177,300.6141,300.6059,302.2823
6.5,0000 1 Sep 2009,301.3902,301.1196,301.1545,302.3212
7.5,0000 1 Sep 2009,301.7301,300.7373,301.3597,302.4922
8.5,0000 1 Sep 2009,301.7943,299.7161,301.0463,302.6345
9.5,0000 1 Sep 2009,301.5822,298.4806,300.396,302.6902
10.5,0000 1 Sep 2009,301.2094,297.5368,299.738,302.6526
1.5,0000 1 Oct 2009,300.561,296.735,299.0585,302.675
2.5,0000 1 Oct 2009,300.4346,297.9064,299.2455,302.443
3.5,0000 1 Oct 2009,300.3367,299.0517,299.5571,302.1306
4.5,0000 1 Oct 2009,300.4865,300.121,300.101,301.9711
5.5,0000 1 Oct 2009,300.9311,300.7012,300.7294,302.0889
6.5,0000 1 Oct 2009,301.3895,300.4338,301.0226,302.3762
7.5,0000 1 Oct 2009,301.5944,299.5447,300.8385,302.62
8.5,0000 1 Oct 2009,301.4373,298.469,300.2894,302.6723
9.5,0000 1 Oct 2009,301.1046,297.6489,299.7455,302.6017
10.5,0000 1 Oct 2009,300.7989,297.1651,299.3813,302.5506
1.5,0000 1 Nov 2009,301.1815,297.7319,299.808,302.9074
2.5,0000 1 Nov 2009,301.1262,299.1019,300.1225,302.6714
3.5,0000 1 Nov 2009,301.1823,300.2072,300.5388,302.4989
4.5,0000 1 Nov 2009,301.3862,300.7738,300.9498,302.4957
5.5,0000 1 Nov 2009,301.5509,300.4629,301.0379,302.5528
6.5,0000 1 Nov 2009,301.5446,299.488,300.6937,302.6066
7.5,0000 1 Nov 2009,301.286,298.2496,300.0161,302.5807
8.5,0000 1 Nov 2009,300.9036,297.2683,299.3536,302.4991
9.5,0000 1 Nov 2009,300.56,296.7064,298.9305,302.4389
10.5,0000 1 Nov 2009,300.3735,296.6458,298.8237,302.4313
1.5,0000 1 Dec 2009,301.2019,298.754,300.1219,302.661
2.5,0000 1 Dec 2009,301.1821,300.0317,300.502,302.515
3.5,0000 1 Dec 2009,301.2956,300.6165,300.8505,302.4454
4.5,0000 1 Dec 2009,301.3672,300.2705,300.8408,302.445
5.5,0000 1 Dec 2009,301.3012,299.2523,300.4356,302.4403
6.5,0000 1 Dec 2009,301.0148,297.9869,299.718,302.3979
7.5,0000 1 Dec 2009,300.6451,297.0291,299.0966,302.2974
8.5,0000 1 Dec 2009,300.3264,296.5097,298.7249,302.2247
9.5,0000 1 Dec 2009,300.1676,296.4865,298.6803,302.2007
10.5,0000 1 Dec 2009,300.1278,296.887,298.8059,302.183
1.5,0000 1 Jan 2010,301.2016,299.8285,300.5331,302.4533
2.5,0000 1 Jan 2010,301.1837,300.5359,300.808,302.3596
3.5,0000 1 Jan 2010,301.1834,300.2281,300.7508,302.3413
4.5,0000 1 Jan 2010,301.1128,299.1847,300.384,302.3244
5.5,0000 1 Jan 2010,300.9172,297.9745,299.7685,302.2811
6.5,0000 1 Jan 2010,300.6541,297.0399,299.2283,302.2333
7.5,0000 1 Jan 2010,300.4373,296.5408,298.901,302.2267
8.5,0000 1 Jan 2010,300.3417,296.5389,298.8452,302.2737
9.5,0000 1 Jan 2010,300.3427,296.9514,298.9604,302.3282
10.5,0000 1 Jan 2010,300.3199,297.6101,299.0854,302.2929
1.5,0000 1 Feb 2010,301.1596,300.2892,300.6752,302.3453
2.5,0000 1 Feb 2010,301.088,300.1007,300.6688,302.2325
3.5,0000 1 Feb 2010,300.8986,299.1406,300.248,302.0942
4.5,0000 1 Feb 2010,300.6192,297.9555,299.563,301.9829
5.5,0000 1 Feb 2010,300.3437,297.0102,298.9887,301.9244
6.5,0000 1 Feb 2010,300.1368,296.4903,298.6935,301.8989
7.5,0000 1 Feb 2010,300.0776,296.4528,298.6952,301.935
8.5,0000 1 Feb 2010,300.1029,296.8227,298.8197,301.9883
9.5,0000 1 Feb 2010,300.0945,297.4817,298.9292,301.9725
10.5,0000 1 Feb 2010,300.0439,298.3476,299.0973,301.8517
1.5,0000 1 Mar 2010,301.0659,300.3124,300.759,302.1766
2.5,0000 1 Mar 2010,300.8184,299.5652,300.3897,301.9701
3.5,0000 1 Mar 2010,300.5117,298.3607,299.688,301.8166
4.5,0000 1 Mar 2010,300.2468,297.2991,299.0473,301.766
5.5,0000 1 Mar 2010,300.0944,296.6508,298.7148,301.7726
6.5,0000 1 Mar 2010,300.0734,296.5386,298.7238,301.8049
7.5,0000 1 Mar 2010,300.0949,296.8687,298.8484,301.8377
8.5,0000 1 Mar 2010,300.0476,297.4775,298.9198,301.8016
9.5,0000 1 Mar 2010,299.9616,298.3124,299.0582,301.6891
10.5,0000 1 Mar 2010,299.9792,299.3043,299.3635,301.5968
1.5,0000 1 Apr 2010,300.9692,299.4228,300.5428,302.0438
2.5,0000 1 Apr 2010,300.5991,298.5169,299.8375,301.8712
3.5,0000 1 Apr 2010,300.2986,297.5339,299.1902,301.7758
4.5,0000 1 Apr 2010,300.0946,296.8903,298.8231,301.7406
5.5,0000 1 Apr 2010,300.0189,296.6908,298.7607,301.7599
6.5,0000 1 Apr 2010,300.006,296.9324,298.8271,301.7875
7.5,0000 1 Apr 2010,299.9472,297.4726,298.8653,301.748
8.5,0000 1 Apr 2010,299.837,298.2531,298.9344,301.6133
9.5,0000 1 Apr 2010,299.8454,299.2201,299.2217,301.4738
10.5,0000 1 Apr 2010,300.1045,300.1501,299.7387,301.5045
1.5,0000 1 May 2010,300.8485,298.3637,300.0575,302.0019
2.5,0000 1 May 2010,300.4236,297.6051,299.2903,301.8787
3.5,0000 1 May 2010,300.1213,296.994,298.799,301.8163
4.5,0000 1 May 2010,299.9603,296.7723,298.659,301.7711
5.5,0000 1 May 2010,299.8732,296.9823,298.67,301.727
6.5,0000 1 May 2010,299.7288,297.5131,298.6671,301.604
7.5,0000 1 May 2010,299.5665,298.312,298.7335,301.392
8.5,0000 1 May 2010,299.5482,299.2802,298.9901,301.236
9.5,0000 1 May 2010,299.8221,300.12,299.5044,301.309
10.5,0000 1 May 2010,300.3624,300.5468,300.152,301.6116
1.5,0000 1 Jun 2010,299.7747,296.8474,298.7211,301.4506
2.5,0000 1 Jun 2010,299.4635,296.6436,298.3318,301.2464
3.5,0000 1 Jun 2010,299.3842,296.5291,298.2113,301.2031
4.5,0000 1 Jun 2010,299.3653,296.7259,298.2576,301.1761
5.5,0000 1 Jun 2010,299.2924,297.227,298.314,301.1122
6.5,0000 1 Jun 2010,299.2461,298.0886,298.4947,301.0089
7.5,0000 1 Jun 2010,299.3587,299.1739,298.8766,300.979
8.5,0000 1 Jun 2010,299.729,300.1627,299.4637,301.1325
9.5,0000 1 Jun 2010,300.2955,300.6955,300.1447,301.4911
10.5,0000 1 Jun 2010,300.8564,300.4801,300.5976,301.9229
1.5,0000 1 Jul 2010,299.2897,295.9333,298.0249,301.2036
2.5,0000 1 Jul 2010,299.1193,296.1355,297.8851,301.0807
3.5,0000 1 Jul 2010,299.0425,296.463,297.912,300.9958
4.5,0000 1 Jul 2010,298.971,297.0597,297.9974,300.9075
5.5,0000 1 Jul 2010,298.934,297.9258,298.185,300.8215
6.5,0000 1 Jul 2010,299.0312,298.9767,298.5664,300.8159
7.5,0000 1 Jul 2010,299.3725,299.9558,299.1716,300.9717
8.5,0000 1 Jul 2010,299.9013,300.5173,299.8299,301.3284
9.5,0000 1 Jul 2010,300.4309,300.3942,300.2436,301.7225
10.5,0000 1 Jul 2010,300.7229,299.6795,300.2305,301.991
1.5,0000 1 Aug 2010,298.8071,295.0559,297.5181,300.7631
2.5,0000 1 Aug 2010,298.6668,295.7959,297.496,300.6483
3.5,0000 1 Aug 2010,298.548,296.5217,297.4994,300.5831
4.5,0000 1 Aug 2010,298.5072,297.4474,297.6675,300.5492
5.5,0000 1 Aug 2010,298.6604,298.6137,298.1563,300.5863
6.5,0000 1 Aug 2010,299.0746,299.7729,298.9137,300.7244
7.5,0000 1 Aug 2010,299.6877,300.4682,299.7313,301.0253
8.5,0000 1 Aug 2010,300.2551,300.3922,300.1602,301.4258
9.5,0000 1 Aug 2010,300.5658,299.6653,300.1178,301.7502
10.5,0000 1 Aug 2010,300.5478,298.7004,299.6872,301.9118
1.5,0000 1 Sep 2010,298.5148,295.0543,297.2651,300.4959
2.5,0000 1 Sep 2010,298.38,296.1041,297.3208,300.446
3.5,0000 1 Sep 2010,298.3681,297.2053,297.5568,300.4149
4.5,0000 1 Sep 2010,298.5776,298.4664,298.107,300.4505
5.5,0000 1 Sep 2010,299.0473,299.6613,298.9367,300.603
6.5,0000 1 Sep 2010,299.6709,300.3759,299.7612,300.9553
7.5,0000 1 Sep 2010,300.2425,300.2923,300.2314,301.3892
8.5,0000 1 Sep 2010,300.5511,299.5812,300.191,301.7153
9.5,0000 1 Sep 2010,300.563,298.6307,299.7915,301.8588
10.5,0000 1 Sep 2010,300.4047,297.8161,299.3281,301.9106
1.5,0000 1 Oct 2010,298.334,295.6648,297.302,300.3029
2.5,0000 1 Oct 2010,298.3818,297.0268,297.5709,300.3167
3.5,0000 1 Oct 2010,298.6021,298.3428,298.0891,300.4168
4.5,0000 1 Oct 2010,299.0904,299.5663,298.9008,300.6299
5.5,0000 1 Oct 2010,299.7143,300.2666,299.7009,301.0133
6.5,0000 1 Oct 2010,300.307,300.248,300.193,301.4505
7.5,0000 1 Oct 2010,300.628,299.563,300.1896,301.787
8.5,0000 1 Oct 2010,300.6422,298.6313,299.8007,301.9385
9.5,0000 1 Oct 2010,300.4565,297.7635,299.318,301.968
10.5,0000 1 Oct 2010,300.2402,297.2668,298.998,301.9706
1.5,0000 1 Nov 2010,298.0653,296.4026,297.0679,300.1669
2.5,0000 1 Nov 2010,298.0884,298.026,297.5224,300.1653
3.5,0000 1 Nov 2010,298.4242,299.3063,298.2346,300.2969
4.5,0000 1 Nov 2010,298.9653,300.0443,299.0176,300.5746
5.5,0000 1 Nov 2010,299.4996,299.9489,299.4768,300.8969
6.5,0000 1 Nov 2010,299.8255,299.2007,299.4763,301.1391
7.5,0000 1 Nov 2010,299.877,298.1924,299.1041,301.27
8.5,0000 1 Nov 2010,299.8126,297.3916,298.7574,301.3655
9.5,0000 1 Nov 2010,299.7648,296.9418,298.5805,301.4967
10.5,0000 1 Nov 2010,299.7972,296.8953,298.6186,301.6548
1.5,0000 1 Dec 2010,298.4087,297.741,297.7487,300.3074
2.5,0000 1 Dec 2010,298.7142,299.2953,298.4786,300.5226
3.5,0000 1 Dec 2010,299.2613,300.0826,299.2402,300.8973
4.5,0000 1 Dec 2010,299.8113,300.0387,299.7164,301.2803
5.5,0000 1 Dec 2010,300.1233,299.3041,299.7097,301.5218
6.5,0000 1 Dec 2010,300.1495,298.3439,299.3351,301.6097
7.5,0000 1 Dec 2010,300.024,297.5307,298.9321,301.628
8.5,0000 1 Dec 2010,299.908,297.0607,298.6931,301.6866
9.5,0000 1 Dec 2010,299.862,296.9809,298.6629,301.7841
10.5,0000 1 Dec 2010,299.8867,297.2618,298.7708,301.8782
1.5,0000 1 Jan 2011,298.8156,299.2087,298.5715,300.4838
2.5,0000 1 Jan 2011,299.3705,300.102,299.3668,300.8972
3.5,0000 1 Jan 2011,299.8661,300.1136,299.7701,301.3117
4.5,0000 1 Jan 2011,300.1313,299.4537,299.7291,301.5632
5.5,0000 1 Jan 2011,300.1162,298.5027,299.3473,301.6224
6.5,0000 1 Jan 2011,299.9817,297.6538,298.9824,301.5964
7.5,0000 1 Jan 2011,299.8452,297.1152,298.7498,301.5906
8.5,0000 1 Jan 2011,299.7978,296.9405,298.7013,301.6447
9.5,0000 1 Jan 2011,299.8382,297.1479,298.7921,301.718
10.5,0000 1 Jan 2011,299.8879,297.6108,298.9149,301.7451
1.5,0000 1 Feb 2011,299.6132,300.466,299.7026,301.026
2.5,0000 1 Feb 2011,300.1484,300.5118,300.1307,301.5603
3.5,0000 1 Feb 2011,300.4218,299.825,300.0967,301.8217
4.5,0000 1 Feb 2011,300.3571,298.8159,299.6805,301.8246
5.5,0000 1 Feb 2011,300.1086,297.9014,299.1797,301.6992
6.5,0000 1 Feb 2011,299.8692,297.3489,298.8137,301.5998
7.5,0000 1 Feb 2011,299.7717,297.1632,298.6674,301.6118
8.5,0000 1 Feb 2011,299.7953,297.327,298.6927,301.6758
9.5,0000 1 Feb 2011,299.8135,297.7575,298.7955,301.6896
10.5,0000 1 Feb 2011,299.8044,298.463,298.978,301.5977
1.5,0000 1 Mar 2011,300.1948,300.6219,300.1894,301.5507
2.5,0000 1 Mar 2011,300.536,299.9973,300.2092,301.9357
3.5,0000 1 Mar 2011,300.5107,299.0069,299.8549,301.9644
4.5,0000 1 Mar 2011,300.2396,298.1136,299.3657,301.8111
5.5,0000 1 Mar 2011,299.9673,297.5355,298.9712,301.6698
6.5,0000 1 Mar 2011,299.8239,297.3309,298.7651,301.6537
7.5,0000 1 Mar 2011,299.82,297.4487,298.7552,301.6985
8.5,0000 1 Mar 2011,299.8069,297.8306,298.8181,301.7069
9.5,0000 1 Mar 2011,299.8154,298.5089,299.0297,301.6225
10.5,0000 1 Mar 2011,299.9315,299.4258,299.4042,301.5226
1.5,0000 1 Apr 2011,300.6245,299.5697,300.3227,301.7703
2.5,0000 1 Apr 2011,300.5514,298.8402,299.8717,301.8757
3.5,0000 1 Apr 2011,300.2405,298.0027,299.3086,301.7751
4.5,0000 1 Apr 2011,299.9326,297.464,298.8672,301.6489
5.5,0000 1 Apr 2011,299.7559,297.2527,298.6355,301.6047
6.5,0000 1 Apr 2011,299.701,297.37,298.5859,301.6142
7.5,0000 1 Apr 2011,299.6568,297.7615,298.6421,301.5871
8.5,0000 1 Apr 2011,299.6335,298.4594,298.8384,301.4712
9.5,0000 1 Apr 2011,299.7822,299.3966,299.262,301.3862
10.5,0000 1 Apr 2011,300.1497,300.3598,299.8384,301.482
1.5,0000 1 May 2011,300.5565,298.7002,300.0121,301.6724
2.5,0000 1 May 2011,300.2704,298.0854,299.4339,301.6751
3.5,0000 1 May 2011,299.9521,297.5728,298.962,301.5997
4.5,0000 1 May 2011,299.7306,297.3685,298.6953,301.5406
5.5,0000 1 May 2011,299.6354,297.4767,298.6168,301.5061
6.5,0000 1 May 2011,299.5714,297.8336,298.6416,301.4543
7.5,0000 1 May 2011,299.5758,298.4854,298.8508,301.3443
8.5,0000 1 May 2011,299.7556,299.3725,299.2884,301.2763
9.5,0000 1 May 2011,300.1667,300.3221,299.9076,301.3886
10.5,0000 1 May 2011,300.7858,300.8838,300.6099,301.7561
1.5,0000 1 Jun 2011,300.3425,297.7084,299.4986,301.6661
2.5,0000 1 Jun 2011,299.9858,297.5131,299.0759,301.5644
3.5,0000 1 Jun 2011,299.7779,297.4266,298.8578,301.4982
4.5,0000 1 Jun 2011,299.7322,297.5491,298.8169,301.4816
5.5,0000 1 Jun 2011,299.6917,297.9353,298.8446,301.4287
6.5,0000 1 Jun 2011,299.6869,298.6036,298.9924,301.3281
7.5,0000 1 Jun 2011,299.8303,299.4993,299.3486,301.2581
8.5,0000 1 Jun 2011,300.2127,300.3828,299.905,301.3956
9.5,0000 1 Jun 2011,300.8039,300.9113,300.6091,301.735
10.5,0000 1 Jun 2011,301.3775,300.7756,301.1086,302.1695
1.5,0000 1 Jul 2011,299.9733,297.0292,299.0364,301.5421
2.5,0000 1 Jul 2011,299.7188,297.1629,298.8005,301.4477
3.5,0000 1 Jul 2011,299.6566,297.3926,298.7426,301.4132
4.5,0000 1 Jul 2011,299.6438,297.8038,298.7806,301.3419
5.5,0000 1 Jul 2011,299.6521,298.5038,298.9592,301.22
6.5,0000 1 Jul 2011,299.7942,299.4153,299.3146,301.1718
7.5,0000 1 Jul 2011,300.1664,300.3071,299.8428,301.3408
8.5,0000 1 Jul 2011,300.7217,300.8075,300.481,301.7097
9.5,0000 1 Jul 2011,301.2517,300.621,300.9268,302.1245
10.5,0000 1 Jul 2011,301.511,299.862,300.929,302.403
1.5,0000 1 Aug 2011,299.5336,296.3397,298.4807,301.3732
2.5,0000 1 Aug 2011,299.4392,296.8107,298.4663,301.2971
3.5,0000 1 Aug 2011,299.3822,297.3421,298.5029,301.2016
4.5,0000 1 Aug 2011,299.3593,298.0994,298.6682,301.0653
5.5,0000 1 Aug 2011,299.5088,299.06,299.0632,301.0157
6.5,0000 1 Aug 2011,299.8806,300.0448,299.6368,301.1608
7.5,0000 1 Aug 2011,300.4688,300.6606,300.3487,301.5568
8.5,0000 1 Aug 2011,301.0179,300.5257,300.7627,302.0331
9.5,0000 1 Aug 2011,301.3246,299.7701,300.7668,302.3643
10.5,0000 1 Aug 2011,301.2473,298.7447,300.2935,302.437
1.5,0000 1 Sep 2011,298.9023,295.7133,297.8127,300.9772
2.5,0000 1 Sep 2011,298.7653,296.5839,297.8658,300.7513
3.5,0000 1 Sep 2011,298.7486,297.5378,298.0641,300.6033
4.5,0000 1 Sep 2011,298.9305,298.6731,298.5307,300.5736
5.5,0000 1 Sep 2011,299.388,299.8139,299.2629,300.7797
6.5,0000 1 Sep 2011,300.0266,300.5214,300.0223,301.1851
7.5,0000 1 Sep 2011,300.609,300.4403,300.4633,301.6608
8.5,0000 1 Sep 2011,300.9115,299.6757,300.3929,302.0013
9.5,0000 1 Sep 2011,300.86,298.6295,299.9325,302.1372
10.5,0000 1 Sep 2011,300.5858,297.765,299.3992,302.106
1.5,0000 1 Oct 2011,298.7135,295.8732,297.617,300.7863
2.5,0000 1 Oct 2011,298.6107,297.0482,297.7667,300.6383
3.5,0000 1 Oct 2011,298.7296,298.2802,298.2007,300.586
4.5,0000 1 Oct 2011,299.1428,299.4783,298.92,300.7286
5.5,0000 1 Oct 2011,299.7566,300.1921,299.6811,301.0859
6.5,0000 1 Oct 2011,300.318,300.1385,300.1293,301.5202
7.5,0000 1 Oct 2011,300.6241,299.4082,300.1083,301.8462
8.5,0000 1 Oct 2011,300.618,298.4356,299.7134,301.9863
9.5,0000 1 Oct 2011,300.4277,297.6098,299.2584,301.9862
10.5,0000 1 Oct 2011,300.2008,297.1565,298.9664,301.9586
1.5,0000 1 Nov 2011,298.6893,296.832,297.6957,300.9821
2.5,0000 1 Nov 2011,298.8049,298.1793,298.2033,300.916
3.5,0000 1 Nov 2011,299.1916,299.3867,298.9081,301.0158
4.5,0000 1 Nov 2011,299.7501,300.1302,299.6606,301.2721
5.5,0000 1 Nov 2011,300.3061,300.0868,300.1131,301.6222
6.5,0000 1 Nov 2011,300.6069,299.3981,300.0806,301.8867
7.5,0000 1 Nov 2011,300.6069,298.4422,299.6819,302.0056
8.5,0000 1 Nov 2011,300.4017,297.6485,299.2101,302.0051
9.5,0000 1 Nov 2011,300.1899,297.1944,298.9081,302.0005
10.5,0000 1 Nov 2011,300.0549,297.1111,298.8104,302.0415
1.5,0000 1 Dec 2011,298.8911,297.916,298.2246,300.8779
2.5,0000 1 Dec 2011,299.2042,299.2578,298.869,301.0394
3.5,0000 1 Dec 2011,299.7531,299.9601,299.5757,301.3582
4.5,0000 1 Dec 2011,300.2711,299.9161,299.9908,301.6796
5.5,0000 1 Dec 2011,300.5205,299.2634,299.9395,301.876
6.5,0000 1 Dec 2011,300.4294,298.3269,299.4665,301.9142
7.5,0000 1 Dec 2011,300.1906,297.4995,298.9842,301.869
8.5,0000 1 Dec 2011,299.9707,297.0041,298.6662,301.854
9.5,0000 1 Dec 2011,299.8686,296.9352,298.6097,301.8889
10.5,0000 1 Dec 2011,299.8816,297.2334,298.7231,301.9478
1.5,0000 1 Jan 2012,299.545,299.4076,299.2135,300.9372
2.5,0000 1 Jan 2012,300.1709,300.2925,299.9689,301.4711
3.5,0000 1 Jan 2012,300.7836,300.313,300.4329,302.0311
4.5,0000 1 Jan 2012,301.0966,299.7128,300.4574,302.3424
5.5,0000 1 Jan 2012,301.0186,298.8069,300.0424,302.3578
6.5,0000 1 Jan 2012,300.6941,297.9692,299.507,302.2228
7.5,0000 1 Jan 2012,300.3779,297.4384,299.1074,302.1273
8.5,0000 1 Jan 2012,300.1982,297.2817,298.9335,302.142
9.5,0000 1 Jan 2012,300.1627,297.4886,298.9689,302.1773
10.5,0000 1 Jan 2012,300.1418,297.9511,299.0794,302.137
1.5,0000 1 Feb 2012,300.1168,300.3687,300.0757,301.2238
2.5,0000 1 Feb 2012,300.7694,300.4424,300.5319,301.8568
3.5,0000 1 Feb 2012,301.0959,299.8116,300.5463,302.2272
4.5,0000 1 Feb 2012,301.0476,298.898,300.1386,302.312
5.5,0000 1 Feb 2012,300.7655,298.0835,299.627,302.2348
6.5,0000 1 Feb 2012,300.4763,297.5674,299.2675,302.1528
7.5,0000 1 Feb 2012,300.3148,297.414,299.1134,302.1768
8.5,0000 1 Feb 2012,300.2946,297.5955,299.1292,302.2408
9.5,0000 1 Feb 2012,300.295,298.0278,299.2216,302.2299
10.5,0000 1 Feb 2012,300.2662,298.7438,299.4191,302.0594
1.5,0000 1 Mar 2012,300.712,300.5967,300.7082,301.7422
2.5,0000 1 Mar 2012,301.0875,299.8896,300.7297,302.1369
3.5,0000 1 Mar 2012,301.1021,298.8874,300.3173,302.2511
4.5,0000 1 Mar 2012,300.8105,298.0315,299.743,302.1887
5.5,0000 1 Mar 2012,300.5148,297.5093,299.3115,302.1256
6.5,0000 1 Mar 2012,300.3456,297.3374,299.1038,302.1597
7.5,0000 1 Mar 2012,300.3103,297.4851,299.0849,302.2235
8.5,0000 1 Mar 2012,300.2858,297.9162,299.1681,302.1982
9.5,0000 1 Mar 2012,300.2538,298.612,299.3662,302.0256
10.5,0000 1 Mar 2012,300.3183,299.545,299.7452,301.8429
1.5,0000 1 Apr 2012,301.0971,299.9852,300.9375,301.8566
2.5,0000 1 Apr 2012,301.0624,299.0255,300.3977,302.0087
3.5,0000 1 Apr 2012,300.8073,298.0572,299.721,302.0384
4.5,0000 1 Apr 2012,300.499,297.4846,299.2074,302.069
5.5,0000 1 Apr 2012,300.2717,297.305,298.9452,302.1322
6.5,0000 1 Apr 2012,300.1692,297.4685,298.9224,302.1634
7.5,0000 1 Apr 2012,300.0875,297.874,299.0026,302.0872
8.5,0000 1 Apr 2012,300.0321,298.5828,299.2109,301.8792
9.5,0000 1 Apr 2012,300.1076,299.5198,299.5834,301.6796
10.5,0000 1 Apr 2012,300.4506,300.4229,300.1189,301.6985
1.5,0000 1 May 2012,301.0159,298.8677,300.2664,302.0509
2.5,0000 1 May 2012,300.9052,298.0786,299.8027,302.2221
3.5,0000 1 May 2012,300.7392,297.6053,299.4748,302.3397
4.5,0000 1 May 2012,300.6841,297.5239,299.3919,302.4942
5.5,0000 1 May 2012,300.7248,297.7971,299.4965,302.6009
6.5,0000 1 May 2012,300.7454,298.2656,299.6195,302.5681
7.5,0000 1 May 2012,300.7019,298.952,299.8053,302.3474
8.5,0000 1 May 2012,300.7272,299.8017,300.1255,302.1001
9.5,0000 1 May 2012,300.9644,300.6523,300.5961,302.0421
