L,MON,LDC_SST_GEM52_NEMO,LDC_SST_GEM52_NEMO_ONETWO,LDC_SST_GEM52_NEMO_THREE,LDC_SST_GEM52_NEMO_FOUR
7.5,0000 1 Nov 2001,298.6801,296.164,299.7072,300.0243
8.5,0000 1 Nov 2001,298.1817,295.4099,299.2917,299.6941
9.5,0000 1 Nov 2001,297.6775,294.9177,299.0628,299.3705
10.5,0000 1 Nov 2001,297.3477,294.7439,299.069,299.1269
1.5,0000 1 Dec 2001,298.971,297.3762,298.4926,301.2883
2.5,0000 1 Dec 2001,298.88,298.5558,299.1053,300.8415
3.5,0000 1 Dec 2001,298.9112,298.9244,299.7862,300.466
4.5,0000 1 Dec 2001,298.9425,298.2865,300.1056,300.2835
5.5,0000 1 Dec 2001,298.8519,297.1127,299.9888,300.1864
6.5,0000 1 Dec 2001,298.5258,295.9727,299.5159,300.0014
7.5,0000 1 Dec 2001,298.0253,295.1551,299.0879,299.6753
8.5,0000 1 Dec 2001,297.5285,294.7159,298.8249,299.3185
9.5,0000 1 Dec 2001,297.2036,294.6018,298.8177,299.0329
10.5,0000 1 Dec 2001,297.0557,294.9481,298.976,298.8412
1.5,0000 1 Jan 2002,299.0204,298.2223,299.269,301.0104
2.5,0000 1 Jan 2002,298.9873,298.5872,299.8327,300.6598
3.5,0000 1 Jan 2002,299.065,298.0123,300.056,300.5095
4.5,0000 1 Jan 2002,298.9696,296.8932,299.9201,300.3611
5.5,0000 1 Jan 2002,298.5757,295.837,299.5291,300.0766
6.5,0000 1 Jan 2002,297.9928,295.0101,299.1333,299.6845
7.5,0000 1 Jan 2002,297.4303,294.5351,298.899,299.2981
8.5,0000 1 Jan 2002,297.0916,294.4462,298.8831,298.9814
9.5,0000 1 Jan 2002,296.9429,294.8095,299.0305,298.7695
10.5,0000 1 Jan 2002,296.8934,295.392,299.2224,298.6499
1.5,0000 1 Feb 2002,299.9248,299.2641,300.2616,301.6013
2.5,0000 1 Feb 2002,299.9553,298.937,300.577,301.4858
3.5,0000 1 Feb 2002,299.8672,297.9601,300.3827,301.2809
4.5,0000 1 Feb 2002,299.398,296.8889,299.8294,300.8877
5.5,0000 1 Feb 2002,298.7087,296.0733,299.2144,300.4053
6.5,0000 1 Feb 2002,298.0774,295.4797,298.7903,299.9602
7.5,0000 1 Feb 2002,297.708,295.2825,298.6585,299.6207
8.5,0000 1 Feb 2002,297.5369,295.4036,298.739,299.3767
9.5,0000 1 Feb 2002,297.4266,295.8658,298.8668,299.1823
10.5,0000 1 Feb 2002,297.3561,296.49,299.0522,298.9918
1.5,0000 1 Mar 2002,300.0828,299.2185,300.756,301.5951
2.5,0000 1 Mar 2002,299.7428,298.007,300.6459,301.3592
3.5,0000 1 Mar 2002,299.1385,296.6568,300.0685,300.9275
4.5,0000 1 Mar 2002,298.3662,295.6828,299.3394,300.3768
5.5,0000 1 Mar 2002,297.7065,295.0855,298.8286,299.8424
6.5,0000 1 Mar 2002,297.3209,294.9028,298.6216,299.437
7.5,0000 1 Mar 2002,297.1892,295.1817,298.6606,299.1876
8.5,0000 1 Mar 2002,297.1176,295.7325,298.7779,299.0109
9.5,0000 1 Mar 2002,297.0871,296.4732,298.994,298.8567
10.5,0000 1 Mar 2002,297.164,297.3211,299.391,298.6745
1.5,0000 1 Apr 2002,300.2798,298.1264,300.6166,301.7924
2.5,0000 1 Apr 2002,299.6799,296.8648,300.0291,301.4247
3.5,0000 1 Apr 2002,298.8999,295.9312,299.2842,300.8887
4.5,0000 1 Apr 2002,298.215,295.3709,298.7675,300.3463
5.5,0000 1 Apr 2002,297.7994,295.1692,298.5623,299.9367
6.5,0000 1 Apr 2002,297.6117,295.3605,298.6201,299.6807
7.5,0000 1 Apr 2002,297.477,295.879,298.7589,299.488
8.5,0000 1 Apr 2002,297.3891,296.544,298.9556,299.3213
9.5,0000 1 Apr 2002,297.3857,297.3591,299.319,299.0999
10.5,0000 1 Apr 2002,297.5162,298.0896,299.8701,298.903
1.5,0000 1 May 2002,300.0027,296.7402,299.9774,301.8098
2.5,0000 1 May 2002,299.3573,295.7772,299.3826,301.4221
3.5,0000 1 May 2002,298.7821,295.345,298.9657,300.974
4.5,0000 1 May 2002,298.4128,295.3961,298.8209,300.6099
5.5,0000 1 May 2002,298.251,295.8236,298.9009,300.3412
6.5,0000 1 May 2002,298.1716,296.4116,299.0634,300.1519
7.5,0000 1 May 2002,298.0916,297.0883,299.285,299.9564
8.5,0000 1 May 2002,298.0923,297.8355,299.6458,299.7395
9.5,0000 1 May 2002,298.1717,298.5533,300.1559,299.5564
10.5,0000 1 May 2002,298.3239,298.8318,300.7368,299.4712
1.5,0000 1 Jun 2002,299.8644,295.8214,299.5551,301.8547
2.5,0000 1 Jun 2002,299.1824,295.5371,299.0719,301.4216
3.5,0000 1 Jun 2002,298.8821,295.6082,298.8984,301.1143
4.5,0000 1 Jun 2002,298.7729,296.0306,298.9758,300.9042
5.5,0000 1 Jun 2002,298.7021,296.6735,299.164,300.7439
6.5,0000 1 Jun 2002,298.653,297.3828,299.4175,300.5831
7.5,0000 1 Jun 2002,298.6368,298.1012,299.8155,300.3555
8.5,0000 1 Jun 2002,298.6959,298.7062,300.3446,300.1323
9.5,0000 1 Jun 2002,298.8154,298.9457,300.9643,300.0156
10.5,0000 1 Jun 2002,298.8667,298.283,301.2449,300.0086
1.5,0000 1 Jul 2002,300.1948,295.5175,299.0287,302.1769
2.5,0000 1 Jul 2002,299.8646,295.9972,298.8314,301.9899
3.5,0000 1 Jul 2002,299.7666,296.5885,298.8858,301.8719
4.5,0000 1 Jul 2002,299.7611,297.3071,299.0152,301.7502
5.5,0000 1 Jul 2002,299.7178,298.0529,299.226,301.5529
6.5,0000 1 Jul 2002,299.6326,298.7419,299.6178,301.275
7.5,0000 1 Jul 2002,299.5673,299.3333,300.1948,300.9853
8.5,0000 1 Jul 2002,299.5775,299.4972,300.7937,300.7677
9.5,0000 1 Jul 2002,299.4853,298.8063,301.0389,300.6217
10.5,0000 1 Jul 2002,299.1996,297.5071,300.8355,300.4661
1.5,0000 1 Aug 2002,299.8655,295.4936,298.4915,302.1165
2.5,0000 1 Aug 2002,299.6899,296.4138,298.4599,301.9225
3.5,0000 1 Aug 2002,299.6725,297.2702,298.5647,301.7524
4.5,0000 1 Aug 2002,299.6255,298.0439,298.7983,301.5515
5.5,0000 1 Aug 2002,299.5593,298.7523,299.2545,301.2885
6.5,0000 1 Aug 2002,299.5131,299.2991,299.9444,301.0129
7.5,0000 1 Aug 2002,299.5095,299.4986,300.6458,300.7798
8.5,0000 1 Aug 2002,299.3987,298.8519,300.955,300.6074
9.5,0000 1 Aug 2002,299.0335,297.5634,300.7633,300.4037
10.5,0000 1 Aug 2002,298.3866,296.1216,300.1905,300.0808
1.5,0000 1 Sep 2002,300.3199,295.9734,298.6388,302.3434
2.5,0000 1 Sep 2002,300.1034,297.1962,298.6801,302.0898
3.5,0000 1 Sep 2002,299.9437,298.0939,298.8507,301.7899
4.5,0000 1 Sep 2002,299.778,298.8015,299.2354,301.4586
5.5,0000 1 Sep 2002,299.6756,299.3599,299.8174,301.1102
6.5,0000 1 Sep 2002,299.637,299.5052,300.4785,300.851
7.5,0000 1 Sep 2002,299.4893,298.7971,300.8115,300.6786
8.5,0000 1 Sep 2002,299.115,297.4642,300.6643,300.5285
9.5,0000 1 Sep 2002,298.4234,296.0132,300.1106,300.2213
10.5,0000 1 Sep 2002,297.5888,295.0369,299.5048,299.7157
1.5,0000 1 Oct 2002,300.5279,296.7111,298.9507,302.3696
2.5,0000 1 Oct 2002,300.217,297.911,299.0549,302.0071
3.5,0000 1 Oct 2002,299.9204,298.7643,299.2805,301.5486
4.5,0000 1 Oct 2002,299.6834,299.3412,299.7302,301.1015
5.5,0000 1 Oct 2002,299.4995,299.413,300.246,300.7582
6.5,0000 1 Oct 2002,299.2079,298.582,300.448,300.5284
7.5,0000 1 Oct 2002,298.7448,297.1943,300.222,300.3029
8.5,0000 1 Oct 2002,298.0811,295.808,299.6964,299.9594
9.5,0000 1 Oct 2002,297.3917,294.9067,299.2048,299.4964
10.5,0000 1 Oct 2002,296.8515,294.426,298.8811,299.0219
1.5,0000 1 Nov 2002,300.5484,297.59,299.568,302.1966
2.5,0000 1 Nov 2002,300.1523,298.6879,299.6927,301.7015
3.5,0000 1 Nov 2002,299.8402,299.3638,299.9429,301.2224
4.5,0000 1 Nov 2002,299.5693,299.4498,300.2818,300.8334
5.5,0000 1 Nov 2002,299.2384,298.5655,300.3602,300.5692
6.5,0000 1 Nov 2002,298.7439,297.1088,300.0613,300.333
7.5,0000 1 Nov 2002,298.0422,295.6566,299.4665,299.9741
8.5,0000 1 Nov 2002,297.3232,294.7708,298.9196,299.4843
9.5,0000 1 Nov 2002,296.8042,294.3872,298.5781,299.003
10.5,0000 1 Nov 2002,296.5553,294.3734,298.4898,298.6265
1.5,0000 1 Dec 2002,300.3117,298.1697,299.9626,301.8698
2.5,0000 1 Dec 2002,299.832,298.9982,300.2542,301.2928
3.5,0000 1 Dec 2002,299.5373,299.0479,300.541,300.8379
4.5,0000 1 Dec 2002,299.2519,298.2368,300.465,300.5393
5.5,0000 1 Dec 2002,298.7613,296.8942,299.9794,300.2879
6.5,0000 1 Dec 2002,298.062,295.6197,299.2287,299.9305
7.5,0000 1 Dec 2002,297.3528,294.8012,298.5744,299.4753
8.5,0000 1 Dec 2002,296.8382,294.3792,298.1737,299.0303
9.5,0000 1 Dec 2002,296.5993,294.3476,298.0656,298.6612
10.5,0000 1 Dec 2002,296.512,294.6788,298.1459,298.4022
1.5,0000 1 Jan 2003,299.8206,298.7102,300.2943,301.419
2.5,0000 1 Jan 2003,299.4107,298.834,300.5057,300.9016
3.5,0000 1 Jan 2003,299.09,298.0585,300.3553,300.5297
4.5,0000 1 Jan 2003,298.6461,296.8407,299.8396,300.2546
5.5,0000 1 Jan 2003,297.9741,295.6296,299.0752,299.8933
6.5,0000 1 Jan 2003,297.2842,294.7739,298.4155,299.4221
7.5,0000 1 Jan 2003,296.774,294.2803,298.0326,298.9531
8.5,0000 1 Jan 2003,296.5338,294.2435,297.9264,298.5869
9.5,0000 1 Jan 2003,296.4636,294.6767,297.9793,298.3538
10.5,0000 1 Jan 2003,296.4507,295.3335,298.0717,298.2269
1.5,0000 1 Feb 2003,299.7921,298.6488,300.3762,301.3012
2.5,0000 1 Feb 2003,299.1905,297.909,300.2902,300.7665
3.5,0000 1 Feb 2003,298.519,296.7667,299.7639,300.2898
4.5,0000 1 Feb 2003,297.765,295.6779,299.0252,299.8314
5.5,0000 1 Feb 2003,297.108,294.8413,298.4285,299.3384
6.5,0000 1 Feb 2003,296.6763,294.4054,298.0703,298.8629
7.5,0000 1 Feb 2003,296.4736,294.3286,297.9641,298.5208
8.5,0000 1 Feb 2003,296.384,294.7359,298.0035,298.2815
9.5,0000 1 Feb 2003,296.3431,295.3529,298.1044,298.1446
10.5,0000 1 Feb 2003,296.3982,296.2684,298.3043,298.0295
1.5,0000 1 Mar 2003,299.7009,297.8493,300.5959,301.2107
2.5,0000 1 Mar 2003,298.9478,296.6987,300.1054,300.6485
3.5,0000 1 Mar 2003,298.073,295.5997,299.3083,300.0528
4.5,0000 1 Mar 2003,297.2934,294.7769,298.6326,299.5143
5.5,0000 1 Mar 2003,296.7733,294.3148,298.2367,299.0341
6.5,0000 1 Mar 2003,296.5261,294.3145,298.1022,298.6772
7.5,0000 1 Mar 2003,296.4122,294.728,298.1143,298.4113
8.5,0000 1 Mar 2003,296.3495,295.3572,298.1638,298.2292
9.5,0000 1 Mar 2003,296.384,296.1975,298.3347,298.0958
10.5,0000 1 Mar 2003,296.5979,297.1999,298.7189,298.0103
1.5,0000 1 Apr 2003,299.4619,296.5058,300.0201,301.3897
2.5,0000 1 Apr 2003,298.6115,295.4865,299.2989,300.7636
3.5,0000 1 Apr 2003,297.7868,294.765,298.651,300.0989
4.5,0000 1 Apr 2003,297.1508,294.4111,298.2458,299.5308
5.5,0000 1 Apr 2003,296.8369,294.4104,298.1332,299.1244
6.5,0000 1 Apr 2003,296.741,294.7947,298.1914,298.847
7.5,0000 1 Apr 2003,296.6873,295.4124,298.3126,298.6522
8.5,0000 1 Apr 2003,296.685,296.2469,298.5444,298.5053
9.5,0000 1 Apr 2003,296.8184,297.2454,298.9823,298.3826
10.5,0000 1 Apr 2003,297.0925,298.1681,299.6544,298.3075
1.5,0000 1 May 2003,298.6465,295.5709,299.0231,300.9852
2.5,0000 1 May 2003,297.8298,294.8561,298.3889,300.3365
3.5,0000 1 May 2003,297.3344,294.5225,298.0312,299.7699
4.5,0000 1 May 2003,297.0926,294.5362,297.9703,299.3716
5.5,0000 1 May 2003,297.0106,294.9941,298.0693,299.0926
6.5,0000 1 May 2003,296.9489,295.6611,298.1815,298.8756
7.5,0000 1 May 2003,296.9173,296.5339,298.3657,298.6716
8.5,0000 1 May 2003,297.0373,297.5097,298.7908,298.503
9.5,0000 1 May 2003,297.3043,298.3891,299.4145,298.4334
10.5,0000 1 May 2003,297.5938,298.7877,300.1292,298.4757
1.5,0000 1 Jun 2003,298.6446,295.0197,298.4345,301.039
2.5,0000 1 Jun 2003,297.843,294.914,298.0217,300.3609
3.5,0000 1 Jun 2003,297.5229,295.1056,297.821,299.9135
4.5,0000 1 Jun 2003,297.474,295.5498,297.8568,299.6559
5.5,0000 1 Jun 2003,297.4951,296.1544,297.9709,299.5179
6.5,0000 1 Jun 2003,297.512,296.9227,298.2086,299.4008
7.5,0000 1 Jun 2003,297.6165,297.8394,298.6668,299.2604
8.5,0000 1 Jun 2003,297.8419,298.6761,299.3145,299.1371
9.5,0000 1 Jun 2003,298.0753,299.0025,300.0257,299.0903
10.5,0000 1 Jun 2003,298.198,298.3714,300.3751,299.1505
1.5,0000 1 Jul 2003,298.6157,295.0386,298.5932,301.0172
2.5,0000 1 Jul 2003,298.0274,295.4355,298.3087,300.4286
3.5,0000 1 Jul 2003,297.8887,295.9331,298.2262,300.0717
4.5,0000 1 Jul 2003,297.8322,296.4599,298.2613,299.863
5.5,0000 1 Jul 2003,297.7735,297.1111,298.4473,299.6748
6.5,0000 1 Jul 2003,297.7945,297.9028,298.8701,299.5007
7.5,0000 1 Jul 2003,297.9264,298.6383,299.5086,299.3502
8.5,0000 1 Jul 2003,298.1147,298.9078,300.1863,299.2892
9.5,0000 1 Jul 2003,298.1999,298.2084,300.5457,299.2864
10.5,0000 1 Jul 2003,298.1048,296.9019,300.4538,299.2588
1.5,0000 1 Aug 2003,298.5133,295.1696,298.329,300.8819
2.5,0000 1 Aug 2003,298.0895,295.9448,298.213,300.3379
3.5,0000 1 Aug 2003,297.9596,296.556,298.2237,300.0368
4.5,0000 1 Aug 2003,297.8748,297.1978,298.4062,299.8363
5.5,0000 1 Aug 2003,297.8839,297.9906,298.7985,299.6452
6.5,0000 1 Aug 2003,298.0075,298.7975,299.3643,299.4816
7.5,0000 1 Aug 2003,298.1566,299.1669,300.0117,299.384
8.5,0000 1 Aug 2003,298.236,298.4936,300.4213,299.3925
9.5,0000 1 Aug 2003,298.1671,297.1032,300.4337,299.3911
10.5,0000 1 Aug 2003,297.8623,295.6453,300.042,299.2538
1.5,0000 1 Sep 2003,298.7431,295.7062,298.218,301.0672
2.5,0000 1 Sep 2003,298.4089,296.7376,298.2183,300.6122
3.5,0000 1 Sep 2003,298.2855,297.4945,298.396,300.2916
4.5,0000 1 Sep 2003,298.2659,298.2016,298.8415,300.0199
5.5,0000 1 Sep 2003,298.3387,298.8198,299.5042,299.8053
6.5,0000 1 Sep 2003,298.4736,299.0439,300.2158,299.7096
7.5,0000 1 Sep 2003,298.4855,298.3404,300.595,299.7138
8.5,0000 1 Sep 2003,298.3279,297.0734,300.5293,299.7048
9.5,0000 1 Sep 2003,297.9134,295.7846,300.0756,299.5298
10.5,0000 1 Sep 2003,297.3387,294.925,299.5519,299.1755
1.5,0000 1 Oct 2003,298.9474,296.1873,298.2794,301.271
2.5,0000 1 Oct 2003,298.5157,297.2371,298.3751,300.7603
3.5,0000 1 Oct 2003,298.3178,298.0925,298.7743,300.2971
4.5,0000 1 Oct 2003,298.292,298.7802,299.4366,299.9116
5.5,0000 1 Oct 2003,298.3671,298.8351,300.1575,299.7086
6.5,0000 1 Oct 2003,298.3685,297.8661,300.4912,299.6675
7.5,0000 1 Oct 2003,298.255,296.4083,300.3781,299.6688
8.5,0000 1 Oct 2003,297.9421,295.1324,299.9209,299.5544
9.5,0000 1 Oct 2003,297.5168,294.4408,299.4655,299.3164
10.5,0000 1 Oct 2003,297.1147,294.1165,299.2054,299.0234
1.5,0000 1 Nov 2003,299.4492,297.02,298.7871,301.6448
2.5,0000 1 Nov 2003,299.1628,298.1492,299.064,301.1684
3.5,0000 1 Nov 2003,299.0208,298.8978,299.613,300.7089
4.5,0000 1 Nov 2003,298.941,299.0818,300.2926,300.3441
5.5,0000 1 Nov 2003,298.7689,298.1857,300.6731,300.1309
6.5,0000 1 Nov 2003,298.421,296.7684,300.5883,299.9827
7.5,0000 1 Nov 2003,297.9341,295.3738,300.1081,299.7717
8.5,0000 1 Nov 2003,297.3784,294.5834,299.6015,299.4344
9.5,0000 1 Nov 2003,296.9152,294.1812,299.2699,299.0331
10.5,0000 1 Nov 2003,296.6012,294.1479,299.1591,298.6727
1.5,0000 1 Dec 2003,299.0617,297.8835,299.409,301.1747
2.5,0000 1 Dec 2003,298.8263,298.7727,299.8763,300.668
3.5,0000 1 Dec 2003,298.8622,298.8774,300.3882,300.3823
4.5,0000 1 Dec 2003,298.848,298.0685,300.6475,300.234
5.5,0000 1 Dec 2003,298.6354,296.7608,300.5146,300.1163
6.5,0000 1 Dec 2003,298.1469,295.5634,300.0174,299.8721
7.5,0000 1 Dec 2003,297.5495,294.8036,299.4601,299.496
8.5,0000 1 Dec 2003,297.0443,294.4707,299.0811,299.1026
9.5,0000 1 Dec 2003,296.7511,294.4231,298.9669,298.77
10.5,0000 1 Dec 2003,296.6244,294.7874,299.0656,298.5192
1.5,0000 1 Jan 2004,299.2075,298.2862,299.7256,301.1385
2.5,0000 1 Jan 2004,299.1034,298.4543,300.2701,300.7238
3.5,0000 1 Jan 2004,299.0055,297.7401,300.5515,300.4543
4.5,0000 1 Jan 2004,298.7613,296.5941,300.4149,300.2713
5.5,0000 1 Jan 2004,298.2782,295.5113,299.901,299.9899
6.5,0000 1 Jan 2004,297.689,294.8254,299.322,299.6082
7.5,0000 1 Jan 2004,297.1866,294.382,298.9482,299.2254
8.5,0000 1 Jan 2004,296.9037,294.3476,298.8438,298.9246
9.5,0000 1 Jan 2004,296.8076,294.741,298.9695,298.7137
10.5,0000 1 Jan 2004,296.7592,295.4081,299.131,298.5649
1.5,0000 1 Feb 2004,299.3907,298.5432,300.5506,300.9875
2.5,0000 1 Feb 2004,299.2743,297.7212,300.7079,300.7546
3.5,0000 1 Feb 2004,298.9925,296.5895,300.3859,300.5795
4.5,0000 1 Feb 2004,298.4934,295.5626,299.8001,300.3025
5.5,0000 1 Feb 2004,297.9,294.9177,299.2206,299.9105
6.5,0000 1 Feb 2004,297.3853,294.5729,298.801,299.4939
7.5,0000 1 Feb 2004,297.0757,294.5925,298.6428,299.1545
8.5,0000 1 Feb 2004,296.944,294.9489,298.7335,298.9231
9.5,0000 1 Feb 2004,296.9009,295.5221,298.9201,298.8281
10.5,0000 1 Feb 2004,296.9337,296.2992,299.1623,298.7733
1.5,0000 1 Mar 2004,299.6569,297.7034,300.8489,301.2421
2.5,0000 1 Mar 2004,299.2682,296.602,300.653,301.0141
3.5,0000 1 Mar 2004,298.6027,295.7234,300.0822,300.6311
4.5,0000 1 Mar 2004,297.8501,295.0468,299.4784,300.1078
5.5,0000 1 Mar 2004,297.2474,294.6505,299.0585,299.5904
6.5,0000 1 Mar 2004,296.9485,294.608,298.9005,299.1808
7.5,0000 1 Mar 2004,296.8403,295.0182,298.9708,298.9144
8.5,0000 1 Mar 2004,296.7891,295.6128,299.1251,298.7483
9.5,0000 1 Mar 2004,296.8148,296.4512,299.3255,298.6391
10.5,0000 1 Mar 2004,296.9892,297.4498,299.6436,298.532
1.5,0000 1 Apr 2004,299.9903,296.7582,300.7236,301.5737
2.5,0000 1 Apr 2004,299.292,295.8127,300.1905,301.1839
3.5,0000 1 Apr 2004,298.4537,295.1948,299.5822,300.6412
4.5,0000 1 Apr 2004,297.8011,294.8958,299.1293,300.1292
5.5,0000 1 Apr 2004,297.5394,294.9657,298.933,299.7713
6.5,0000 1 Apr 2004,297.4897,295.3565,298.9745,299.5366
7.5,0000 1 Apr 2004,297.4505,295.938,299.1308,299.409
8.5,0000 1 Apr 2004,297.4204,296.7015,299.3654,299.2859
9.5,0000 1 Apr 2004,297.5034,297.6193,299.7118,299.1367
10.5,0000 1 Apr 2004,297.7145,298.4606,300.196,298.9949
1.5,0000 1 May 2004,299.5103,295.6293,299.8047,301.485
2.5,0000 1 May 2004,298.7062,295.0375,299.2042,301.0104
3.5,0000 1 May 2004,298.1153,294.8117,298.7707,300.5207
4.5,0000 1 May 2004,297.8443,294.968,298.6567,300.1465
5.5,0000 1 May 2004,297.809,295.491,298.7603,299.9272
6.5,0000 1 May 2004,297.826,296.2051,298.9359,299.7893
7.5,0000 1 May 2004,297.8155,297.0523,299.1903,299.6771
8.5,0000 1 May 2004,297.8417,297.9616,299.6079,299.5428
9.5,0000 1 May 2004,297.961,298.7272,300.2323,299.4023
10.5,0000 1 May 2004,298.1713,299.0472,300.8576,299.3124
1.5,0000 1 Jun 2004,299.1834,294.9182,299.0761,301.5118
2.5,0000 1 Jun 2004,298.4911,294.9504,298.6212,301.0417
3.5,0000 1 Jun 2004,298.2572,295.2775,298.4948,300.6854
4.5,0000 1 Jun 2004,298.2548,295.8337,298.6194,300.5052
5.5,0000 1 Jun 2004,298.3034,296.5303,298.8086,300.4
6.5,0000 1 Jun 2004,298.3049,297.3617,299.0436,300.2547
7.5,0000 1 Jun 2004,298.2926,298.1799,299.4506,300.0262
8.5,0000 1 Jun 2004,298.3766,298.8687,300.0312,299.8173
9.5,0000 1 Jun 2004,298.5183,299.1124,300.7052,299.7035
10.5,0000 1 Jun 2004,298.6014,298.4582,301.029,299.7052
1.5,0000 1 Jul 2004,299.5216,294.9606,298.6113,301.8715
2.5,0000 1 Jul 2004,299.0403,295.4167,298.541,301.5076
3.5,0000 1 Jul 2004,298.8802,296.0043,298.6372,301.2547
4.5,0000 1 Jul 2004,298.8296,296.7242,298.7736,301.0606
5.5,0000 1 Jul 2004,298.7883,297.5015,298.9603,300.8901
6.5,0000 1 Jul 2004,298.7686,298.3291,299.3687,300.6596
7.5,0000 1 Jul 2004,298.8413,299.0033,299.9742,300.4229
8.5,0000 1 Jul 2004,298.9933,299.3255,300.6332,300.2298
9.5,0000 1 Jul 2004,299.0527,298.7178,300.9421,300.1312
10.5,0000 1 Jul 2004,298.9065,297.4054,300.8107,300.0521
1.5,0000 1 Aug 2004,299.2849,295.0736,298.1981,301.7285
2.5,0000 1 Aug 2004,298.9453,295.9809,298.1861,301.3695
3.5,0000 1 Aug 2004,298.8354,296.7595,298.2747,301.1111
4.5,0000 1 Aug 2004,298.7951,297.5053,298.47,300.9232
5.5,0000 1 Aug 2004,298.7697,298.3087,298.8669,300.6903
6.5,0000 1 Aug 2004,298.8125,299.0457,299.5161,300.4345
7.5,0000 1 Aug 2004,298.9009,299.3805,300.2379,300.2475
8.5,0000 1 Aug 2004,298.9826,298.7581,300.5743,300.1791
9.5,0000 1 Aug 2004,298.8794,297.4915,300.414,300.1261
10.5,0000 1 Aug 2004,298.5132,296.058,299.8766,299.9564
1.5,0000 1 Sep 2004,299.5721,295.7318,298.4622,301.8524
2.5,0000 1 Sep 2004,299.2126,296.8783,298.5391,301.468
3.5,0000 1 Sep 2004,299.0351,297.6696,298.7043,301.1261
4.5,0000 1 Sep 2004,298.8987,298.3501,299.0829,300.7631
5.5,0000 1 Sep 2004,298.8611,298.9358,299.7054,300.4368
6.5,0000 1 Sep 2004,298.8802,299.0899,300.371,300.2195
7.5,0000 1 Sep 2004,298.8216,298.3195,300.6821,300.0897
8.5,0000 1 Sep 2004,298.5617,296.9494,300.5118,299.9454
9.5,0000 1 Sep 2004,298.0379,295.6019,299.9725,299.6834
10.5,0000 1 Sep 2004,297.3936,294.7175,299.4349,299.321
1.5,0000 1 Oct 2004,299.5526,296.3539,298.527,301.8488
2.5,0000 1 Oct 2004,299.215,297.4694,298.6372,301.372
3.5,0000 1 Oct 2004,298.999,298.2898,299.0199,300.8605
4.5,0000 1 Oct 2004,298.8765,298.9066,299.6295,300.3958
5.5,0000 1 Oct 2004,298.8219,298.9973,300.2652,300.1197
6.5,0000 1 Oct 2004,298.7188,298.1655,300.4847,300.0278
7.5,0000 1 Oct 2004,298.4828,296.749,300.2762,299.9661
8.5,0000 1 Oct 2004,298.0321,295.4042,299.7545,299.7595
9.5,0000 1 Oct 2004,297.4258,294.6276,299.2886,299.3953
10.5,0000 1 Oct 2004,296.8961,294.2648,299.0162,298.9785
1.5,0000 1 Nov 2004,299.4885,297.2095,298.8688,301.7316
2.5,0000 1 Nov 2004,299.1431,298.2318,299.1718,301.196
3.5,0000 1 Nov 2004,298.9547,298.8695,299.7401,300.705
4.5,0000 1 Nov 2004,298.8848,298.9453,300.3754,300.3347
5.5,0000 1 Nov 2004,298.7441,298.0499,300.657,300.1217
6.5,0000 1 Nov 2004,298.457,296.6404,300.4496,299.9655
7.5,0000 1 Nov 2004,297.9074,295.2518,299.9091,299.6999
8.5,0000 1 Nov 2004,297.2663,294.4646,299.3947,299.2914
9.5,0000 1 Nov 2004,296.7179,294.0566,299.0558,298.854
10.5,0000 1 Nov 2004,296.4007,294.0946,298.9469,298.4569
1.5,0000 1 Dec 2004,299.6925,298.0298,299.2863,301.7175
2.5,0000 1 Dec 2004,299.4554,298.9402,299.692,301.2739
3.5,0000 1 Dec 2004,299.3395,299.1655,300.1591,300.8889
4.5,0000 1 Dec 2004,299.1858,298.4331,300.3308,300.6293
5.5,0000 1 Dec 2004,298.9137,297.0842,300.0766,300.4223
6.5,0000 1 Dec 2004,298.3672,295.6975,299.5302,300.1329
7.5,0000 1 Dec 2004,297.6674,294.8097,299.0515,299.6977
8.5,0000 1 Dec 2004,297.0612,294.3647,298.7784,299.245
9.5,0000 1 Dec 2004,296.7315,294.3142,298.7284,298.8816
10.5,0000 1 Dec 2004,296.6079,294.6599,298.8386,298.5962
1.5,0000 1 Jan 2005,299.3514,298.8277,299.8894,301.2658
2.5,0000 1 Jan 2005,299.2862,298.9998,300.4343,300.9173
3.5,0000 1 Jan 2005,299.3253,298.1779,300.6833,300.7787
4.5,0000 1 Jan 2005,299.1978,296.9044,300.4948,300.6618
5.5,0000 1 Jan 2005,298.7578,295.7829,299.9086,300.3978
6.5,0000 1 Jan 2005,298.1208,295.0443,299.2837,300.0108
7.5,0000 1 Jan 2005,297.5602,294.6731,298.8501,299.6033
8.5,0000 1 Jan 2005,297.2102,294.6257,298.6996,299.2799
9.5,0000 1 Jan 2005,297.0739,294.9829,298.7471,299.0432
10.5,0000 1 Jan 2005,296.9604,295.5181,298.8583,298.8723
1.5,0000 1 Feb 2005,299.783,298.4645,300.2751,301.3803
2.5,0000 1 Feb 2005,299.5665,297.8228,300.555,300.9889
3.5,0000 1 Feb 2005,299.2096,296.8192,300.3884,300.6773
4.5,0000 1 Feb 2005,298.6318,295.8088,299.8656,300.3323
5.5,0000 1 Feb 2005,297.9994,295.0387,299.3159,299.9244
6.5,0000 1 Feb 2005,297.4678,294.6227,298.9521,299.5033
7.5,0000 1 Feb 2005,297.145,294.5927,298.8221,299.1602
8.5,0000 1 Feb 2005,296.9567,295.0076,298.8839,298.9059
