M,L,MON,LDC_SST_COLA_CESM1
8,8.5,0000 1 Jul 2000,27.54661
9,8.5,0000 1 Jul 2000,26.33372
10,8.5,0000 1 Jul 2000,25.72984
1,9.5,0000 1 Jul 2000,26.87237
2,9.5,0000 1 Jul 2000,27.9851
3,9.5,0000 1 Jul 2000,26.93932
4,9.5,0000 1 Jul 2000,26.59329
5,9.5,0000 1 Jul 2000,27.20022
6,9.5,0000 1 Jul 2000,27.66464
7,9.5,0000 1 Jul 2000,27.82555
8,9.5,0000 1 Jul 2000,28.24105
9,9.5,0000 1 Jul 2000,27.0186
10,9.5,0000 1 Jul 2000,26.40765
1,10.5,0000 1 Jul 2000,27.51987
2,10.5,0000 1 Jul 2000,28.41909
3,10.5,0000 1 Jul 2000,27.66035
4,10.5,0000 1 Jul 2000,27.31694
5,10.5,0000 1 Jul 2000,27.88937
6,10.5,0000 1 Jul 2000,28.3626
7,10.5,0000 1 Jul 2000,28.41104
8,10.5,0000 1 Jul 2000,28.77491
9,10.5,0000 1 Jul 2000,27.55375
10,10.5,0000 1 Jul 2000,27.00608
1,1.5,0000 1 Aug 2000,25.3901
2,1.5,0000 1 Aug 2000,25.56386
3,1.5,0000 1 Aug 2000,25.85305
4,1.5,0000 1 Aug 2000,25.72553
5,1.5,0000 1 Aug 2000,25.73964
6,1.5,0000 1 Aug 2000,25.90869
7,1.5,0000 1 Aug 2000,25.75348
8,1.5,0000 1 Aug 2000,25.77221
9,1.5,0000 1 Aug 2000,25.42307
10,1.5,0000 1 Aug 2000,25.7011
1,2.5,0000 1 Aug 2000,24.7074
2,2.5,0000 1 Aug 2000,25.15458
3,2.5,0000 1 Aug 2000,25.47487
4,2.5,0000 1 Aug 2000,25.39781
5,2.5,0000 1 Aug 2000,25.38456
6,2.5,0000 1 Aug 2000,25.57769
7,2.5,0000 1 Aug 2000,25.23971
8,2.5,0000 1 Aug 2000,25.52951
9,2.5,0000 1 Aug 2000,24.93887
10,2.5,0000 1 Aug 2000,25.41977
1,3.5,0000 1 Aug 2000,24.39018
2,3.5,0000 1 Aug 2000,25.09785
3,3.5,0000 1 Aug 2000,25.38132
4,3.5,0000 1 Aug 2000,25.44283
5,3.5,0000 1 Aug 2000,25.35445
6,3.5,0000 1 Aug 2000,25.51389
7,3.5,0000 1 Aug 2000,24.92257
8,3.5,0000 1 Aug 2000,25.51781
9,3.5,0000 1 Aug 2000,24.77769
10,3.5,0000 1 Aug 2000,25.45889
1,4.5,0000 1 Aug 2000,24.49278
2,4.5,0000 1 Aug 2000,25.2548
3,4.5,0000 1 Aug 2000,25.50051
4,4.5,0000 1 Aug 2000,25.6691
5,4.5,0000 1 Aug 2000,25.51984
6,4.5,0000 1 Aug 2000,25.58878
7,4.5,0000 1 Aug 2000,24.83285
8,4.5,0000 1 Aug 2000,25.65235
9,4.5,0000 1 Aug 2000,24.88047
10,4.5,0000 1 Aug 2000,25.65752
1,5.5,0000 1 Aug 2000,24.7501
2,5.5,0000 1 Aug 2000,25.3544
3,5.5,0000 1 Aug 2000,25.68143
4,5.5,0000 1 Aug 2000,25.84801
5,5.5,0000 1 Aug 2000,25.7084
6,5.5,0000 1 Aug 2000,25.75187
7,5.5,0000 1 Aug 2000,24.80693
8,5.5,0000 1 Aug 2000,25.76804
9,5.5,0000 1 Aug 2000,25.04331
10,5.5,0000 1 Aug 2000,25.96862
1,6.5,0000 1 Aug 2000,25.21804
2,6.5,0000 1 Aug 2000,25.66171
3,6.5,0000 1 Aug 2000,25.92625
4,6.5,0000 1 Aug 2000,26.0744
5,6.5,0000 1 Aug 2000,25.98302
6,6.5,0000 1 Aug 2000,26.00408
7,6.5,0000 1 Aug 2000,25.00896
8,6.5,0000 1 Aug 2000,25.9878
9,6.5,0000 1 Aug 2000,25.43774
10,6.5,0000 1 Aug 2000,26.57553
1,7.5,0000 1 Aug 2000,25.87656
2,7.5,0000 1 Aug 2000,26.33496
3,7.5,0000 1 Aug 2000,26.34499
4,7.5,0000 1 Aug 2000,26.46597
5,7.5,0000 1 Aug 2000,26.50936
6,7.5,0000 1 Aug 2000,26.5456
7,7.5,0000 1 Aug 2000,25.535
8,7.5,0000 1 Aug 2000,26.39025
9,7.5,0000 1 Aug 2000,26.0258
10,7.5,0000 1 Aug 2000,27.43614
1,8.5,0000 1 Aug 2000,26.65845
2,8.5,0000 1 Aug 2000,27.12664
3,8.5,0000 1 Aug 2000,26.9226
4,8.5,0000 1 Aug 2000,27.05601
5,8.5,0000 1 Aug 2000,27.24144
6,8.5,0000 1 Aug 2000,27.2947
7,8.5,0000 1 Aug 2000,26.23864
8,8.5,0000 1 Aug 2000,26.9028
9,8.5,0000 1 Aug 2000,26.72095
10,8.5,0000 1 Aug 2000,28.2855
1,9.5,0000 1 Aug 2000,27.26984
2,9.5,0000 1 Aug 2000,27.741
3,9.5,0000 1 Aug 2000,27.40994
4,9.5,0000 1 Aug 2000,27.58178
5,9.5,0000 1 Aug 2000,27.91008
6,9.5,0000 1 Aug 2000,28.01559
7,9.5,0000 1 Aug 2000,26.71489
8,9.5,0000 1 Aug 2000,27.35363
9,9.5,0000 1 Aug 2000,27.27744
10,9.5,0000 1 Aug 2000,28.81882
1,10.5,0000 1 Aug 2000,27.62203
2,10.5,0000 1 Aug 2000,28.03555
3,10.5,0000 1 Aug 2000,27.53726
4,10.5,0000 1 Aug 2000,27.73275
5,10.5,0000 1 Aug 2000,28.26044
6,10.5,0000 1 Aug 2000,28.42084
7,10.5,0000 1 Aug 2000,26.66559
8,10.5,0000 1 Aug 2000,27.48906
9,10.5,0000 1 Aug 2000,27.43307
10,10.5,0000 1 Aug 2000,28.97575
1,1.5,0000 1 Sep 2000,25.75529
2,1.5,0000 1 Sep 2000,26.13035
3,1.5,0000 1 Sep 2000,25.97225
4,1.5,0000 1 Sep 2000,25.80837
5,1.5,0000 1 Sep 2000,25.79955
6,1.5,0000 1 Sep 2000,25.80344
7,1.5,0000 1 Sep 2000,26.02995
8,1.5,0000 1 Sep 2000,26.04005
9,1.5,0000 1 Sep 2000,25.91177
10,1.5,0000 1 Sep 2000,25.76835
1,2.5,0000 1 Sep 2000,25.44274
2,2.5,0000 1 Sep 2000,26.10651
3,2.5,0000 1 Sep 2000,25.91246
4,2.5,0000 1 Sep 2000,25.44114
5,2.5,0000 1 Sep 2000,25.44272
6,2.5,0000 1 Sep 2000,25.48777
7,2.5,0000 1 Sep 2000,25.84103
8,2.5,0000 1 Sep 2000,25.95368
9,2.5,0000 1 Sep 2000,25.59517
10,2.5,0000 1 Sep 2000,25.41297
1,3.5,0000 1 Sep 2000,25.28733
2,3.5,0000 1 Sep 2000,26.09282
3,3.5,0000 1 Sep 2000,25.98393
4,3.5,0000 1 Sep 2000,25.19124
5,3.5,0000 1 Sep 2000,25.33798
6,3.5,0000 1 Sep 2000,25.45691
7,3.5,0000 1 Sep 2000,25.78574
8,3.5,0000 1 Sep 2000,25.98795
9,3.5,0000 1 Sep 2000,25.33575
10,3.5,0000 1 Sep 2000,25.28113
1,4.5,0000 1 Sep 2000,25.3335
2,4.5,0000 1 Sep 2000,26.06687
3,4.5,0000 1 Sep 2000,26.00524
4,4.5,0000 1 Sep 2000,25.20455
5,4.5,0000 1 Sep 2000,25.46909
6,4.5,0000 1 Sep 2000,25.71422
7,4.5,0000 1 Sep 2000,25.88751
8,4.5,0000 1 Sep 2000,26.06038
9,4.5,0000 1 Sep 2000,25.26553
10,4.5,0000 1 Sep 2000,25.42985
1,5.5,0000 1 Sep 2000,25.65445
2,5.5,0000 1 Sep 2000,26.09337
3,5.5,0000 1 Sep 2000,26.12167
4,5.5,0000 1 Sep 2000,25.41743
5,5.5,0000 1 Sep 2000,25.78422
6,5.5,0000 1 Sep 2000,26.10021
7,5.5,0000 1 Sep 2000,26.18048
8,5.5,0000 1 Sep 2000,26.32237
9,5.5,0000 1 Sep 2000,25.48582
10,5.5,0000 1 Sep 2000,25.7798
1,6.5,0000 1 Sep 2000,26.23488
2,6.5,0000 1 Sep 2000,26.45511
3,6.5,0000 1 Sep 2000,26.47329
4,6.5,0000 1 Sep 2000,25.92791
5,6.5,0000 1 Sep 2000,26.19909
6,6.5,0000 1 Sep 2000,26.59451
7,6.5,0000 1 Sep 2000,26.72962
8,6.5,0000 1 Sep 2000,26.93104
9,6.5,0000 1 Sep 2000,26.07801
10,6.5,0000 1 Sep 2000,26.54045
1,7.5,0000 1 Sep 2000,27.05326
2,7.5,0000 1 Sep 2000,27.05667
3,7.5,0000 1 Sep 2000,27.10996
4,7.5,0000 1 Sep 2000,26.63685
5,7.5,0000 1 Sep 2000,26.74216
6,7.5,0000 1 Sep 2000,27.20871
7,7.5,0000 1 Sep 2000,27.4519
8,7.5,0000 1 Sep 2000,27.75579
9,7.5,0000 1 Sep 2000,26.86389
10,7.5,0000 1 Sep 2000,27.58366
1,8.5,0000 1 Sep 2000,27.72267
2,8.5,0000 1 Sep 2000,27.63288
3,8.5,0000 1 Sep 2000,27.61877
4,8.5,0000 1 Sep 2000,27.23533
5,8.5,0000 1 Sep 2000,27.23535
6,8.5,0000 1 Sep 2000,27.78517
7,8.5,0000 1 Sep 2000,28.03779
8,8.5,0000 1 Sep 2000,28.37204
9,8.5,0000 1 Sep 2000,27.5827
10,8.5,0000 1 Sep 2000,28.49295
1,9.5,0000 1 Sep 2000,28.10197
2,9.5,0000 1 Sep 2000,27.77535
3,9.5,0000 1 Sep 2000,27.77062
4,9.5,0000 1 Sep 2000,27.49064
5,9.5,0000 1 Sep 2000,27.39698
6,9.5,0000 1 Sep 2000,27.98993
7,9.5,0000 1 Sep 2000,28.30043
8,9.5,0000 1 Sep 2000,28.61353
9,9.5,0000 1 Sep 2000,27.96787
10,9.5,0000 1 Sep 2000,28.90024
1,10.5,0000 1 Sep 2000,28.07983
2,10.5,0000 1 Sep 2000,27.43856
3,10.5,0000 1 Sep 2000,27.32435
4,10.5,0000 1 Sep 2000,27.20366
5,10.5,0000 1 Sep 2000,27.07138
6,10.5,0000 1 Sep 2000,27.66853
7,10.5,0000 1 Sep 2000,28.17466
8,10.5,0000 1 Sep 2000,28.39049
9,10.5,0000 1 Sep 2000,28.03821
10,10.5,0000 1 Sep 2000,28.88912
1,1.5,0000 1 Oct 2000,26.05228
2,1.5,0000 1 Oct 2000,26.18728
3,1.5,0000 1 Oct 2000,26.13537
4,1.5,0000 1 Oct 2000,26.08001
5,1.5,0000 1 Oct 2000,26.04242
6,1.5,0000 1 Oct 2000,25.98265
7,1.5,0000 1 Oct 2000,26.13857
8,1.5,0000 1 Oct 2000,26.14907
9,1.5,0000 1 Oct 2000,25.87578
10,1.5,0000 1 Oct 2000,25.97754
1,2.5,0000 1 Oct 2000,25.88244
2,2.5,0000 1 Oct 2000,26.01135
3,2.5,0000 1 Oct 2000,25.96748
4,2.5,0000 1 Oct 2000,25.86946
5,2.5,0000 1 Oct 2000,25.85218
6,2.5,0000 1 Oct 2000,25.71921
7,2.5,0000 1 Oct 2000,25.97065
8,2.5,0000 1 Oct 2000,26.04225
9,2.5,0000 1 Oct 2000,25.6595
10,2.5,0000 1 Oct 2000,25.61566
1,3.5,0000 1 Oct 2000,25.80623
2,3.5,0000 1 Oct 2000,25.96959
3,3.5,0000 1 Oct 2000,26.01141
4,3.5,0000 1 Oct 2000,25.79217
5,3.5,0000 1 Oct 2000,25.8018
6,3.5,0000 1 Oct 2000,25.57233
7,3.5,0000 1 Oct 2000,25.8578
8,3.5,0000 1 Oct 2000,26.07889
9,3.5,0000 1 Oct 2000,25.68706
10,3.5,0000 1 Oct 2000,25.41945
1,4.5,0000 1 Oct 2000,25.97898
2,4.5,0000 1 Oct 2000,26.23954
3,4.5,0000 1 Oct 2000,26.37845
4,4.5,0000 1 Oct 2000,25.94834
5,4.5,0000 1 Oct 2000,26.10299
6,4.5,0000 1 Oct 2000,25.71212
7,4.5,0000 1 Oct 2000,26.03305
8,4.5,0000 1 Oct 2000,26.39462
9,4.5,0000 1 Oct 2000,26.03035
10,4.5,0000 1 Oct 2000,25.58008
1,5.5,0000 1 Oct 2000,26.44521
2,5.5,0000 1 Oct 2000,26.8399
3,5.5,0000 1 Oct 2000,27.14561
4,5.5,0000 1 Oct 2000,26.41182
5,5.5,0000 1 Oct 2000,26.7346
6,5.5,0000 1 Oct 2000,26.1313
7,5.5,0000 1 Oct 2000,26.55361
8,5.5,0000 1 Oct 2000,27.06861
9,5.5,0000 1 Oct 2000,26.66559
10,5.5,0000 1 Oct 2000,26.11794
1,6.5,0000 1 Oct 2000,27.12655
2,6.5,0000 1 Oct 2000,27.57318
3,6.5,0000 1 Oct 2000,28.04672
4,6.5,0000 1 Oct 2000,27.13321
5,6.5,0000 1 Oct 2000,27.51783
6,6.5,0000 1 Oct 2000,26.74972
7,6.5,0000 1 Oct 2000,27.33215
8,6.5,0000 1 Oct 2000,27.91785
9,6.5,0000 1 Oct 2000,27.43231
10,6.5,0000 1 Oct 2000,26.85368
1,7.5,0000 1 Oct 2000,27.7359
2,7.5,0000 1 Oct 2000,28.17537
3,7.5,0000 1 Oct 2000,28.74138
4,7.5,0000 1 Oct 2000,27.84045
5,7.5,0000 1 Oct 2000,28.25377
6,7.5,0000 1 Oct 2000,27.30094
7,7.5,0000 1 Oct 2000,28.09941
8,7.5,0000 1 Oct 2000,28.68011
9,7.5,0000 1 Oct 2000,28.12531
10,7.5,0000 1 Oct 2000,27.58744
1,8.5,0000 1 Oct 2000,27.97437
2,8.5,0000 1 Oct 2000,28.48782
3,8.5,0000 1 Oct 2000,29.05119
4,8.5,0000 1 Oct 2000,28.16832
5,8.5,0000 1 Oct 2000,28.59894
6,8.5,0000 1 Oct 2000,27.48036
7,8.5,0000 1 Oct 2000,28.51594
8,8.5,0000 1 Oct 2000,29.05367
9,8.5,0000 1 Oct 2000,28.48942
10,8.5,0000 1 Oct 2000,27.97776
1,9.5,0000 1 Oct 2000,27.62682
2,9.5,0000 1 Oct 2000,28.47906
3,9.5,0000 1 Oct 2000,29.09686
4,9.5,0000 1 Oct 2000,27.95964
5,9.5,0000 1 Oct 2000,28.58527
6,9.5,0000 1 Oct 2000,27.18802
7,9.5,0000 1 Oct 2000,28.54545
8,9.5,0000 1 Oct 2000,29.13771
9,9.5,0000 1 Oct 2000,28.48716
10,9.5,0000 1 Oct 2000,27.8681
1,10.5,0000 1 Oct 2000,26.95551
2,10.5,0000 1 Oct 2000,28.17181
3,10.5,0000 1 Oct 2000,29.0865
4,10.5,0000 1 Oct 2000,27.51973
5,10.5,0000 1 Oct 2000,28.38031
6,10.5,0000 1 Oct 2000,26.7161
7,10.5,0000 1 Oct 2000,28.35078
8,10.5,0000 1 Oct 2000,29.14222
9,10.5,0000 1 Oct 2000,28.26066
10,10.5,0000 1 Oct 2000,27.487
1,1.5,0000 1 Nov 2000,26.05949
2,1.5,0000 1 Nov 2000,25.8792
3,1.5,0000 1 Nov 2000,26.17971
4,1.5,0000 1 Nov 2000,25.93769
5,1.5,0000 1 Nov 2000,26.09635
6,1.5,0000 1 Nov 2000,25.89883
7,1.5,0000 1 Nov 2000,25.84558
8,1.5,0000 1 Nov 2000,26.13323
9,1.5,0000 1 Nov 2000,25.85156
10,1.5,0000 1 Nov 2000,26.02603
1,2.5,0000 1 Nov 2000,25.88604
2,2.5,0000 1 Nov 2000,25.74167
3,2.5,0000 1 Nov 2000,26.21549
4,2.5,0000 1 Nov 2000,25.75046
5,2.5,0000 1 Nov 2000,26.00271
6,2.5,0000 1 Nov 2000,25.60505
7,2.5,0000 1 Nov 2000,25.60785
8,2.5,0000 1 Nov 2000,26.08507
9,2.5,0000 1 Nov 2000,25.61037
10,2.5,0000 1 Nov 2000,25.86661
1,3.5,0000 1 Nov 2000,25.93709
2,3.5,0000 1 Nov 2000,25.88226
3,3.5,0000 1 Nov 2000,26.41372
4,3.5,0000 1 Nov 2000,25.84469
5,3.5,0000 1 Nov 2000,25.91565
6,3.5,0000 1 Nov 2000,25.58069
7,3.5,0000 1 Nov 2000,25.53484
8,3.5,0000 1 Nov 2000,26.13773
9,3.5,0000 1 Nov 2000,25.60782
10,3.5,0000 1 Nov 2000,25.80717
1,4.5,0000 1 Nov 2000,26.39913
2,4.5,0000 1 Nov 2000,26.42941
3,4.5,0000 1 Nov 2000,27.01675
4,4.5,0000 1 Nov 2000,26.45952
5,4.5,0000 1 Nov 2000,26.1399
6,4.5,0000 1 Nov 2000,26.05511
7,4.5,0000 1 Nov 2000,26.00865
8,4.5,0000 1 Nov 2000,26.52709
9,4.5,0000 1 Nov 2000,26.11152
10,4.5,0000 1 Nov 2000,26.11829
1,5.5,0000 1 Nov 2000,27.24599
2,5.5,0000 1 Nov 2000,27.14643
3,5.5,0000 1 Nov 2000,27.78407
4,5.5,0000 1 Nov 2000,27.32738
5,5.5,0000 1 Nov 2000,26.61712
6,5.5,0000 1 Nov 2000,26.88028
7,5.5,0000 1 Nov 2000,26.69006
8,5.5,0000 1 Nov 2000,27.1126
9,5.5,0000 1 Nov 2000,26.84654
10,5.5,0000 1 Nov 2000,26.66438
1,6.5,0000 1 Nov 2000,27.94999
2,6.5,0000 1 Nov 2000,27.73983
3,6.5,0000 1 Nov 2000,28.43228
4,6.5,0000 1 Nov 2000,28.02043
5,6.5,0000 1 Nov 2000,27.09877
6,6.5,0000 1 Nov 2000,27.55056
7,6.5,0000 1 Nov 2000,27.29701
8,6.5,0000 1 Nov 2000,27.61983
9,6.5,0000 1 Nov 2000,27.4248
10,6.5,0000 1 Nov 2000,27.21075
1,7.5,0000 1 Nov 2000,28.29421
2,7.5,0000 1 Nov 2000,28.06176
3,7.5,0000 1 Nov 2000,28.65604
4,7.5,0000 1 Nov 2000,28.34412
5,7.5,0000 1 Nov 2000,27.2598
6,7.5,0000 1 Nov 2000,27.82406
7,7.5,0000 1 Nov 2000,27.56675
8,7.5,0000 1 Nov 2000,27.70935
9,7.5,0000 1 Nov 2000,27.61108
10,7.5,0000 1 Nov 2000,27.31731
1,8.5,0000 1 Nov 2000,28.2564
2,8.5,0000 1 Nov 2000,27.89252
3,8.5,0000 1 Nov 2000,28.47629
4,8.5,0000 1 Nov 2000,28.14212
5,8.5,0000 1 Nov 2000,26.89886
6,8.5,0000 1 Nov 2000,27.4753
7,8.5,0000 1 Nov 2000,27.38283
8,8.5,0000 1 Nov 2000,27.31332
9,8.5,0000 1 Nov 2000,27.36833
10,8.5,0000 1 Nov 2000,26.97932
1,9.5,0000 1 Nov 2000,28.10884
2,9.5,0000 1 Nov 2000,27.44591
3,9.5,0000 1 Nov 2000,28.0754
4,9.5,0000 1 Nov 2000,27.65383
5,9.5,0000 1 Nov 2000,26.35473
6,9.5,0000 1 Nov 2000,26.82936
7,9.5,0000 1 Nov 2000,26.91629
8,9.5,0000 1 Nov 2000,26.65395
9,9.5,0000 1 Nov 2000,26.96218
10,9.5,0000 1 Nov 2000,26.39733
1,10.5,0000 1 Nov 2000,28.15619
2,10.5,0000 1 Nov 2000,27.09598
3,10.5,0000 1 Nov 2000,27.79565
4,10.5,0000 1 Nov 2000,27.25903
5,10.5,0000 1 Nov 2000,25.97712
6,10.5,0000 1 Nov 2000,26.26934
7,10.5,0000 1 Nov 2000,26.486
8,10.5,0000 1 Nov 2000,26.1922
9,10.5,0000 1 Nov 2000,26.68807
10,10.5,0000 1 Nov 2000,26.02512
1,1.5,0000 1 Dec 2000,26.0005
2,1.5,0000 1 Dec 2000,25.98275
3,1.5,0000 1 Dec 2000,26.02147
4,1.5,0000 1 Dec 2000,26.13703
5,1.5,0000 1 Dec 2000,26.24499
6,1.5,0000 1 Dec 2000,26.19351
7,1.5,0000 1 Dec 2000,26.01041
8,1.5,0000 1 Dec 2000,25.97631
9,1.5,0000 1 Dec 2000,26.09785
10,1.5,0000 1 Dec 2000,26.04392
1,2.5,0000 1 Dec 2000,26.06847
2,2.5,0000 1 Dec 2000,25.98924
3,2.5,0000 1 Dec 2000,26.10485
4,2.5,0000 1 Dec 2000,26.25699
5,2.5,0000 1 Dec 2000,26.52261
6,2.5,0000 1 Dec 2000,26.34554
7,2.5,0000 1 Dec 2000,25.87552
8,2.5,0000 1 Dec 2000,26.02989
9,2.5,0000 1 Dec 2000,26.13869
10,2.5,0000 1 Dec 2000,26.07093
1,3.5,0000 1 Dec 2000,26.40186
2,3.5,0000 1 Dec 2000,26.26178
3,3.5,0000 1 Dec 2000,26.43816
4,3.5,0000 1 Dec 2000,26.63152
5,3.5,0000 1 Dec 2000,27.00798
6,3.5,0000 1 Dec 2000,26.76888
7,3.5,0000 1 Dec 2000,26.00255
8,3.5,0000 1 Dec 2000,26.413
9,3.5,0000 1 Dec 2000,26.40993
10,3.5,0000 1 Dec 2000,26.3491
1,4.5,0000 1 Dec 2000,27.04303
2,4.5,0000 1 Dec 2000,26.86566
3,4.5,0000 1 Dec 2000,27.01043
4,4.5,0000 1 Dec 2000,27.26583
5,4.5,0000 1 Dec 2000,27.6887
6,4.5,0000 1 Dec 2000,27.53148
7,4.5,0000 1 Dec 2000,26.52057
8,4.5,0000 1 Dec 2000,27.17288
9,4.5,0000 1 Dec 2000,26.9695
10,4.5,0000 1 Dec 2000,26.92312
1,5.5,0000 1 Dec 2000,27.7065
2,5.5,0000 1 Dec 2000,27.5205
3,5.5,0000 1 Dec 2000,27.52802
4,5.5,0000 1 Dec 2000,27.89435
5,5.5,0000 1 Dec 2000,28.23118
6,5.5,0000 1 Dec 2000,28.24184
7,5.5,0000 1 Dec 2000,27.09449
8,5.5,0000 1 Dec 2000,27.96136
9,5.5,0000 1 Dec 2000,27.62303
10,5.5,0000 1 Dec 2000,27.46095
1,6.5,0000 1 Dec 2000,28.02948
2,6.5,0000 1 Dec 2000,27.82549
3,6.5,0000 1 Dec 2000,27.72854
4,6.5,0000 1 Dec 2000,28.19144
5,6.5,0000 1 Dec 2000,28.29985
6,6.5,0000 1 Dec 2000,28.58636
7,6.5,0000 1 Dec 2000,27.16524
8,6.5,0000 1 Dec 2000,28.47031
9,6.5,0000 1 Dec 2000,27.95916
10,6.5,0000 1 Dec 2000,27.63484
1,7.5,0000 1 Dec 2000,27.91783
2,7.5,0000 1 Dec 2000,27.65599
3,7.5,0000 1 Dec 2000,27.40485
4,7.5,0000 1 Dec 2000,28.01279
5,7.5,0000 1 Dec 2000,27.69235
6,7.5,0000 1 Dec 2000,28.4408
7,7.5,0000 1 Dec 2000,26.4356
8,7.5,0000 1 Dec 2000,28.55069
9,7.5,0000 1 Dec 2000,27.81374
10,7.5,0000 1 Dec 2000,27.31121
1,8.5,0000 1 Dec 2000,27.59788
2,8.5,0000 1 Dec 2000,27.11818
3,8.5,0000 1 Dec 2000,26.81301
4,8.5,0000 1 Dec 2000,27.58868
5,8.5,0000 1 Dec 2000,26.8344
6,8.5,0000 1 Dec 2000,28.04396
7,8.5,0000 1 Dec 2000,25.42971
8,8.5,0000 1 Dec 2000,28.44099
9,8.5,0000 1 Dec 2000,27.42446
10,8.5,0000 1 Dec 2000,26.8116
1,9.5,0000 1 Dec 2000,27.47307
2,9.5,0000 1 Dec 2000,26.65773
3,9.5,0000 1 Dec 2000,26.37239
4,9.5,0000 1 Dec 2000,27.30237
5,9.5,0000 1 Dec 2000,26.14419
6,9.5,0000 1 Dec 2000,27.74268
7,9.5,0000 1 Dec 2000,24.61987
8,9.5,0000 1 Dec 2000,28.37907
9,9.5,0000 1 Dec 2000,27.17516
10,9.5,0000 1 Dec 2000,26.48936
1,10.5,0000 1 Dec 2000,27.68896
2,10.5,0000 1 Dec 2000,26.6159
3,10.5,0000 1 Dec 2000,26.38784
4,10.5,0000 1 Dec 2000,27.32633
5,10.5,0000 1 Dec 2000,26.05841
6,10.5,0000 1 Dec 2000,27.76357
7,10.5,0000 1 Dec 2000,24.38293
8,10.5,0000 1 Dec 2000,28.55347
9,10.5,0000 1 Dec 2000,27.22107
10,10.5,0000 1 Dec 2000,26.51969
1,1.5,0000 1 Jan 2001,26.58689
2,1.5,0000 1 Jan 2001,26.33077
3,1.5,0000 1 Jan 2001,26.14125
4,1.5,0000 1 Jan 2001,26.51577
5,1.5,0000 1 Jan 2001,26.17093
6,1.5,0000 1 Jan 2001,26.33426
7,1.5,0000 1 Jan 2001,26.33049
8,1.5,0000 1 Jan 2001,26.35391
9,1.5,0000 1 Jan 2001,26.28338
10,1.5,0000 1 Jan 2001,26.36471
1,2.5,0000 1 Jan 2001,27.05524
2,2.5,0000 1 Jan 2001,26.56515
3,2.5,0000 1 Jan 2001,26.24438
4,2.5,0000 1 Jan 2001,26.87621
5,2.5,0000 1 Jan 2001,26.3196
6,2.5,0000 1 Jan 2001,26.5516
7,2.5,0000 1 Jan 2001,26.58919
8,2.5,0000 1 Jan 2001,26.67097
9,2.5,0000 1 Jan 2001,26.5309
10,2.5,0000 1 Jan 2001,26.68581
1,3.5,0000 1 Jan 2001,27.65572
2,3.5,0000 1 Jan 2001,26.99867
3,3.5,0000 1 Jan 2001,26.65621
4,3.5,0000 1 Jan 2001,27.3995
5,3.5,0000 1 Jan 2001,26.72213
6,3.5,0000 1 Jan 2001,26.92778
7,3.5,0000 1 Jan 2001,27.02371
8,3.5,0000 1 Jan 2001,27.11684
9,3.5,0000 1 Jan 2001,27.03683
10,3.5,0000 1 Jan 2001,27.2446
1,4.5,0000 1 Jan 2001,28.09814
2,4.5,0000 1 Jan 2001,27.38533
3,4.5,0000 1 Jan 2001,27.18128
4,4.5,0000 1 Jan 2001,27.82731
5,4.5,0000 1 Jan 2001,27.02739
6,4.5,0000 1 Jan 2001,27.28669
7,4.5,0000 1 Jan 2001,27.47912
8,4.5,0000 1 Jan 2001,27.49056
9,4.5,0000 1 Jan 2001,27.61854
10,4.5,0000 1 Jan 2001,27.86757
1,5.5,0000 1 Jan 2001,28.09008
2,5.5,0000 1 Jan 2001,27.38322
3,5.5,0000 1 Jan 2001,27.21058
4,5.5,0000 1 Jan 2001,27.89875
5,5.5,0000 1 Jan 2001,26.931
6,5.5,0000 1 Jan 2001,27.24513
7,5.5,0000 1 Jan 2001,27.51403
8,5.5,0000 1 Jan 2001,27.32046
9,5.5,0000 1 Jan 2001,27.84848
10,5.5,0000 1 Jan 2001,28.17859
1,6.5,0000 1 Jan 2001,27.37776
2,6.5,0000 1 Jan 2001,26.88286
3,6.5,0000 1 Jan 2001,26.56206
4,6.5,0000 1 Jan 2001,27.37043
5,6.5,0000 1 Jan 2001,26.25593
6,6.5,0000 1 Jan 2001,26.61685
7,6.5,0000 1 Jan 2001,27.00348
8,6.5,0000 1 Jan 2001,26.64137
9,6.5,0000 1 Jan 2001,27.58636
10,6.5,0000 1 Jan 2001,28.03303
1,7.5,0000 1 Jan 2001,26.34204
2,7.5,0000 1 Jan 2001,26.30652
3,7.5,0000 1 Jan 2001,25.69547
4,7.5,0000 1 Jan 2001,26.67189
5,7.5,0000 1 Jan 2001,25.38887
6,7.5,0000 1 Jan 2001,25.63051
7,7.5,0000 1 Jan 2001,26.22353
8,7.5,0000 1 Jan 2001,25.82795
9,7.5,0000 1 Jan 2001,26.99893
10,7.5,0000 1 Jan 2001,27.56
1,8.5,0000 1 Jan 2001,25.51413
2,8.5,0000 1 Jan 2001,26.102
3,8.5,0000 1 Jan 2001,24.97619
4,8.5,0000 1 Jan 2001,26.16178
5,8.5,0000 1 Jan 2001,24.7109
6,8.5,0000 1 Jan 2001,24.67602
7,8.5,0000 1 Jan 2001,25.66699
8,8.5,0000 1 Jan 2001,25.30421
9,8.5,0000 1 Jan 2001,26.45145
10,8.5,0000 1 Jan 2001,27.11278
1,9.5,0000 1 Jan 2001,25.31197
2,9.5,0000 1 Jan 2001,26.44979
3,9.5,0000 1 Jan 2001,24.6374
4,9.5,0000 1 Jan 2001,26.05577
5,9.5,0000 1 Jan 2001,24.40763
