M,L,MON,LDC_SST_GFDL_SPEAR
3,1.5,0000 1 May 1991,27.3876
4,1.5,0000 1 May 1991,27.54566
5,1.5,0000 1 May 1991,27.32082
6,1.5,0000 1 May 1991,27.6828
7,1.5,0000 1 May 1991,27.34708
8,1.5,0000 1 May 1991,27.54375
9,1.5,0000 1 May 1991,27.32572
10,1.5,0000 1 May 1991,27.73029
11,1.5,0000 1 May 1991,27.31403
12,1.5,0000 1 May 1991,27.48642
13,1.5,0000 1 May 1991,27.1814
14,1.5,0000 1 May 1991,27.185
15,1.5,0000 1 May 1991,27.55171
1,2.5,0000 1 May 1991,26.68986
2,2.5,0000 1 May 1991,26.85992
3,2.5,0000 1 May 1991,26.67402
4,2.5,0000 1 May 1991,26.87152
5,2.5,0000 1 May 1991,26.7191
6,2.5,0000 1 May 1991,27.19947
7,2.5,0000 1 May 1991,26.66788
8,2.5,0000 1 May 1991,26.87879
9,2.5,0000 1 May 1991,26.58475
10,2.5,0000 1 May 1991,27.24382
11,2.5,0000 1 May 1991,26.69012
12,2.5,0000 1 May 1991,26.92547
13,2.5,0000 1 May 1991,26.44419
14,2.5,0000 1 May 1991,26.49758
15,2.5,0000 1 May 1991,27.07378
1,3.5,0000 1 May 1991,25.99592
2,3.5,0000 1 May 1991,26.4355
3,3.5,0000 1 May 1991,26.05209
4,3.5,0000 1 May 1991,26.35201
5,3.5,0000 1 May 1991,26.22932
6,3.5,0000 1 May 1991,26.72064
7,3.5,0000 1 May 1991,26.12156
8,3.5,0000 1 May 1991,26.31787
9,3.5,0000 1 May 1991,25.96392
10,3.5,0000 1 May 1991,26.82371
11,3.5,0000 1 May 1991,26.18611
12,3.5,0000 1 May 1991,26.43929
13,3.5,0000 1 May 1991,25.82763
14,3.5,0000 1 May 1991,25.98595
15,3.5,0000 1 May 1991,26.65923
1,4.5,0000 1 May 1991,25.56413
2,4.5,0000 1 May 1991,26.27338
3,4.5,0000 1 May 1991,25.73881
4,4.5,0000 1 May 1991,26.22179
5,4.5,0000 1 May 1991,25.95749
6,4.5,0000 1 May 1991,26.4748
7,4.5,0000 1 May 1991,25.86357
8,4.5,0000 1 May 1991,25.9948
9,4.5,0000 1 May 1991,25.64475
10,4.5,0000 1 May 1991,26.64502
11,4.5,0000 1 May 1991,25.99474
12,4.5,0000 1 May 1991,26.27538
13,4.5,0000 1 May 1991,25.53012
14,4.5,0000 1 May 1991,25.7657
15,4.5,0000 1 May 1991,26.39744
1,5.5,0000 1 May 1991,25.48143
2,5.5,0000 1 May 1991,26.30038
3,5.5,0000 1 May 1991,25.74384
4,5.5,0000 1 May 1991,26.42344
5,5.5,0000 1 May 1991,25.86444
6,5.5,0000 1 May 1991,26.45848
7,5.5,0000 1 May 1991,25.83471
8,5.5,0000 1 May 1991,26.08675
9,5.5,0000 1 May 1991,25.52839
10,5.5,0000 1 May 1991,26.7504
11,5.5,0000 1 May 1991,26.05284
12,5.5,0000 1 May 1991,26.34719
13,5.5,0000 1 May 1991,25.47438
14,5.5,0000 1 May 1991,25.7342
15,5.5,0000 1 May 1991,26.30326
1,6.5,0000 1 May 1991,25.28655
2,6.5,0000 1 May 1991,26.31445
3,6.5,0000 1 May 1991,25.76616
4,6.5,0000 1 May 1991,26.4852
5,6.5,0000 1 May 1991,25.70707
6,6.5,0000 1 May 1991,26.49276
7,6.5,0000 1 May 1991,25.78957
8,6.5,0000 1 May 1991,26.13982
9,6.5,0000 1 May 1991,25.3476
10,6.5,0000 1 May 1991,26.88095
11,6.5,0000 1 May 1991,26.15644
12,6.5,0000 1 May 1991,26.42784
13,6.5,0000 1 May 1991,25.41051
14,6.5,0000 1 May 1991,25.72754
15,6.5,0000 1 May 1991,26.20989
1,7.5,0000 1 May 1991,24.93121
2,7.5,0000 1 May 1991,26.23873
3,7.5,0000 1 May 1991,25.62059
4,7.5,0000 1 May 1991,26.27542
5,7.5,0000 1 May 1991,25.43847
6,7.5,0000 1 May 1991,26.44367
7,7.5,0000 1 May 1991,25.64094
8,7.5,0000 1 May 1991,26.13982
9,7.5,0000 1 May 1991,25.06344
10,7.5,0000 1 May 1991,26.88434
11,7.5,0000 1 May 1991,26.18542
12,7.5,0000 1 May 1991,26.38711
13,7.5,0000 1 May 1991,25.23744
14,7.5,0000 1 May 1991,25.64112
15,7.5,0000 1 May 1991,26.0609
1,8.5,0000 1 May 1991,24.57547
2,8.5,0000 1 May 1991,26.1867
3,8.5,0000 1 May 1991,25.46727
4,8.5,0000 1 May 1991,26.05218
5,8.5,0000 1 May 1991,25.17498
6,8.5,0000 1 May 1991,26.36261
7,8.5,0000 1 May 1991,25.51654
8,8.5,0000 1 May 1991,26.20661
9,8.5,0000 1 May 1991,24.83924
10,8.5,0000 1 May 1991,26.92997
11,8.5,0000 1 May 1991,26.26649
12,8.5,0000 1 May 1991,26.31313
13,8.5,0000 1 May 1991,25.18813
14,8.5,0000 1 May 1991,25.5882
15,8.5,0000 1 May 1991,25.90499
1,9.5,0000 1 May 1991,24.59294
2,9.5,0000 1 May 1991,26.36536
3,9.5,0000 1 May 1991,25.56725
4,9.5,0000 1 May 1991,26.00331
5,9.5,0000 1 May 1991,25.19661
6,9.5,0000 1 May 1991,26.42982
7,9.5,0000 1 May 1991,25.58057
8,9.5,0000 1 May 1991,26.42027
9,9.5,0000 1 May 1991,24.87265
10,9.5,0000 1 May 1991,27.11273
11,9.5,0000 1 May 1991,26.51683
12,9.5,0000 1 May 1991,26.40066
13,9.5,0000 1 May 1991,25.31738
14,9.5,0000 1 May 1991,25.80138
15,9.5,0000 1 May 1991,25.99676
1,10.5,0000 1 May 1991,24.98604
2,10.5,0000 1 May 1991,26.84427
3,10.5,0000 1 May 1991,25.98238
4,10.5,0000 1 May 1991,26.33782
5,10.5,0000 1 May 1991,25.39828
6,10.5,0000 1 May 1991,26.72103
7,10.5,0000 1 May 1991,25.88094
8,10.5,0000 1 May 1991,26.88647
9,10.5,0000 1 May 1991,25.27569
10,10.5,0000 1 May 1991,27.43262
11,10.5,0000 1 May 1991,26.94385
12,10.5,0000 1 May 1991,26.81055
13,10.5,0000 1 May 1991,25.73936
14,10.5,0000 1 May 1991,26.3657
15,10.5,0000 1 May 1991,26.38666
1,1.5,0000 1 Jun 1991,27.65986
2,1.5,0000 1 Jun 1991,27.46727
3,1.5,0000 1 Jun 1991,27.40917
4,1.5,0000 1 Jun 1991,27.3989
5,1.5,0000 1 Jun 1991,27.40869
6,1.5,0000 1 Jun 1991,27.54651
7,1.5,0000 1 Jun 1991,27.35316
8,1.5,0000 1 Jun 1991,27.527
9,1.5,0000 1 Jun 1991,27.28689
10,1.5,0000 1 Jun 1991,27.27109
11,1.5,0000 1 Jun 1991,26.96534
12,1.5,0000 1 Jun 1991,27.40653
13,1.5,0000 1 Jun 1991,27.20617
14,1.5,0000 1 Jun 1991,27.39973
15,1.5,0000 1 Jun 1991,27.49478
1,2.5,0000 1 Jun 1991,27.26643
2,2.5,0000 1 Jun 1991,27.08611
3,2.5,0000 1 Jun 1991,26.95319
4,2.5,0000 1 Jun 1991,27.00111
5,2.5,0000 1 Jun 1991,27.10744
6,2.5,0000 1 Jun 1991,27.24944
7,2.5,0000 1 Jun 1991,26.89603
8,2.5,0000 1 Jun 1991,27.32619
9,2.5,0000 1 Jun 1991,26.7368
10,2.5,0000 1 Jun 1991,26.83247
11,2.5,0000 1 Jun 1991,26.35098
12,2.5,0000 1 Jun 1991,26.91647
13,2.5,0000 1 Jun 1991,26.80535
14,2.5,0000 1 Jun 1991,26.99754
15,2.5,0000 1 Jun 1991,27.09808
1,3.5,0000 1 Jun 1991,27.04128
2,3.5,0000 1 Jun 1991,26.97093
3,3.5,0000 1 Jun 1991,26.66383
4,3.5,0000 1 Jun 1991,26.91247
5,3.5,0000 1 Jun 1991,26.99738
6,3.5,0000 1 Jun 1991,27.22242
7,3.5,0000 1 Jun 1991,26.61834
8,3.5,0000 1 Jun 1991,27.38952
9,3.5,0000 1 Jun 1991,26.48715
10,3.5,0000 1 Jun 1991,26.72704
11,3.5,0000 1 Jun 1991,26.01209
12,3.5,0000 1 Jun 1991,26.68842
13,3.5,0000 1 Jun 1991,26.65988
14,3.5,0000 1 Jun 1991,26.72133
15,3.5,0000 1 Jun 1991,26.93909
1,4.5,0000 1 Jun 1991,27.00262
2,4.5,0000 1 Jun 1991,27.1133
3,4.5,0000 1 Jun 1991,26.5377
4,4.5,0000 1 Jun 1991,27.14832
5,4.5,0000 1 Jun 1991,26.96969
6,4.5,0000 1 Jun 1991,27.40518
7,4.5,0000 1 Jun 1991,26.49145
8,4.5,0000 1 Jun 1991,27.53778
9,4.5,0000 1 Jun 1991,26.65692
10,4.5,0000 1 Jun 1991,26.82446
11,4.5,0000 1 Jun 1991,25.95252
12,4.5,0000 1 Jun 1991,26.81625
13,4.5,0000 1 Jun 1991,26.69323
14,4.5,0000 1 Jun 1991,26.54562
15,4.5,0000 1 Jun 1991,27.04898
1,5.5,0000 1 Jun 1991,26.93836
2,5.5,0000 1 Jun 1991,27.25865
3,5.5,0000 1 Jun 1991,26.43345
4,5.5,0000 1 Jun 1991,27.32692
5,5.5,0000 1 Jun 1991,26.88751
6,5.5,0000 1 Jun 1991,27.62231
7,5.5,0000 1 Jun 1991,26.27757
8,5.5,0000 1 Jun 1991,27.59
9,5.5,0000 1 Jun 1991,26.87676
10,5.5,0000 1 Jun 1991,26.83012
11,5.5,0000 1 Jun 1991,25.96946
12,5.5,0000 1 Jun 1991,26.97927
13,5.5,0000 1 Jun 1991,26.71743
14,5.5,0000 1 Jun 1991,26.34176
15,5.5,0000 1 Jun 1991,27.19003
1,6.5,0000 1 Jun 1991,26.67058
2,6.5,0000 1 Jun 1991,27.19031
3,6.5,0000 1 Jun 1991,26.32271
4,6.5,0000 1 Jun 1991,27.45727
5,6.5,0000 1 Jun 1991,26.75049
6,6.5,0000 1 Jun 1991,27.65637
7,6.5,0000 1 Jun 1991,25.92793
8,6.5,0000 1 Jun 1991,27.45705
9,6.5,0000 1 Jun 1991,26.86311
10,6.5,0000 1 Jun 1991,26.65808
11,6.5,0000 1 Jun 1991,25.98505
12,6.5,0000 1 Jun 1991,26.88333
13,6.5,0000 1 Jun 1991,26.67083
14,6.5,0000 1 Jun 1991,26.09267
15,6.5,0000 1 Jun 1991,27.24997
1,7.5,0000 1 Jun 1991,26.35678
2,7.5,0000 1 Jun 1991,27.12626
3,7.5,0000 1 Jun 1991,26.2083
4,7.5,0000 1 Jun 1991,27.40627
5,7.5,0000 1 Jun 1991,26.56819
6,7.5,0000 1 Jun 1991,27.567
7,7.5,0000 1 Jun 1991,25.68607
8,7.5,0000 1 Jun 1991,27.18902
9,7.5,0000 1 Jun 1991,26.65114
10,7.5,0000 1 Jun 1991,26.41755
11,7.5,0000 1 Jun 1991,25.98259
12,7.5,0000 1 Jun 1991,26.66276
13,7.5,0000 1 Jun 1991,26.60989
14,7.5,0000 1 Jun 1991,25.83967
15,7.5,0000 1 Jun 1991,27.19583
1,8.5,0000 1 Jun 1991,26.23396
2,8.5,0000 1 Jun 1991,27.17301
3,8.5,0000 1 Jun 1991,26.24023
4,8.5,0000 1 Jun 1991,27.37557
5,8.5,0000 1 Jun 1991,26.62216
6,8.5,0000 1 Jun 1991,27.5253
7,8.5,0000 1 Jun 1991,25.80272
8,8.5,0000 1 Jun 1991,26.9127
9,8.5,0000 1 Jun 1991,26.57022
10,8.5,0000 1 Jun 1991,26.46118
11,8.5,0000 1 Jun 1991,26.25289
12,8.5,0000 1 Jun 1991,26.57183
13,8.5,0000 1 Jun 1991,26.69735
14,8.5,0000 1 Jun 1991,25.92302
15,8.5,0000 1 Jun 1991,27.12382
1,9.5,0000 1 Jun 1991,26.48361
2,9.5,0000 1 Jun 1991,27.44172
3,9.5,0000 1 Jun 1991,26.51806
4,9.5,0000 1 Jun 1991,27.36488
5,9.5,0000 1 Jun 1991,26.91694
6,9.5,0000 1 Jun 1991,27.6501
7,9.5,0000 1 Jun 1991,26.21355
8,9.5,0000 1 Jun 1991,26.71621
9,9.5,0000 1 Jun 1991,26.83512
10,9.5,0000 1 Jun 1991,26.75079
11,9.5,0000 1 Jun 1991,26.67439
12,9.5,0000 1 Jun 1991,26.88214
13,9.5,0000 1 Jun 1991,27.08297
14,9.5,0000 1 Jun 1991,26.36258
15,9.5,0000 1 Jun 1991,27.05952
1,10.5,0000 1 Jun 1991,26.79509
2,10.5,0000 1 Jun 1991,27.49531
3,10.5,0000 1 Jun 1991,26.89445
4,10.5,0000 1 Jun 1991,27.31829
5,10.5,0000 1 Jun 1991,27.36941
6,10.5,0000 1 Jun 1991,27.68435
7,10.5,0000 1 Jun 1991,26.69755
8,10.5,0000 1 Jun 1991,26.43081
9,10.5,0000 1 Jun 1991,27.16561
10,10.5,0000 1 Jun 1991,27.08218
11,10.5,0000 1 Jun 1991,27.05576
12,10.5,0000 1 Jun 1991,27.24675
13,10.5,0000 1 Jun 1991,27.46275
14,10.5,0000 1 Jun 1991,26.93757
15,10.5,0000 1 Jun 1991,26.83983
1,1.5,0000 1 Jul 1991,27.19503
2,1.5,0000 1 Jul 1991,26.97474
3,1.5,0000 1 Jul 1991,27.01732
4,1.5,0000 1 Jul 1991,27.21103
5,1.5,0000 1 Jul 1991,27.1223
6,1.5,0000 1 Jul 1991,27.61485
7,1.5,0000 1 Jul 1991,26.89093
8,1.5,0000 1 Jul 1991,27.13519
9,1.5,0000 1 Jul 1991,26.78624
10,1.5,0000 1 Jul 1991,27.44798
11,1.5,0000 1 Jul 1991,27.25022
12,1.5,0000 1 Jul 1991,26.90627
13,1.5,0000 1 Jul 1991,27.13388
14,1.5,0000 1 Jul 1991,26.9944
15,1.5,0000 1 Jul 1991,27.2573
1,2.5,0000 1 Jul 1991,26.89349
2,2.5,0000 1 Jul 1991,26.82183
3,2.5,0000 1 Jul 1991,26.71568
4,2.5,0000 1 Jul 1991,27.05642
5,2.5,0000 1 Jul 1991,26.90606
6,2.5,0000 1 Jul 1991,27.40762
7,2.5,0000 1 Jul 1991,26.61552
8,2.5,0000 1 Jul 1991,26.90522
9,2.5,0000 1 Jul 1991,26.47541
10,2.5,0000 1 Jul 1991,27.26767
11,2.5,0000 1 Jul 1991,27.09311
12,2.5,0000 1 Jul 1991,26.67648
13,2.5,0000 1 Jul 1991,26.88815
14,2.5,0000 1 Jul 1991,26.73311
15,2.5,0000 1 Jul 1991,27.04445
1,3.5,0000 1 Jul 1991,26.88497
2,3.5,0000 1 Jul 1991,27.03055
3,3.5,0000 1 Jul 1991,26.80444
4,3.5,0000 1 Jul 1991,27.18549
5,3.5,0000 1 Jul 1991,26.96924
6,3.5,0000 1 Jul 1991,27.35673
7,3.5,0000 1 Jul 1991,26.64431
8,3.5,0000 1 Jul 1991,27.03054
9,3.5,0000 1 Jul 1991,26.46562
10,3.5,0000 1 Jul 1991,27.24582
11,3.5,0000 1 Jul 1991,27.23042
12,3.5,0000 1 Jul 1991,26.7784
13,3.5,0000 1 Jul 1991,26.85817
14,3.5,0000 1 Jul 1991,26.65662
15,3.5,0000 1 Jul 1991,27.16094
1,4.5,0000 1 Jul 1991,26.95011
2,4.5,0000 1 Jul 1991,27.20976
3,4.5,0000 1 Jul 1991,27.01101
4,4.5,0000 1 Jul 1991,27.31917
5,4.5,0000 1 Jul 1991,27.03654
6,4.5,0000 1 Jul 1991,27.46946
7,4.5,0000 1 Jul 1991,26.71284
8,4.5,0000 1 Jul 1991,27.3281
9,4.5,0000 1 Jul 1991,26.51001
10,4.5,0000 1 Jul 1991,27.27531
11,4.5,0000 1 Jul 1991,27.415
12,4.5,0000 1 Jul 1991,26.87217
13,4.5,0000 1 Jul 1991,26.87267
14,4.5,0000 1 Jul 1991,26.60168
15,4.5,0000 1 Jul 1991,27.25118
1,5.5,0000 1 Jul 1991,26.927
2,5.5,0000 1 Jul 1991,27.15767
3,5.5,0000 1 Jul 1991,27.01698
4,5.5,0000 1 Jul 1991,27.24562
5,5.5,0000 1 Jul 1991,26.86178
6,5.5,0000 1 Jul 1991,27.53078
7,5.5,0000 1 Jul 1991,26.66551
8,5.5,0000 1 Jul 1991,27.45728
9,5.5,0000 1 Jul 1991,26.33853
10,5.5,0000 1 Jul 1991,27.32937
11,5.5,0000 1 Jul 1991,27.42626
12,5.5,0000 1 Jul 1991,26.78645
13,5.5,0000 1 Jul 1991,26.7048
14,5.5,0000 1 Jul 1991,26.46592
15,5.5,0000 1 Jul 1991,27.19343
1,6.5,0000 1 Jul 1991,26.80542
2,6.5,0000 1 Jul 1991,27.06521
3,6.5,0000 1 Jul 1991,26.80467
4,6.5,0000 1 Jul 1991,27.052
5,6.5,0000 1 Jul 1991,26.61775
6,6.5,0000 1 Jul 1991,27.50122
7,6.5,0000 1 Jul 1991,26.55502
8,6.5,0000 1 Jul 1991,27.38682
9,6.5,0000 1 Jul 1991,26.04376
10,6.5,0000 1 Jul 1991,27.26876
11,6.5,0000 1 Jul 1991,27.26047
12,6.5,0000 1 Jul 1991,26.65417
13,6.5,0000 1 Jul 1991,26.4987
14,6.5,0000 1 Jul 1991,26.36226
15,6.5,0000 1 Jul 1991,27.04367
1,7.5,0000 1 Jul 1991,26.83094
2,7.5,0000 1 Jul 1991,27.11449
3,7.5,0000 1 Jul 1991,26.70984
4,7.5,0000 1 Jul 1991,26.98495
5,7.5,0000 1 Jul 1991,26.61325
6,7.5,0000 1 Jul 1991,27.46527
7,7.5,0000 1 Jul 1991,26.64735
8,7.5,0000 1 Jul 1991,27.33067
9,7.5,0000 1 Jul 1991,25.91132
10,7.5,0000 1 Jul 1991,27.17446
11,7.5,0000 1 Jul 1991,27.08519
12,7.5,0000 1 Jul 1991,26.82472
13,7.5,0000 1 Jul 1991,26.39803
14,7.5,0000 1 Jul 1991,26.48505
15,7.5,0000 1 Jul 1991,27.02536
1,8.5,0000 1 Jul 1991,27.08438
2,8.5,0000 1 Jul 1991,27.34276
3,8.5,0000 1 Jul 1991,26.88787
4,8.5,0000 1 Jul 1991,27.1426
5,8.5,0000 1 Jul 1991,26.93996
6,8.5,0000 1 Jul 1991,27.61448
7,8.5,0000 1 Jul 1991,26.96087
8,8.5,0000 1 Jul 1991,27.59855
9,8.5,0000 1 Jul 1991,26.14955
10,8.5,0000 1 Jul 1991,27.21476
11,8.5,0000 1 Jul 1991,26.98402
12,8.5,0000 1 Jul 1991,27.22886
13,8.5,0000 1 Jul 1991,26.61521
14,8.5,0000 1 Jul 1991,26.89608
15,8.5,0000 1 Jul 1991,27.20807
1,9.5,0000 1 Jul 1991,27.2506
2,9.5,0000 1 Jul 1991,27.54819
3,9.5,0000 1 Jul 1991,27.13107
4,9.5,0000 1 Jul 1991,27.28709
5,9.5,0000 1 Jul 1991,27.37304
6,9.5,0000 1 Jul 1991,27.72583
7,9.5,0000 1 Jul 1991,27.20955
8,9.5,0000 1 Jul 1991,27.9296
9,9.5,0000 1 Jul 1991,26.45722
10,9.5,0000 1 Jul 1991,27.33523
11,9.5,0000 1 Jul 1991,26.73502
12,9.5,0000 1 Jul 1991,27.62653
13,9.5,0000 1 Jul 1991,26.86455
14,9.5,0000 1 Jul 1991,27.33469
15,9.5,0000 1 Jul 1991,27.36676
1,10.5,0000 1 Jul 1991,26.93574
2,10.5,0000 1 Jul 1991,27.51661
3,10.5,0000 1 Jul 1991,27.13835
4,10.5,0000 1 Jul 1991,27.15329
5,10.5,0000 1 Jul 1991,27.53821
6,10.5,0000 1 Jul 1991,27.39588
7,10.5,0000 1 Jul 1991,27.01389
8,10.5,0000 1 Jul 1991,28.11869
9,10.5,0000 1 Jul 1991,26.54131
10,10.5,0000 1 Jul 1991,27.35354
11,10.5,0000 1 Jul 1991,26.25718
12,10.5,0000 1 Jul 1991,27.74872
13,10.5,0000 1 Jul 1991,26.93619
14,10.5,0000 1 Jul 1991,27.35394
15,10.5,0000 1 Jul 1991,27.12306
1,1.5,0000 1 Aug 1991,26.83005
2,1.5,0000 1 Aug 1991,26.67807
3,1.5,0000 1 Aug 1991,26.89907
4,1.5,0000 1 Aug 1991,26.69399
5,1.5,0000 1 Aug 1991,26.90184
6,1.5,0000 1 Aug 1991,26.74128
7,1.5,0000 1 Aug 1991,26.62336
8,1.5,0000 1 Aug 1991,27.07992
9,1.5,0000 1 Aug 1991,26.95627
10,1.5,0000 1 Aug 1991,27.14214
11,1.5,0000 1 Aug 1991,26.52228
12,1.5,0000 1 Aug 1991,26.5635
13,1.5,0000 1 Aug 1991,26.59248
14,1.5,0000 1 Aug 1991,26.97441
15,1.5,0000 1 Aug 1991,26.73786
1,2.5,0000 1 Aug 1991,26.71126
2,2.5,0000 1 Aug 1991,26.30469
3,2.5,0000 1 Aug 1991,26.79855
4,2.5,0000 1 Aug 1991,26.58863
5,2.5,0000 1 Aug 1991,26.69689
6,2.5,0000 1 Aug 1991,26.54905
7,2.5,0000 1 Aug 1991,26.48668
8,2.5,0000 1 Aug 1991,26.93959
9,2.5,0000 1 Aug 1991,26.88739
10,2.5,0000 1 Aug 1991,27.18704
11,2.5,0000 1 Aug 1991,26.37304
12,2.5,0000 1 Aug 1991,26.46405
13,2.5,0000 1 Aug 1991,26.50638
14,2.5,0000 1 Aug 1991,26.81233
15,2.5,0000 1 Aug 1991,26.61962
1,3.5,0000 1 Aug 1991,26.67532
2,3.5,0000 1 Aug 1991,26.08307
3,3.5,0000 1 Aug 1991,26.82972
4,3.5,0000 1 Aug 1991,26.557
5,3.5,0000 1 Aug 1991,26.6215
6,3.5,0000 1 Aug 1991,26.5514
7,3.5,0000 1 Aug 1991,26.44086
8,3.5,0000 1 Aug 1991,26.89396
9,3.5,0000 1 Aug 1991,26.7902
10,3.5,0000 1 Aug 1991,27.33998
11,3.5,0000 1 Aug 1991,26.3681
12,3.5,0000 1 Aug 1991,26.49033
13,3.5,0000 1 Aug 1991,26.52938
14,3.5,0000 1 Aug 1991,26.72713
15,3.5,0000 1 Aug 1991,26.63704
1,4.5,0000 1 Aug 1991,26.61241
2,4.5,0000 1 Aug 1991,25.8203
3,4.5,0000 1 Aug 1991,26.66467
4,4.5,0000 1 Aug 1991,26.254
5,4.5,0000 1 Aug 1991,26.4542
6,4.5,0000 1 Aug 1991,26.43095
7,4.5,0000 1 Aug 1991,26.25261
8,4.5,0000 1 Aug 1991,26.77423
9,4.5,0000 1 Aug 1991,26.44192
10,4.5,0000 1 Aug 1991,27.3201
11,4.5,0000 1 Aug 1991,26.21001
12,4.5,0000 1 Aug 1991,26.35149
13,4.5,0000 1 Aug 1991,26.39147
14,4.5,0000 1 Aug 1991,26.57095
15,4.5,0000 1 Aug 1991,26.55197
1,5.5,0000 1 Aug 1991,26.57737
2,5.5,0000 1 Aug 1991,25.80402
3,5.5,0000 1 Aug 1991,26.41687
4,5.5,0000 1 Aug 1991,25.92645
5,5.5,0000 1 Aug 1991,26.36291
6,5.5,0000 1 Aug 1991,26.22269
7,5.5,0000 1 Aug 1991,26.08018
8,5.5,0000 1 Aug 1991,26.56707
9,5.5,0000 1 Aug 1991,26.10059
10,5.5,0000 1 Aug 1991,27.15782
11,5.5,0000 1 Aug 1991,26.00613
12,5.5,0000 1 Aug 1991,26.13438
13,5.5,0000 1 Aug 1991,26.08013
14,5.5,0000 1 Aug 1991,26.49301
15,5.5,0000 1 Aug 1991,26.42233
1,6.5,0000 1 Aug 1991,26.65424
2,6.5,0000 1 Aug 1991,26.02363
3,6.5,0000 1 Aug 1991,26.39276
4,6.5,0000 1 Aug 1991,25.85075
5,6.5,0000 1 Aug 1991,26.60575
6,6.5,0000 1 Aug 1991,26.23351
7,6.5,0000 1 Aug 1991,26.24108
8,6.5,0000 1 Aug 1991,26.56927
9,6.5,0000 1 Aug 1991,26.09794
10,6.5,0000 1 Aug 1991,27.13163
11,6.5,0000 1 Aug 1991,26.15151
12,6.5,0000 1 Aug 1991,26.12369
13,6.5,0000 1 Aug 1991,26.06832
14,6.5,0000 1 Aug 1991,26.66677
15,6.5,0000 1 Aug 1991,26.53174
1,7.5,0000 1 Aug 1991,26.96192
2,7.5,0000 1 Aug 1991,26.53885
3,7.5,0000 1 Aug 1991,26.73149
4,7.5,0000 1 Aug 1991,26.13182
5,7.5,0000 1 Aug 1991,27.11107
6,7.5,0000 1 Aug 1991,26.53304
7,7.5,0000 1 Aug 1991,26.80662
8,7.5,0000 1 Aug 1991,26.87086
9,7.5,0000 1 Aug 1991,26.47673
10,7.5,0000 1 Aug 1991,27.39621
11,7.5,0000 1 Aug 1991,26.57051
12,7.5,0000 1 Aug 1991,26.42813
13,7.5,0000 1 Aug 1991,26.39079
14,7.5,0000 1 Aug 1991,27.10701
15,7.5,0000 1 Aug 1991,26.93098
1,8.5,0000 1 Aug 1991,27.29682
2,8.5,0000 1 Aug 1991,26.97053
3,8.5,0000 1 Aug 1991,27.03861
4,8.5,0000 1 Aug 1991,26.51118
5,8.5,0000 1 Aug 1991,27.66316
6,8.5,0000 1 Aug 1991,26.91225
7,8.5,0000 1 Aug 1991,27.33779
8,8.5,0000 1 Aug 1991,27.18273
9,8.5,0000 1 Aug 1991,26.93264
10,8.5,0000 1 Aug 1991,27.79927
11,8.5,0000 1 Aug 1991,27.012
12,8.5,0000 1 Aug 1991,26.85798
13,8.5,0000 1 Aug 1991,26.70878
14,8.5,0000 1 Aug 1991,27.50276
15,8.5,0000 1 Aug 1991,27.29486
1,9.5,0000 1 Aug 1991,27.35914
2,9.5,0000 1 Aug 1991,27.02454
3,9.5,0000 1 Aug 1991,27.0542
4,9.5,0000 1 Aug 1991,26.65383
5,9.5,0000 1 Aug 1991,27.91513
6,9.5,0000 1 Aug 1991,27.03455
7,9.5,0000 1 Aug 1991,27.58325
8,9.5,0000 1 Aug 1991,27.14486
9,9.5,0000 1 Aug 1991,27.22555
10,9.5,0000 1 Aug 1991,27.78925
11,9.5,0000 1 Aug 1991,27.13145
12,9.5,0000 1 Aug 1991,27.14167
13,9.5,0000 1 Aug 1991,26.68171
14,9.5,0000 1 Aug 1991,27.51851
15,9.5,0000 1 Aug 1991,27.36025
1,10.5,0000 1 Aug 1991,26.9684
2,10.5,0000 1 Aug 1991,26.51561
3,10.5,0000 1 Aug 1991,26.69648
4,10.5,0000 1 Aug 1991,26.45625
5,10.5,0000 1 Aug 1991,27.72079
6,10.5,0000 1 Aug 1991,26.77817
7,10.5,0000 1 Aug 1991,27.32835
8,10.5,0000 1 Aug 1991,26.64474
9,10.5,0000 1 Aug 1991,27.10079
10,10.5,0000 1 Aug 1991,27.30544
11,10.5,0000 1 Aug 1991,26.93438
12,10.5,0000 1 Aug 1991,27.11206
13,10.5,0000 1 Aug 1991,26.26185
14,10.5,0000 1 Aug 1991,27.11552
15,10.5,0000 1 Aug 1991,26.88679
1,1.5,0000 1 Sep 1991,27.45746
2,1.5,0000 1 Sep 1991,27.31579
3,1.5,0000 1 Sep 1991,27.20361
4,1.5,0000 1 Sep 1991,27.29324
5,1.5,0000 1 Sep 1991,27.36028
6,1.5,0000 1 Sep 1991,27.19946
7,1.5,0000 1 Sep 1991,27.22886
8,1.5,0000 1 Sep 1991,27.01495
9,1.5,0000 1 Sep 1991,27.21287
10,1.5,0000 1 Sep 1991,27.30382
11,1.5,0000 1 Sep 1991,27.11813
12,1.5,0000 1 Sep 1991,27.34826
13,1.5,0000 1 Sep 1991,27.1338
14,1.5,0000 1 Sep 1991,27.33208
15,1.5,0000 1 Sep 1991,27.41673
1,2.5,0000 1 Sep 1991,27.45053
2,2.5,0000 1 Sep 1991,27.23597
3,2.5,0000 1 Sep 1991,27.10232
4,2.5,0000 1 Sep 1991,27.21259
5,2.5,0000 1 Sep 1991,27.4541
6,2.5,0000 1 Sep 1991,27.1875
7,2.5,0000 1 Sep 1991,27.23017
