L,M,MON,LDC_SST_CanESM5
5.5,9,0000 1 Feb 2009,300.4742
6.5,9,0000 1 Feb 2009,299.949
7.5,9,0000 1 Feb 2009,299.6646
8.5,9,0000 1 Feb 2009,299.604
9.5,9,0000 1 Feb 2009,299.6363
10.5,9,0000 1 Feb 2009,299.7463
1.5,10,0000 1 Feb 2009,300.1724
2.5,10,0000 1 Feb 2009,300.8466
3.5,10,0000 1 Feb 2009,301.2062
4.5,10,0000 1 Feb 2009,301.2017
5.5,10,0000 1 Feb 2009,300.9846
6.5,10,0000 1 Feb 2009,300.7308
7.5,10,0000 1 Feb 2009,300.6239
8.5,10,0000 1 Feb 2009,300.5795
9.5,10,0000 1 Feb 2009,300.554
10.5,10,0000 1 Feb 2009,300.493
1.5,11,0000 1 Feb 2009,300.2735
2.5,11,0000 1 Feb 2009,300.8341
3.5,11,0000 1 Feb 2009,301.0536
4.5,11,0000 1 Feb 2009,300.864
5.5,11,0000 1 Feb 2009,300.6022
6.5,11,0000 1 Feb 2009,300.4305
7.5,11,0000 1 Feb 2009,300.4337
8.5,11,0000 1 Feb 2009,300.5589
9.5,11,0000 1 Feb 2009,300.6436
10.5,11,0000 1 Feb 2009,300.5569
1.5,12,0000 1 Feb 2009,300.2269
2.5,12,0000 1 Feb 2009,300.9279
3.5,12,0000 1 Feb 2009,301.3635
4.5,12,0000 1 Feb 2009,301.3499
5.5,12,0000 1 Feb 2009,301.1102
6.5,12,0000 1 Feb 2009,300.8853
7.5,12,0000 1 Feb 2009,300.8184
8.5,12,0000 1 Feb 2009,300.9066
9.5,12,0000 1 Feb 2009,300.9906
10.5,12,0000 1 Feb 2009,300.9159
1.5,13,0000 1 Feb 2009,300.2782
2.5,13,0000 1 Feb 2009,301.0113
3.5,13,0000 1 Feb 2009,301.4052
4.5,13,0000 1 Feb 2009,301.4028
5.5,13,0000 1 Feb 2009,301.1389
6.5,13,0000 1 Feb 2009,300.8418
7.5,13,0000 1 Feb 2009,300.7439
8.5,13,0000 1 Feb 2009,300.8151
9.5,13,0000 1 Feb 2009,300.874
10.5,13,0000 1 Feb 2009,300.8596
1.5,14,0000 1 Feb 2009,300.3726
2.5,14,0000 1 Feb 2009,301.0652
3.5,14,0000 1 Feb 2009,301.4392
4.5,14,0000 1 Feb 2009,301.3651
5.5,14,0000 1 Feb 2009,300.9667
6.5,14,0000 1 Feb 2009,300.4863
7.5,14,0000 1 Feb 2009,300.2094
8.5,14,0000 1 Feb 2009,300.0858
9.5,14,0000 1 Feb 2009,300.0085
10.5,14,0000 1 Feb 2009,299.9237
1.5,15,0000 1 Feb 2009,300.1903
2.5,15,0000 1 Feb 2009,300.9506
3.5,15,0000 1 Feb 2009,301.4016
4.5,15,0000 1 Feb 2009,301.2179
5.5,15,0000 1 Feb 2009,300.7734
6.5,15,0000 1 Feb 2009,300.3318
7.5,15,0000 1 Feb 2009,299.9879
8.5,15,0000 1 Feb 2009,299.8363
9.5,15,0000 1 Feb 2009,299.8193
10.5,15,0000 1 Feb 2009,299.8249
1.5,16,0000 1 Feb 2009,300.3253
2.5,16,0000 1 Feb 2009,301.013
3.5,16,0000 1 Feb 2009,301.2934
4.5,16,0000 1 Feb 2009,301.3732
5.5,16,0000 1 Feb 2009,301.1494
6.5,16,0000 1 Feb 2009,300.8854
7.5,16,0000 1 Feb 2009,300.694
8.5,16,0000 1 Feb 2009,300.6009
9.5,16,0000 1 Feb 2009,300.5917
10.5,16,0000 1 Feb 2009,300.6025
1.5,17,0000 1 Feb 2009,300.3348
2.5,17,0000 1 Feb 2009,301.0937
3.5,17,0000 1 Feb 2009,301.525
4.5,17,0000 1 Feb 2009,301.4551
5.5,17,0000 1 Feb 2009,301.1669
6.5,17,0000 1 Feb 2009,300.876
7.5,17,0000 1 Feb 2009,300.6892
8.5,17,0000 1 Feb 2009,300.6817
9.5,17,0000 1 Feb 2009,300.7212
10.5,17,0000 1 Feb 2009,300.814
1.5,18,0000 1 Feb 2009,300.2738
2.5,18,0000 1 Feb 2009,301.088
3.5,18,0000 1 Feb 2009,301.5209
4.5,18,0000 1 Feb 2009,301.4828
5.5,18,0000 1 Feb 2009,301.0656
6.5,18,0000 1 Feb 2009,300.6579
7.5,18,0000 1 Feb 2009,300.3587
8.5,18,0000 1 Feb 2009,300.1831
9.5,18,0000 1 Feb 2009,300.0253
10.5,18,0000 1 Feb 2009,299.8251
1.5,19,0000 1 Feb 2009,300.2466
2.5,19,0000 1 Feb 2009,300.8061
3.5,19,0000 1 Feb 2009,301.0418
4.5,19,0000 1 Feb 2009,300.9649
5.5,19,0000 1 Feb 2009,300.6812
6.5,19,0000 1 Feb 2009,300.3235
7.5,19,0000 1 Feb 2009,300.1094
8.5,19,0000 1 Feb 2009,300.0388
9.5,19,0000 1 Feb 2009,300.0028
10.5,19,0000 1 Feb 2009,299.9359
1.5,20,0000 1 Feb 2009,300.1602
2.5,20,0000 1 Feb 2009,300.716
3.5,20,0000 1 Feb 2009,300.9941
4.5,20,0000 1 Feb 2009,301.0424
5.5,20,0000 1 Feb 2009,300.877
6.5,20,0000 1 Feb 2009,300.7243
7.5,20,0000 1 Feb 2009,300.6411
8.5,20,0000 1 Feb 2009,300.6351
9.5,20,0000 1 Feb 2009,300.5855
10.5,20,0000 1 Feb 2009,300.4563
1.5,1,0000 1 Mar 2009,300.7016
2.5,1,0000 1 Mar 2009,301.0834
3.5,1,0000 1 Mar 2009,301.067
4.5,1,0000 1 Mar 2009,300.6978
5.5,1,0000 1 Mar 2009,300.3524
6.5,1,0000 1 Mar 2009,300.2532
7.5,1,0000 1 Mar 2009,300.3467
8.5,1,0000 1 Mar 2009,300.343
9.5,1,0000 1 Mar 2009,300.1839
10.5,1,0000 1 Mar 2009,300.2075
1.5,2,0000 1 Mar 2009,300.6238
2.5,2,0000 1 Mar 2009,301.0323
3.5,2,0000 1 Mar 2009,301.1821
4.5,2,0000 1 Mar 2009,300.9851
5.5,2,0000 1 Mar 2009,300.8584
6.5,2,0000 1 Mar 2009,300.9088
7.5,2,0000 1 Mar 2009,301.1059
8.5,2,0000 1 Mar 2009,301.256
9.5,2,0000 1 Mar 2009,301.2749
10.5,2,0000 1 Mar 2009,301.2925
1.5,3,0000 1 Mar 2009,300.6198
2.5,3,0000 1 Mar 2009,300.9618
3.5,3,0000 1 Mar 2009,300.9565
4.5,3,0000 1 Mar 2009,300.7665
5.5,3,0000 1 Mar 2009,300.5872
6.5,3,0000 1 Mar 2009,300.5826
7.5,3,0000 1 Mar 2009,300.6753
8.5,3,0000 1 Mar 2009,300.6537
9.5,3,0000 1 Mar 2009,300.4839
10.5,3,0000 1 Mar 2009,300.3204
1.5,4,0000 1 Mar 2009,300.5705
2.5,4,0000 1 Mar 2009,300.9549
3.5,4,0000 1 Mar 2009,300.9702
4.5,4,0000 1 Mar 2009,300.6581
5.5,4,0000 1 Mar 2009,300.3077
6.5,4,0000 1 Mar 2009,300.1222
7.5,4,0000 1 Mar 2009,300.0967
8.5,4,0000 1 Mar 2009,300.1147
9.5,4,0000 1 Mar 2009,300.0986
10.5,4,0000 1 Mar 2009,300.2913
1.5,5,0000 1 Mar 2009,300.7154
2.5,5,0000 1 Mar 2009,301.1322
3.5,5,0000 1 Mar 2009,301.1869
4.5,5,0000 1 Mar 2009,301.0211
5.5,5,0000 1 Mar 2009,300.8298
6.5,5,0000 1 Mar 2009,300.7176
7.5,5,0000 1 Mar 2009,300.6955
8.5,5,0000 1 Mar 2009,300.5546
9.5,5,0000 1 Mar 2009,300.3726
10.5,5,0000 1 Mar 2009,300.2479
1.5,6,0000 1 Mar 2009,300.8134
2.5,6,0000 1 Mar 2009,301.2252
3.5,6,0000 1 Mar 2009,301.1867
4.5,6,0000 1 Mar 2009,300.9135
5.5,6,0000 1 Mar 2009,300.5996
6.5,6,0000 1 Mar 2009,300.4185
7.5,6,0000 1 Mar 2009,300.3517
8.5,6,0000 1 Mar 2009,300.2832
9.5,6,0000 1 Mar 2009,300.1649
10.5,6,0000 1 Mar 2009,300.0444
1.5,7,0000 1 Mar 2009,300.7982
2.5,7,0000 1 Mar 2009,301.1683
3.5,7,0000 1 Mar 2009,301.1298
4.5,7,0000 1 Mar 2009,300.9124
5.5,7,0000 1 Mar 2009,300.7215
6.5,7,0000 1 Mar 2009,300.6595
7.5,7,0000 1 Mar 2009,300.8346
8.5,7,0000 1 Mar 2009,300.9855
9.5,7,0000 1 Mar 2009,301.0919
10.5,7,0000 1 Mar 2009,301.254
1.5,8,0000 1 Mar 2009,300.6942
2.5,8,0000 1 Mar 2009,301.0716
3.5,8,0000 1 Mar 2009,301.0245
4.5,8,0000 1 Mar 2009,300.6551
5.5,8,0000 1 Mar 2009,300.1881
6.5,8,0000 1 Mar 2009,299.9323
7.5,8,0000 1 Mar 2009,299.8332
8.5,8,0000 1 Mar 2009,299.8814
9.5,8,0000 1 Mar 2009,299.8611
10.5,8,0000 1 Mar 2009,299.9656
1.5,9,0000 1 Mar 2009,300.6704
2.5,9,0000 1 Mar 2009,300.951
3.5,9,0000 1 Mar 2009,300.9101
4.5,9,0000 1 Mar 2009,300.6899
5.5,9,0000 1 Mar 2009,300.4736
6.5,9,0000 1 Mar 2009,300.3894
7.5,9,0000 1 Mar 2009,300.358
8.5,9,0000 1 Mar 2009,300.3079
9.5,9,0000 1 Mar 2009,300.2135
10.5,9,0000 1 Mar 2009,300.2481
1.5,10,0000 1 Mar 2009,300.6385
2.5,10,0000 1 Mar 2009,300.9669
3.5,10,0000 1 Mar 2009,300.9258
4.5,10,0000 1 Mar 2009,300.6368
5.5,10,0000 1 Mar 2009,300.3564
6.5,10,0000 1 Mar 2009,300.2292
7.5,10,0000 1 Mar 2009,300.2419
8.5,10,0000 1 Mar 2009,300.2661
9.5,10,0000 1 Mar 2009,300.3348
10.5,10,0000 1 Mar 2009,300.4356
1.5,11,0000 1 Mar 2009,300.8108
2.5,11,0000 1 Mar 2009,301.2008
3.5,11,0000 1 Mar 2009,301.1834
4.5,11,0000 1 Mar 2009,300.8461
5.5,11,0000 1 Mar 2009,300.5184
6.5,11,0000 1 Mar 2009,300.4148
7.5,11,0000 1 Mar 2009,300.5183
8.5,11,0000 1 Mar 2009,300.567
9.5,11,0000 1 Mar 2009,300.455
10.5,11,0000 1 Mar 2009,300.4052
1.5,12,0000 1 Mar 2009,300.8409
2.5,12,0000 1 Mar 2009,301.1618
3.5,12,0000 1 Mar 2009,301.1022
4.5,12,0000 1 Mar 2009,300.7087
5.5,12,0000 1 Mar 2009,300.3232
6.5,12,0000 1 Mar 2009,300.1657
7.5,12,0000 1 Mar 2009,300.2505
8.5,12,0000 1 Mar 2009,300.3994
9.5,12,0000 1 Mar 2009,300.4745
10.5,12,0000 1 Mar 2009,300.527
1.5,13,0000 1 Mar 2009,301.1015
2.5,13,0000 1 Mar 2009,301.4454
3.5,13,0000 1 Mar 2009,301.3632
4.5,13,0000 1 Mar 2009,300.9746
5.5,13,0000 1 Mar 2009,300.6248
6.5,13,0000 1 Mar 2009,300.3874
7.5,13,0000 1 Mar 2009,300.2634
8.5,13,0000 1 Mar 2009,300.1673
9.5,13,0000 1 Mar 2009,300.0913
10.5,13,0000 1 Mar 2009,300.1311
1.5,14,0000 1 Mar 2009,300.8435
2.5,14,0000 1 Mar 2009,301.2064
3.5,14,0000 1 Mar 2009,301.2679
4.5,14,0000 1 Mar 2009,301.0323
5.5,14,0000 1 Mar 2009,300.8099
6.5,14,0000 1 Mar 2009,300.7077
7.5,14,0000 1 Mar 2009,300.7732
8.5,14,0000 1 Mar 2009,300.8854
9.5,14,0000 1 Mar 2009,300.913
10.5,14,0000 1 Mar 2009,300.9139
1.5,15,0000 1 Mar 2009,300.8842
2.5,15,0000 1 Mar 2009,301.1931
3.5,15,0000 1 Mar 2009,301.1723
4.5,15,0000 1 Mar 2009,300.8641
5.5,15,0000 1 Mar 2009,300.4702
6.5,15,0000 1 Mar 2009,300.146
7.5,15,0000 1 Mar 2009,299.9774
8.5,15,0000 1 Mar 2009,299.8942
9.5,15,0000 1 Mar 2009,299.8957
10.5,15,0000 1 Mar 2009,300.1351
1.5,16,0000 1 Mar 2009,300.9539
2.5,16,0000 1 Mar 2009,301.3144
3.5,16,0000 1 Mar 2009,301.3278
4.5,16,0000 1 Mar 2009,301.137
5.5,16,0000 1 Mar 2009,300.9509
6.5,16,0000 1 Mar 2009,300.8867
7.5,16,0000 1 Mar 2009,300.9125
8.5,16,0000 1 Mar 2009,300.9855
9.5,16,0000 1 Mar 2009,300.9412
10.5,16,0000 1 Mar 2009,300.9019
1.5,17,0000 1 Mar 2009,300.7401
2.5,17,0000 1 Mar 2009,301.0856
3.5,17,0000 1 Mar 2009,301.0994
4.5,17,0000 1 Mar 2009,300.8257
5.5,17,0000 1 Mar 2009,300.5179
6.5,17,0000 1 Mar 2009,300.3042
7.5,17,0000 1 Mar 2009,300.222
8.5,17,0000 1 Mar 2009,300.1548
9.5,17,0000 1 Mar 2009,300.1181
10.5,17,0000 1 Mar 2009,300.0244
1.5,18,0000 1 Mar 2009,300.8265
2.5,18,0000 1 Mar 2009,301.1209
3.5,18,0000 1 Mar 2009,301.0811
4.5,18,0000 1 Mar 2009,300.6934
5.5,18,0000 1 Mar 2009,300.3681
6.5,18,0000 1 Mar 2009,300.2842
7.5,18,0000 1 Mar 2009,300.3756
8.5,18,0000 1 Mar 2009,300.4681
9.5,18,0000 1 Mar 2009,300.4486
10.5,18,0000 1 Mar 2009,300.4614
1.5,19,0000 1 Mar 2009,300.7977
2.5,19,0000 1 Mar 2009,301.06
3.5,19,0000 1 Mar 2009,301.0641
4.5,19,0000 1 Mar 2009,300.7511
5.5,19,0000 1 Mar 2009,300.4725
6.5,19,0000 1 Mar 2009,300.2469
7.5,19,0000 1 Mar 2009,300.1426
8.5,19,0000 1 Mar 2009,300.0527
9.5,19,0000 1 Mar 2009,299.937
10.5,19,0000 1 Mar 2009,299.9419
1.5,20,0000 1 Mar 2009,300.7703
2.5,20,0000 1 Mar 2009,301.0624
3.5,20,0000 1 Mar 2009,301.0457
4.5,20,0000 1 Mar 2009,300.8184
5.5,20,0000 1 Mar 2009,300.6279
6.5,20,0000 1 Mar 2009,300.6418
7.5,20,0000 1 Mar 2009,300.7897
8.5,20,0000 1 Mar 2009,300.9364
9.5,20,0000 1 Mar 2009,300.9433
10.5,20,0000 1 Mar 2009,300.9691
1.5,1,0000 1 Apr 2009,301.0317
2.5,1,0000 1 Apr 2009,301.0582
3.5,1,0000 1 Apr 2009,300.782
4.5,1,0000 1 Apr 2009,300.5367
5.5,1,0000 1 Apr 2009,300.4162
6.5,1,0000 1 Apr 2009,300.3548
7.5,1,0000 1 Apr 2009,300.2477
8.5,1,0000 1 Apr 2009,300.0274
9.5,1,0000 1 Apr 2009,299.9102
10.5,1,0000 1 Apr 2009,300.0308
1.5,2,0000 1 Apr 2009,300.8634
2.5,2,0000 1 Apr 2009,300.8727
3.5,2,0000 1 Apr 2009,300.6339
4.5,2,0000 1 Apr 2009,300.3803
5.5,2,0000 1 Apr 2009,300.1969
6.5,2,0000 1 Apr 2009,300.1779
7.5,2,0000 1 Apr 2009,300.1935
8.5,2,0000 1 Apr 2009,300.2438
9.5,2,0000 1 Apr 2009,300.3832
10.5,2,0000 1 Apr 2009,300.7914
1.5,3,0000 1 Apr 2009,300.9448
2.5,3,0000 1 Apr 2009,300.9515
3.5,3,0000 1 Apr 2009,300.6816
4.5,3,0000 1 Apr 2009,300.3786
5.5,3,0000 1 Apr 2009,300.277
6.5,3,0000 1 Apr 2009,300.3324
7.5,3,0000 1 Apr 2009,300.4878
8.5,3,0000 1 Apr 2009,300.6364
9.5,3,0000 1 Apr 2009,300.8598
10.5,3,0000 1 Apr 2009,301.1684
1.5,4,0000 1 Apr 2009,301.0786
2.5,4,0000 1 Apr 2009,301.2292
3.5,4,0000 1 Apr 2009,301.0381
4.5,4,0000 1 Apr 2009,300.816
5.5,4,0000 1 Apr 2009,300.6811
6.5,4,0000 1 Apr 2009,300.6631
7.5,4,0000 1 Apr 2009,300.616
8.5,4,0000 1 Apr 2009,300.5833
9.5,4,0000 1 Apr 2009,300.7083
10.5,4,0000 1 Apr 2009,301.1371
1.5,5,0000 1 Apr 2009,300.8798
2.5,5,0000 1 Apr 2009,300.8039
3.5,5,0000 1 Apr 2009,300.5275
4.5,5,0000 1 Apr 2009,300.2673
5.5,5,0000 1 Apr 2009,300.0814
6.5,5,0000 1 Apr 2009,299.9657
7.5,5,0000 1 Apr 2009,299.8575
8.5,5,0000 1 Apr 2009,299.7506
9.5,5,0000 1 Apr 2009,299.7907
10.5,5,0000 1 Apr 2009,300.2687
1.5,6,0000 1 Apr 2009,301.0971
2.5,6,0000 1 Apr 2009,301.2391
3.5,6,0000 1 Apr 2009,301.0431
4.5,6,0000 1 Apr 2009,300.7568
5.5,6,0000 1 Apr 2009,300.5618
6.5,6,0000 1 Apr 2009,300.501
7.5,6,0000 1 Apr 2009,300.4419
8.5,6,0000 1 Apr 2009,300.405
9.5,6,0000 1 Apr 2009,300.4934
10.5,6,0000 1 Apr 2009,300.8679
1.5,7,0000 1 Apr 2009,301.1105
2.5,7,0000 1 Apr 2009,301.2204
3.5,7,0000 1 Apr 2009,301.0195
4.5,7,0000 1 Apr 2009,300.7579
5.5,7,0000 1 Apr 2009,300.5893
6.5,7,0000 1 Apr 2009,300.5499
7.5,7,0000 1 Apr 2009,300.474
8.5,7,0000 1 Apr 2009,300.4384
9.5,7,0000 1 Apr 2009,300.4789
10.5,7,0000 1 Apr 2009,300.6639
1.5,8,0000 1 Apr 2009,301.1353
2.5,8,0000 1 Apr 2009,301.2408
3.5,8,0000 1 Apr 2009,300.9921
4.5,8,0000 1 Apr 2009,300.7081
5.5,8,0000 1 Apr 2009,300.5757
6.5,8,0000 1 Apr 2009,300.5718
7.5,8,0000 1 Apr 2009,300.5943
8.5,8,0000 1 Apr 2009,300.6022
9.5,8,0000 1 Apr 2009,300.7086
10.5,8,0000 1 Apr 2009,300.9644
1.5,9,0000 1 Apr 2009,301.1392
2.5,9,0000 1 Apr 2009,301.2428
3.5,9,0000 1 Apr 2009,301.0092
4.5,9,0000 1 Apr 2009,300.6945
5.5,9,0000 1 Apr 2009,300.5237
6.5,9,0000 1 Apr 2009,300.5491
7.5,9,0000 1 Apr 2009,300.6465
8.5,9,0000 1 Apr 2009,300.7567
9.5,9,0000 1 Apr 2009,300.9691
10.5,9,0000 1 Apr 2009,301.3971
1.5,10,0000 1 Apr 2009,300.9725
2.5,10,0000 1 Apr 2009,300.9715
3.5,10,0000 1 Apr 2009,300.7151
4.5,10,0000 1 Apr 2009,300.4693
5.5,10,0000 1 Apr 2009,300.288
6.5,10,0000 1 Apr 2009,300.1637
7.5,10,0000 1 Apr 2009,300.0562
8.5,10,0000 1 Apr 2009,300.0416
9.5,10,0000 1 Apr 2009,300.3227
10.5,10,0000 1 Apr 2009,300.8623
1.5,11,0000 1 Apr 2009,300.9656
2.5,11,0000 1 Apr 2009,300.9756
3.5,11,0000 1 Apr 2009,300.7497
4.5,11,0000 1 Apr 2009,300.4462
5.5,11,0000 1 Apr 2009,300.2436
6.5,11,0000 1 Apr 2009,300.2324
7.5,11,0000 1 Apr 2009,300.2695
8.5,11,0000 1 Apr 2009,300.2949
9.5,11,0000 1 Apr 2009,300.3436
10.5,11,0000 1 Apr 2009,300.6215
1.5,12,0000 1 Apr 2009,301.1661
2.5,12,0000 1 Apr 2009,301.2627
3.5,12,0000 1 Apr 2009,301.0001
4.5,12,0000 1 Apr 2009,300.7787
5.5,12,0000 1 Apr 2009,300.6879
6.5,12,0000 1 Apr 2009,300.8028
7.5,12,0000 1 Apr 2009,300.9373
8.5,12,0000 1 Apr 2009,300.9706
9.5,12,0000 1 Apr 2009,301.0009
10.5,12,0000 1 Apr 2009,301.2442
1.5,13,0000 1 Apr 2009,300.9455
2.5,13,0000 1 Apr 2009,300.9389
3.5,13,0000 1 Apr 2009,300.7019
4.5,13,0000 1 Apr 2009,300.3991
5.5,13,0000 1 Apr 2009,300.2146
6.5,13,0000 1 Apr 2009,300.136
7.5,13,0000 1 Apr 2009,300.1047
8.5,13,0000 1 Apr 2009,300.0333
9.5,13,0000 1 Apr 2009,300.1516
10.5,13,0000 1 Apr 2009,300.6465
1.5,14,0000 1 Apr 2009,300.9018
2.5,14,0000 1 Apr 2009,300.9882
3.5,14,0000 1 Apr 2009,300.8354
4.5,14,0000 1 Apr 2009,300.5668
5.5,14,0000 1 Apr 2009,300.3271
6.5,14,0000 1 Apr 2009,300.2258
7.5,14,0000 1 Apr 2009,300.1682
8.5,14,0000 1 Apr 2009,300.1918
9.5,14,0000 1 Apr 2009,300.3035
10.5,14,0000 1 Apr 2009,300.7169
1.5,15,0000 1 Apr 2009,300.894
2.5,15,0000 1 Apr 2009,300.8457
3.5,15,0000 1 Apr 2009,300.583
4.5,15,0000 1 Apr 2009,300.3429
5.5,15,0000 1 Apr 2009,300.2058
6.5,15,0000 1 Apr 2009,300.1393
7.5,15,0000 1 Apr 2009,300.0392
8.5,15,0000 1 Apr 2009,299.8675
9.5,15,0000 1 Apr 2009,299.7473
10.5,15,0000 1 Apr 2009,300.0026
1.5,16,0000 1 Apr 2009,301.078
2.5,16,0000 1 Apr 2009,301.2144
3.5,16,0000 1 Apr 2009,301.1089
4.5,16,0000 1 Apr 2009,300.9303
5.5,16,0000 1 Apr 2009,300.8134
6.5,16,0000 1 Apr 2009,300.879
7.5,16,0000 1 Apr 2009,301.02
8.5,16,0000 1 Apr 2009,301.0646
9.5,16,0000 1 Apr 2009,301.1306
10.5,16,0000 1 Apr 2009,301.4137
1.5,17,0000 1 Apr 2009,300.9951
2.5,17,0000 1 Apr 2009,301.0502
3.5,17,0000 1 Apr 2009,300.8734
4.5,17,0000 1 Apr 2009,300.622
5.5,17,0000 1 Apr 2009,300.5319
6.5,17,0000 1 Apr 2009,300.5486
7.5,17,0000 1 Apr 2009,300.6822
8.5,17,0000 1 Apr 2009,300.8515
9.5,17,0000 1 Apr 2009,301.0786
10.5,17,0000 1 Apr 2009,301.3048
1.5,18,0000 1 Apr 2009,301.1741
2.5,18,0000 1 Apr 2009,301.3586
3.5,18,0000 1 Apr 2009,301.2351
4.5,18,0000 1 Apr 2009,301.0257
5.5,18,0000 1 Apr 2009,300.9297
6.5,18,0000 1 Apr 2009,300.9308
7.5,18,0000 1 Apr 2009,301.0087
8.5,18,0000 1 Apr 2009,301.0323
9.5,18,0000 1 Apr 2009,301.1692
10.5,18,0000 1 Apr 2009,301.4044
1.5,19,0000 1 Apr 2009,301.0598
2.5,19,0000 1 Apr 2009,301.1264
3.5,19,0000 1 Apr 2009,300.9441
4.5,19,0000 1 Apr 2009,300.7805
5.5,19,0000 1 Apr 2009,300.791
6.5,19,0000 1 Apr 2009,300.9331
7.5,19,0000 1 Apr 2009,301.056
8.5,19,0000 1 Apr 2009,301.0182
9.5,19,0000 1 Apr 2009,300.8248
10.5,19,0000 1 Apr 2009,300.8312
1.5,20,0000 1 Apr 2009,300.9613
2.5,20,0000 1 Apr 2009,300.8853
3.5,20,0000 1 Apr 2009,300.5292
4.5,20,0000 1 Apr 2009,300.2356
5.5,20,0000 1 Apr 2009,300.0951
6.5,20,0000 1 Apr 2009,300.1737
7.5,20,0000 1 Apr 2009,300.2429
8.5,20,0000 1 Apr 2009,300.3465
9.5,20,0000 1 Apr 2009,300.4678
10.5,20,0000 1 Apr 2009,300.8818
1.5,1,0000 1 May 2009,301.0636
2.5,1,0000 1 May 2009,300.7655
3.5,1,0000 1 May 2009,300.3996
4.5,1,0000 1 May 2009,300.1074
5.5,1,0000 1 May 2009,300.0278
6.5,1,0000 1 May 2009,299.9814
7.5,1,0000 1 May 2009,300.0368
8.5,1,0000 1 May 2009,300.2281
9.5,1,0000 1 May 2009,300.6385
10.5,1,0000 1 May 2009,301.2061
1.5,2,0000 1 May 2009,300.8387
2.5,2,0000 1 May 2009,300.5621
3.5,2,0000 1 May 2009,300.4322
4.5,2,0000 1 May 2009,300.4816
5.5,2,0000 1 May 2009,300.6201
6.5,2,0000 1 May 2009,300.748
7.5,2,0000 1 May 2009,300.7559
8.5,2,0000 1 May 2009,300.7536
9.5,2,0000 1 May 2009,300.9068
10.5,2,0000 1 May 2009,301.4163
1.5,3,0000 1 May 2009,301.0446
2.5,3,0000 1 May 2009,300.7941
3.5,3,0000 1 May 2009,300.5597
4.5,3,0000 1 May 2009,300.3576
5.5,3,0000 1 May 2009,300.247
6.5,3,0000 1 May 2009,300.1429
7.5,3,0000 1 May 2009,300.1055
8.5,3,0000 1 May 2009,300.3334
9.5,3,0000 1 May 2009,300.8365
10.5,3,0000 1 May 2009,301.5221
1.5,4,0000 1 May 2009,301.0121
2.5,4,0000 1 May 2009,300.7821
3.5,4,0000 1 May 2009,300.5165
4.5,4,0000 1 May 2009,300.3228
5.5,4,0000 1 May 2009,300.2883
6.5,4,0000 1 May 2009,300.3633
7.5,4,0000 1 May 2009,300.4536
8.5,4,0000 1 May 2009,300.6542
9.5,4,0000 1 May 2009,300.9743
10.5,4,0000 1 May 2009,301.5886
1.5,5,0000 1 May 2009,300.901
2.5,5,0000 1 May 2009,300.605
3.5,5,0000 1 May 2009,300.3383
4.5,5,0000 1 May 2009,300.2021
5.5,5,0000 1 May 2009,300.2512
6.5,5,0000 1 May 2009,300.3638
7.5,5,0000 1 May 2009,300.451
8.5,5,0000 1 May 2009,300.5432
9.5,5,0000 1 May 2009,300.8499
10.5,5,0000 1 May 2009,301.4133
1.5,6,0000 1 May 2009,300.9025
2.5,6,0000 1 May 2009,300.549
3.5,6,0000 1 May 2009,300.255
4.5,6,0000 1 May 2009,300.0992
5.5,6,0000 1 May 2009,300.1167
6.5,6,0000 1 May 2009,300.1042
7.5,6,0000 1 May 2009,300.0629
8.5,6,0000 1 May 2009,300.1651
9.5,6,0000 1 May 2009,300.4915
10.5,6,0000 1 May 2009,301.1136
1.5,7,0000 1 May 2009,301.0034
2.5,7,0000 1 May 2009,300.7221
3.5,7,0000 1 May 2009,300.4555
4.5,7,0000 1 May 2009,300.3389
5.5,7,0000 1 May 2009,300.3574
6.5,7,0000 1 May 2009,300.4041
7.5,7,0000 1 May 2009,300.4815
8.5,7,0000 1 May 2009,300.6605
9.5,7,0000 1 May 2009,301.0078
10.5,7,0000 1 May 2009,301.4606
1.5,8,0000 1 May 2009,300.9135
2.5,8,0000 1 May 2009,300.5584
3.5,8,0000 1 May 2009,300.2096
4.5,8,0000 1 May 2009,300.0534
5.5,8,0000 1 May 2009,300.0811
6.5,8,0000 1 May 2009,300.1508
7.5,8,0000 1 May 2009,300.1392
8.5,8,0000 1 May 2009,300.2029
9.5,8,0000 1 May 2009,300.401
10.5,8,0000 1 May 2009,300.8558
1.5,9,0000 1 May 2009,301.2163
2.5,9,0000 1 May 2009,301.0801
3.5,9,0000 1 May 2009,300.9363
4.5,9,0000 1 May 2009,300.8608
5.5,9,0000 1 May 2009,300.833
6.5,9,0000 1 May 2009,300.7844
7.5,9,0000 1 May 2009,300.8225
8.5,9,0000 1 May 2009,301.0656
9.5,9,0000 1 May 2009,301.4507
10.5,9,0000 1 May 2009,301.9021
1.5,10,0000 1 May 2009,301.1075
2.5,10,0000 1 May 2009,300.8966
3.5,10,0000 1 May 2009,300.7074
4.5,10,0000 1 May 2009,300.6385
5.5,10,0000 1 May 2009,300.6128
6.5,10,0000 1 May 2009,300.6016
7.5,10,0000 1 May 2009,300.5454
8.5,10,0000 1 May 2009,300.5719
9.5,10,0000 1 May 2009,300.83
10.5,10,0000 1 May 2009,301.3418
1.5,11,0000 1 May 2009,301.2146
2.5,11,0000 1 May 2009,300.946
3.5,11,0000 1 May 2009,300.6447
