L,MON,LDC_SST_CanCM4i_IC3
1.5,0000 1 Jun 2013,299.1222
2.5,0000 1 Jun 2013,298.1914
3.5,0000 1 Jun 2013,297.7582
4.5,0000 1 Jun 2013,297.7764
5.5,0000 1 Jun 2013,297.9553
6.5,0000 1 Jun 2013,298.0999
7.5,0000 1 Jun 2013,298.3344
8.5,0000 1 Jun 2013,298.7475
9.5,0000 1 Jun 2013,299.3928
10.5,0000 1 Jun 2013,300.1326
1.5,0000 1 Jul 2013,298.9627
2.5,0000 1 Jul 2013,298.4599
3.5,0000 1 Jul 2013,298.4319
4.5,0000 1 Jul 2013,298.6258
5.5,0000 1 Jul 2013,298.7822
6.5,0000 1 Jul 2013,298.9764
7.5,0000 1 Jul 2013,299.2756
8.5,0000 1 Jul 2013,299.7781
9.5,0000 1 Jul 2013,300.3672
10.5,0000 1 Jul 2013,300.8218
1.5,0000 1 Aug 2013,298.8831
2.5,0000 1 Aug 2013,298.6609
3.5,0000 1 Aug 2013,298.739
4.5,0000 1 Aug 2013,298.873
5.5,0000 1 Aug 2013,298.9986
6.5,0000 1 Aug 2013,299.2169
7.5,0000 1 Aug 2013,299.6796
8.5,0000 1 Aug 2013,300.2857
9.5,0000 1 Aug 2013,300.7598
10.5,0000 1 Aug 2013,300.8918
1.5,0000 1 Sep 2013,299.3854
2.5,0000 1 Sep 2013,299.3532
3.5,0000 1 Sep 2013,299.4804
4.5,0000 1 Sep 2013,299.586
5.5,0000 1 Sep 2013,299.6812
6.5,0000 1 Sep 2013,299.9551
7.5,0000 1 Sep 2013,300.4209
8.5,0000 1 Sep 2013,300.8491
9.5,0000 1 Sep 2013,300.9525
10.5,0000 1 Sep 2013,300.6066
1.5,0000 1 Oct 2013,299.2698
2.5,0000 1 Oct 2013,299.1386
3.5,0000 1 Oct 2013,299.1162
4.5,0000 1 Oct 2013,299.1777
5.5,0000 1 Oct 2013,299.4746
6.5,0000 1 Oct 2013,299.9692
7.5,0000 1 Oct 2013,300.4284
8.5,0000 1 Oct 2013,300.5664
9.5,0000 1 Oct 2013,300.2483
10.5,0000 1 Oct 2013,299.7597
1.5,0000 1 Nov 2013,299.3883
2.5,0000 1 Nov 2013,299.1658
3.5,0000 1 Nov 2013,299.1744
4.5,0000 1 Nov 2013,299.6108
5.5,0000 1 Nov 2013,300.2768
6.5,0000 1 Nov 2013,300.8284
7.5,0000 1 Nov 2013,300.9487
8.5,0000 1 Nov 2013,300.636
9.5,0000 1 Nov 2013,300.1935
10.5,0000 1 Nov 2013,299.9271
1.5,0000 1 Dec 2013,299.353
2.5,0000 1 Dec 2013,299.1581
3.5,0000 1 Dec 2013,299.4384
4.5,0000 1 Dec 2013,300.0379
5.5,0000 1 Dec 2013,300.5598
6.5,0000 1 Dec 2013,300.6621
7.5,0000 1 Dec 2013,300.3236
8.5,0000 1 Dec 2013,299.8486
9.5,0000 1 Dec 2013,299.5198
10.5,0000 1 Dec 2013,299.4786
1.5,0000 1 Jan 2014,299.7411
2.5,0000 1 Jan 2014,300.1085
3.5,0000 1 Jan 2014,300.6399
4.5,0000 1 Jan 2014,301.0382
5.5,0000 1 Jan 2014,301.0693
6.5,0000 1 Jan 2014,300.692
7.5,0000 1 Jan 2014,300.1533
8.5,0000 1 Jan 2014,299.7698
9.5,0000 1 Jan 2014,299.6894
10.5,0000 1 Jan 2014,299.8209
1.5,0000 1 Feb 2014,300.2535
2.5,0000 1 Feb 2014,300.8568
3.5,0000 1 Feb 2014,301.2807
4.5,0000 1 Feb 2014,301.355
5.5,0000 1 Feb 2014,301.0828
6.5,0000 1 Feb 2014,300.6969
7.5,0000 1 Feb 2014,300.5049
8.5,0000 1 Feb 2014,300.6561
9.5,0000 1 Feb 2014,300.9867
10.5,0000 1 Feb 2014,301.1922
1.5,0000 1 Mar 2014,300.7996
2.5,0000 1 Mar 2014,301.2072
3.5,0000 1 Mar 2014,301.2534
4.5,0000 1 Mar 2014,300.972
5.5,0000 1 Mar 2014,300.5901
6.5,0000 1 Mar 2014,300.375
7.5,0000 1 Mar 2014,300.4459
8.5,0000 1 Mar 2014,300.6663
9.5,0000 1 Mar 2014,300.8047
10.5,0000 1 Mar 2014,300.7854
1.5,0000 1 Apr 2014,301.1664
2.5,0000 1 Apr 2014,301.103
3.5,0000 1 Apr 2014,300.7532
4.5,0000 1 Apr 2014,300.3208
5.5,0000 1 Apr 2014,300.0999
6.5,0000 1 Apr 2014,300.1877
7.5,0000 1 Apr 2014,300.4478
8.5,0000 1 Apr 2014,300.6493
9.5,0000 1 Apr 2014,300.7826
10.5,0000 1 Apr 2014,300.8694
1.5,0000 1 May 2014,301.2081
2.5,0000 1 May 2014,300.7593
3.5,0000 1 May 2014,300.2441
4.5,0000 1 May 2014,299.9208
5.5,0000 1 May 2014,299.9542
6.5,0000 1 May 2014,300.2073
7.5,0000 1 May 2014,300.4372
8.5,0000 1 May 2014,300.5973
9.5,0000 1 May 2014,300.7383
10.5,0000 1 May 2014,300.9937
1.5,0000 1 Jun 2014,300.433
2.5,0000 1 Jun 2014,299.7986
3.5,0000 1 Jun 2014,299.4733
4.5,0000 1 Jun 2014,299.5129
5.5,0000 1 Jun 2014,299.7422
6.5,0000 1 Jun 2014,299.9315
7.5,0000 1 Jun 2014,300.092
8.5,0000 1 Jun 2014,300.3103
9.5,0000 1 Jun 2014,300.7081
10.5,0000 1 Jun 2014,301.1627
1.5,0000 1 Jul 2014,300.0211
2.5,0000 1 Jul 2014,299.6937
3.5,0000 1 Jul 2014,299.7704
4.5,0000 1 Jul 2014,300.0421
5.5,0000 1 Jul 2014,300.2799
6.5,0000 1 Jul 2014,300.4658
7.5,0000 1 Jul 2014,300.663
8.5,0000 1 Jul 2014,300.9551
9.5,0000 1 Jul 2014,301.3152
10.5,0000 1 Jul 2014,301.5364
1.5,0000 1 Aug 2014,299.6867
2.5,0000 1 Aug 2014,299.62
3.5,0000 1 Aug 2014,299.8577
4.5,0000 1 Aug 2014,300.1125
5.5,0000 1 Aug 2014,300.2815
6.5,0000 1 Aug 2014,300.4645
7.5,0000 1 Aug 2014,300.7762
8.5,0000 1 Aug 2014,301.1783
9.5,0000 1 Aug 2014,301.4488
10.5,0000 1 Aug 2014,301.3911
1.5,0000 1 Sep 2014,299.7564
2.5,0000 1 Sep 2014,299.7573
3.5,0000 1 Sep 2014,299.9471
4.5,0000 1 Sep 2014,300.0944
5.5,0000 1 Sep 2014,300.2931
6.5,0000 1 Sep 2014,300.6476
7.5,0000 1 Sep 2014,301.0893
8.5,0000 1 Sep 2014,301.4019
9.5,0000 1 Sep 2014,301.4013
10.5,0000 1 Sep 2014,301.0407
1.5,0000 1 Oct 2014,300.2991
2.5,0000 1 Oct 2014,300.3502
3.5,0000 1 Oct 2014,300.4424
4.5,0000 1 Oct 2014,300.5762
5.5,0000 1 Oct 2014,300.8721
6.5,0000 1 Oct 2014,301.2561
7.5,0000 1 Oct 2014,301.5169
8.5,0000 1 Oct 2014,301.4277
9.5,0000 1 Oct 2014,300.9294
10.5,0000 1 Oct 2014,300.2913
1.5,0000 1 Nov 2014,300.3755
2.5,0000 1 Nov 2014,300.2598
3.5,0000 1 Nov 2014,300.2996
4.5,0000 1 Nov 2014,300.5988
5.5,0000 1 Nov 2014,301.0913
6.5,0000 1 Nov 2014,301.4646
7.5,0000 1 Nov 2014,301.446
8.5,0000 1 Nov 2014,300.9355
9.5,0000 1 Nov 2014,300.2462
10.5,0000 1 Nov 2014,299.7317
1.5,0000 1 Dec 2014,300.3335
2.5,0000 1 Dec 2014,300.2177
3.5,0000 1 Dec 2014,300.4569
4.5,0000 1 Dec 2014,300.8988
5.5,0000 1 Dec 2014,301.2489
6.5,0000 1 Dec 2014,301.1842
7.5,0000 1 Dec 2014,300.714
8.5,0000 1 Dec 2014,300.0804
9.5,0000 1 Dec 2014,299.6366
10.5,0000 1 Dec 2014,299.5061
1.5,0000 1 Jan 2015,300.2112
2.5,0000 1 Jan 2015,300.4463
3.5,0000 1 Jan 2015,300.9355
4.5,0000 1 Jan 2015,301.3243
5.5,0000 1 Jan 2015,301.3227
6.5,0000 1 Jan 2015,300.9154
7.5,0000 1 Jan 2015,300.4087
8.5,0000 1 Jan 2015,300.1165
9.5,0000 1 Jan 2015,300.1689
10.5,0000 1 Jan 2015,300.4233
1.5,0000 1 Feb 2015,301.0989
2.5,0000 1 Feb 2015,301.5622
3.5,0000 1 Feb 2015,301.8547
4.5,0000 1 Feb 2015,301.7773
5.5,0000 1 Feb 2015,301.3875
6.5,0000 1 Feb 2015,300.9012
7.5,0000 1 Feb 2015,300.6039
8.5,0000 1 Feb 2015,300.6598
9.5,0000 1 Feb 2015,300.9236
10.5,0000 1 Feb 2015,301.125
1.5,0000 1 Mar 2015,301.5818
2.5,0000 1 Mar 2015,301.9492
3.5,0000 1 Mar 2015,302.0143
4.5,0000 1 Mar 2015,301.7952
5.5,0000 1 Mar 2015,301.501
6.5,0000 1 Mar 2015,301.367
7.5,0000 1 Mar 2015,301.5526
8.5,0000 1 Mar 2015,301.9208
9.5,0000 1 Mar 2015,302.1602
10.5,0000 1 Mar 2015,302.1864
1.5,0000 1 Apr 2015,301.8545
2.5,0000 1 Apr 2015,301.8785
3.5,0000 1 Apr 2015,301.6523
4.5,0000 1 Apr 2015,301.3495
5.5,0000 1 Apr 2015,301.2227
6.5,0000 1 Apr 2015,301.4088
7.5,0000 1 Apr 2015,301.7823
8.5,0000 1 Apr 2015,302.0272
9.5,0000 1 Apr 2015,302.057
10.5,0000 1 Apr 2015,302.0074
1.5,0000 1 May 2015,301.879
2.5,0000 1 May 2015,301.6797
3.5,0000 1 May 2015,301.4151
4.5,0000 1 May 2015,301.2775
5.5,0000 1 May 2015,301.4258
6.5,0000 1 May 2015,301.755
7.5,0000 1 May 2015,301.9829
8.5,0000 1 May 2015,302.0309
9.5,0000 1 May 2015,301.9983
10.5,0000 1 May 2015,302.0624
1.5,0000 1 Jun 2015,301.683
2.5,0000 1 Jun 2015,301.3659
3.5,0000 1 Jun 2015,301.2237
4.5,0000 1 Jun 2015,301.371
5.5,0000 1 Jun 2015,301.7077
6.5,0000 1 Jun 2015,301.9477
7.5,0000 1 Jun 2015,302.0225
8.5,0000 1 Jun 2015,301.9937
9.5,0000 1 Jun 2015,302.0507
10.5,0000 1 Jun 2015,302.1105
1.5,0000 1 Jul 2015,301.892
2.5,0000 1 Jul 2015,301.8795
3.5,0000 1 Jul 2015,302.1203
4.5,0000 1 Jul 2015,302.4876
5.5,0000 1 Jul 2015,302.6681
6.5,0000 1 Jul 2015,302.6114
7.5,0000 1 Jul 2015,302.4624
8.5,0000 1 Jul 2015,302.4148
9.5,0000 1 Jul 2015,302.3439
10.5,0000 1 Jul 2015,301.9141
1.5,0000 1 Aug 2015,301.7757
2.5,0000 1 Aug 2015,301.8571
3.5,0000 1 Aug 2015,302.126
4.5,0000 1 Aug 2015,302.3166
5.5,0000 1 Aug 2015,302.3099
6.5,0000 1 Aug 2015,302.1805
7.5,0000 1 Aug 2015,302.1268
8.5,0000 1 Aug 2015,302.1028
9.5,0000 1 Aug 2015,301.7883
10.5,0000 1 Aug 2015,300.989
1.5,0000 1 Sep 2015,301.9412
2.5,0000 1 Sep 2015,302.0339
3.5,0000 1 Sep 2015,302.138
4.5,0000 1 Sep 2015,302.1914
5.5,0000 1 Sep 2015,302.1847
6.5,0000 1 Sep 2015,302.2822
7.5,0000 1 Sep 2015,302.3767
8.5,0000 1 Sep 2015,302.2067
9.5,0000 1 Sep 2015,301.6494
10.5,0000 1 Sep 2015,300.6877
1.5,0000 1 Oct 2015,302.2379
2.5,0000 1 Oct 2015,302.2438
3.5,0000 1 Oct 2015,302.2313
4.5,0000 1 Oct 2015,302.1626
5.5,0000 1 Oct 2015,302.1804
6.5,0000 1 Oct 2015,302.1762
7.5,0000 1 Oct 2015,301.8956
8.5,0000 1 Oct 2015,301.1913
9.5,0000 1 Oct 2015,300.1075
10.5,0000 1 Oct 2015,299.1513
1.5,0000 1 Nov 2015,302.1787
2.5,0000 1 Nov 2015,301.9627
3.5,0000 1 Nov 2015,301.8655
4.5,0000 1 Nov 2015,301.9694
5.5,0000 1 Nov 2015,302.1003
6.5,0000 1 Nov 2015,301.9731
7.5,0000 1 Nov 2015,301.3976
8.5,0000 1 Nov 2015,300.4261
9.5,0000 1 Nov 2015,299.4697
10.5,0000 1 Nov 2015,298.8719
1.5,0000 1 Dec 2015,302.0206
2.5,0000 1 Dec 2015,301.7498
3.5,0000 1 Dec 2015,301.6908
4.5,0000 1 Dec 2015,301.6516
5.5,0000 1 Dec 2015,301.3028
6.5,0000 1 Dec 2015,300.4926
7.5,0000 1 Dec 2015,299.3117
8.5,0000 1 Dec 2015,298.2806
9.5,0000 1 Dec 2015,297.7525
10.5,0000 1 Dec 2015,297.7328
1.5,0000 1 Jan 2016,302.0147
2.5,0000 1 Jan 2016,301.8901
3.5,0000 1 Jan 2016,301.7995
4.5,0000 1 Jan 2016,301.3968
5.5,0000 1 Jan 2016,300.541
6.5,0000 1 Jan 2016,299.38
7.5,0000 1 Jan 2016,298.4326
8.5,0000 1 Jan 2016,297.8919
9.5,0000 1 Jan 2016,297.8058
10.5,0000 1 Jan 2016,297.9214
1.5,0000 1 Feb 2016,302.1488
2.5,0000 1 Feb 2016,302.0432
3.5,0000 1 Feb 2016,301.5984
4.5,0000 1 Feb 2016,300.7261
5.5,0000 1 Feb 2016,299.5886
6.5,0000 1 Feb 2016,298.6725
7.5,0000 1 Feb 2016,298.2701
8.5,0000 1 Feb 2016,298.3469
9.5,0000 1 Feb 2016,298.6179
10.5,0000 1 Feb 2016,298.78
1.5,0000 1 Mar 2016,301.986
2.5,0000 1 Mar 2016,301.5975
3.5,0000 1 Mar 2016,300.785
4.5,0000 1 Mar 2016,299.6708
5.5,0000 1 Mar 2016,298.7181
6.5,0000 1 Mar 2016,298.2697
7.5,0000 1 Mar 2016,298.3461
8.5,0000 1 Mar 2016,298.5952
9.5,0000 1 Mar 2016,298.7251
10.5,0000 1 Mar 2016,298.7707
1.5,0000 1 Apr 2016,301.3023
2.5,0000 1 Apr 2016,300.2697
3.5,0000 1 Apr 2016,299.0494
4.5,0000 1 Apr 2016,298.1517
5.5,0000 1 Apr 2016,297.7857
6.5,0000 1 Apr 2016,297.9438
7.5,0000 1 Apr 2016,298.231
8.5,0000 1 Apr 2016,298.4331
9.5,0000 1 Apr 2016,298.5444
10.5,0000 1 Apr 2016,298.7267
1.5,0000 1 May 2016,300.1088
2.5,0000 1 May 2016,298.9747
3.5,0000 1 May 2016,298.1161
4.5,0000 1 May 2016,297.7505
5.5,0000 1 May 2016,297.8661
6.5,0000 1 May 2016,298.1433
7.5,0000 1 May 2016,298.3004
8.5,0000 1 May 2016,298.3697
9.5,0000 1 May 2016,298.4779
10.5,0000 1 May 2016,298.8765
1.5,0000 1 Jun 2016,299.1729
2.5,0000 1 Jun 2016,298.2356
3.5,0000 1 Jun 2016,297.9132
4.5,0000 1 Jun 2016,298.0856
5.5,0000 1 Jun 2016,298.3746
6.5,0000 1 Jun 2016,298.5535
7.5,0000 1 Jun 2016,298.6537
8.5,0000 1 Jun 2016,298.8876
9.5,0000 1 Jun 2016,299.4405
10.5,0000 1 Jun 2016,300.2045
1.5,0000 1 Jul 2016,298.6747
2.5,0000 1 Jul 2016,298.216
3.5,0000 1 Jul 2016,298.3898
4.5,0000 1 Jul 2016,298.7304
5.5,0000 1 Jul 2016,298.984
6.5,0000 1 Jul 2016,299.1631
7.5,0000 1 Jul 2016,299.395
8.5,0000 1 Jul 2016,299.8348
9.5,0000 1 Jul 2016,300.4289
10.5,0000 1 Jul 2016,300.9125
1.5,0000 1 Aug 2016,298.3943
2.5,0000 1 Aug 2016,298.2556
3.5,0000 1 Aug 2016,298.5486
4.5,0000 1 Aug 2016,298.8001
5.5,0000 1 Aug 2016,298.9765
6.5,0000 1 Aug 2016,299.2227
7.5,0000 1 Aug 2016,299.7037
8.5,0000 1 Aug 2016,300.3729
9.5,0000 1 Aug 2016,300.9046
10.5,0000 1 Aug 2016,301.0778
1.5,0000 1 Sep 2016,298.8032
2.5,0000 1 Sep 2016,298.8216
3.5,0000 1 Sep 2016,298.9979
4.5,0000 1 Sep 2016,299.1434
5.5,0000 1 Sep 2016,299.3102
6.5,0000 1 Sep 2016,299.6862
7.5,0000 1 Sep 2016,300.3014
8.5,0000 1 Sep 2016,300.8664
9.5,0000 1 Sep 2016,301.0887
10.5,0000 1 Sep 2016,300.8646
1.5,0000 1 Oct 2016,298.9045
2.5,0000 1 Oct 2016,298.8906
3.5,0000 1 Oct 2016,298.9435
4.5,0000 1 Oct 2016,299.0474
5.5,0000 1 Oct 2016,299.4182
6.5,0000 1 Oct 2016,300.0772
7.5,0000 1 Oct 2016,300.6674
8.5,0000 1 Oct 2016,300.8703
9.5,0000 1 Oct 2016,300.5597
10.5,0000 1 Oct 2016,300.113
1.5,0000 1 Nov 2016,298.8274
2.5,0000 1 Nov 2016,298.7307
3.5,0000 1 Nov 2016,298.7801
4.5,0000 1 Nov 2016,299.1629
5.5,0000 1 Nov 2016,299.8888
6.5,0000 1 Nov 2016,300.5951
7.5,0000 1 Nov 2016,300.8875
8.5,0000 1 Nov 2016,300.6556
9.5,0000 1 Nov 2016,300.2906
10.5,0000 1 Nov 2016,300.0972
1.5,0000 1 Dec 2016,299.0077
2.5,0000 1 Dec 2016,299.0752
3.5,0000 1 Dec 2016,299.4841
4.5,0000 1 Dec 2016,300.1288
5.5,0000 1 Dec 2016,300.6962
6.5,0000 1 Dec 2016,300.8927
7.5,0000 1 Dec 2016,300.606
8.5,0000 1 Dec 2016,300.1985
9.5,0000 1 Dec 2016,299.994
10.5,0000 1 Dec 2016,300.1043
1.5,0000 1 Jan 2017,299.5703
2.5,0000 1 Jan 2017,299.9827
3.5,0000 1 Jan 2017,300.5667
4.5,0000 1 Jan 2017,301.0545
5.5,0000 1 Jan 2017,301.2354
6.5,0000 1 Jan 2017,300.962
7.5,0000 1 Jan 2017,300.531
8.5,0000 1 Jan 2017,300.2534
9.5,0000 1 Jan 2017,300.2721
10.5,0000 1 Jan 2017,300.4888
1.5,0000 1 Feb 2017,300.5333
2.5,0000 1 Feb 2017,301.0213
3.5,0000 1 Feb 2017,301.2523
4.5,0000 1 Feb 2017,301.2081
5.5,0000 1 Feb 2017,300.8159
6.5,0000 1 Feb 2017,300.342
7.5,0000 1 Feb 2017,300.0726
8.5,0000 1 Feb 2017,300.1923
9.5,0000 1 Feb 2017,300.5388
10.5,0000 1 Feb 2017,300.8074
1.5,0000 1 Mar 2017,301.3703
2.5,0000 1 Mar 2017,301.7382
3.5,0000 1 Mar 2017,301.782
4.5,0000 1 Mar 2017,301.5338
5.5,0000 1 Mar 2017,301.1968
6.5,0000 1 Mar 2017,301.0475
7.5,0000 1 Mar 2017,301.2712
8.5,0000 1 Mar 2017,301.7124
9.5,0000 1 Mar 2017,301.9531
10.5,0000 1 Mar 2017,301.8953
1.5,0000 1 Apr 2017,301.3906
2.5,0000 1 Apr 2017,301.2802
3.5,0000 1 Apr 2017,300.8772
4.5,0000 1 Apr 2017,300.4393
5.5,0000 1 Apr 2017,300.2214
6.5,0000 1 Apr 2017,300.4175
7.5,0000 1 Apr 2017,300.8362
8.5,0000 1 Apr 2017,301.1349
9.5,0000 1 Apr 2017,301.147
10.5,0000 1 Apr 2017,300.9818
1.5,0000 1 May 2017,301.2358
2.5,0000 1 May 2017,300.8106
3.5,0000 1 May 2017,300.3604
4.5,0000 1 May 2017,300.1539
5.5,0000 1 May 2017,300.3447
6.5,0000 1 May 2017,300.7612
7.5,0000 1 May 2017,301.0533
8.5,0000 1 May 2017,301.1188
9.5,0000 1 May 2017,301.0255
10.5,0000 1 May 2017,301.0616
1.5,0000 1 Jun 2017,300.464
2.5,0000 1 Jun 2017,299.8955
3.5,0000 1 Jun 2017,299.7025
4.5,0000 1 Jun 2017,299.9897
5.5,0000 1 Jun 2017,300.4636
6.5,0000 1 Jun 2017,300.7843
7.5,0000 1 Jun 2017,300.8873
8.5,0000 1 Jun 2017,300.9407
9.5,0000 1 Jun 2017,301.1509
10.5,0000 1 Jun 2017,301.4556
1.5,0000 1 Jul 2017,299.8536
2.5,0000 1 Jul 2017,299.4724
3.5,0000 1 Jul 2017,299.6382
4.5,0000 1 Jul 2017,300.0229
5.5,0000 1 Jul 2017,300.311
6.5,0000 1 Jul 2017,300.4123
7.5,0000 1 Jul 2017,300.4287
8.5,0000 1 Jul 2017,300.5885
9.5,0000 1 Jul 2017,300.9143
10.5,0000 1 Jul 2017,301.0782
1.5,0000 1 Aug 2017,299.0389
2.5,0000 1 Aug 2017,298.9209
3.5,0000 1 Aug 2017,299.2155
4.5,0000 1 Aug 2017,299.5274
5.5,0000 1 Aug 2017,299.699
6.5,0000 1 Aug 2017,299.8441
7.5,0000 1 Aug 2017,300.1364
8.5,0000 1 Aug 2017,300.6018
9.5,0000 1 Aug 2017,300.9792
10.5,0000 1 Aug 2017,301.0126
1.5,0000 1 Sep 2017,298.4507
2.5,0000 1 Sep 2017,298.3011
3.5,0000 1 Sep 2017,298.3752
4.5,0000 1 Sep 2017,298.4244
5.5,0000 1 Sep 2017,298.5669
6.5,0000 1 Sep 2017,299.0225
7.5,0000 1 Sep 2017,299.6748
8.5,0000 1 Sep 2017,300.2313
9.5,0000 1 Sep 2017,300.3332
10.5,0000 1 Sep 2017,299.9341
1.5,0000 1 Oct 2017,298.5607
2.5,0000 1 Oct 2017,298.3393
3.5,0000 1 Oct 2017,298.3487
4.5,0000 1 Oct 2017,298.5376
5.5,0000 1 Oct 2017,299.1028
6.5,0000 1 Oct 2017,299.8907
7.5,0000 1 Oct 2017,300.5349
8.5,0000 1 Oct 2017,300.6957
9.5,0000 1 Oct 2017,300.37
10.5,0000 1 Oct 2017,299.9639
1.5,0000 1 Nov 2017,298.2439
2.5,0000 1 Nov 2017,297.961
3.5,0000 1 Nov 2017,297.9843
4.5,0000 1 Nov 2017,298.452
5.5,0000 1 Nov 2017,299.1745
6.5,0000 1 Nov 2017,299.771
7.5,0000 1 Nov 2017,299.8752
8.5,0000 1 Nov 2017,299.5489
9.5,0000 1 Nov 2017,299.144
10.5,0000 1 Nov 2017,298.9759
1.5,0000 1 Dec 2017,298.1586
2.5,0000 1 Dec 2017,298.2019
3.5,0000 1 Dec 2017,298.726
4.5,0000 1 Dec 2017,299.4188
5.5,0000 1 Dec 2017,299.9697
6.5,0000 1 Dec 2017,300.0913
7.5,0000 1 Dec 2017,299.8053
8.5,0000 1 Dec 2017,299.3992
9.5,0000 1 Dec 2017,299.1888
10.5,0000 1 Dec 2017,299.2523
1.5,0000 1 Jan 2018,298.6912
2.5,0000 1 Jan 2018,299.0793
3.5,0000 1 Jan 2018,299.7502
4.5,0000 1 Jan 2018,300.2926
5.5,0000 1 Jan 2018,300.3843
6.5,0000 1 Jan 2018,300.0945
7.5,0000 1 Jan 2018,299.693
8.5,0000 1 Jan 2018,299.4534
9.5,0000 1 Jan 2018,299.5127
10.5,0000 1 Jan 2018,299.7507
1.5,0000 1 Feb 2018,299.7227
2.5,0000 1 Feb 2018,300.3262
3.5,0000 1 Feb 2018,300.7701
4.5,0000 1 Feb 2018,300.8052
5.5,0000 1 Feb 2018,300.4437
6.5,0000 1 Feb 2018,299.9164
7.5,0000 1 Feb 2018,299.5544
8.5,0000 1 Feb 2018,299.5241
9.5,0000 1 Feb 2018,299.7211
10.5,0000 1 Feb 2018,299.9217
1.5,0000 1 Mar 2018,300.5083
2.5,0000 1 Mar 2018,301.041
3.5,0000 1 Mar 2018,301.1492
4.5,0000 1 Mar 2018,300.9064
5.5,0000 1 Mar 2018,300.5592
6.5,0000 1 Mar 2018,300.4012
7.5,0000 1 Mar 2018,300.541
8.5,0000 1 Mar 2018,300.849
9.5,0000 1 Mar 2018,301.0644
10.5,0000 1 Mar 2018,301.1472
1.5,0000 1 Apr 2018,300.8322
2.5,0000 1 Apr 2018,300.8257
3.5,0000 1 Apr 2018,300.4315
4.5,0000 1 Apr 2018,299.9602
5.5,0000 1 Apr 2018,299.6779
6.5,0000 1 Apr 2018,299.7532
7.5,0000 1 Apr 2018,300.0134
8.5,0000 1 Apr 2018,300.2895
9.5,0000 1 Apr 2018,300.5057
10.5,0000 1 Apr 2018,300.7242
1.5,0000 1 May 2018,300.7268
2.5,0000 1 May 2018,300.3036
3.5,0000 1 May 2018,299.7635
4.5,0000 1 May 2018,299.4607
5.5,0000 1 May 2018,299.5226
6.5,0000 1 May 2018,299.7796
7.5,0000 1 May 2018,299.9956
8.5,0000 1 May 2018,300.1374
9.5,0000 1 May 2018,300.3293
10.5,0000 1 May 2018,300.6697
1.5,0000 1 Jun 2018,300.3915
2.5,0000 1 Jun 2018,299.8541
3.5,0000 1 Jun 2018,299.5349
4.5,0000 1 Jun 2018,299.6014
5.5,0000 1 Jun 2018,299.8777
6.5,0000 1 Jun 2018,300.1204
7.5,0000 1 Jun 2018,300.2784
8.5,0000 1 Jun 2018,300.4893
9.5,0000 1 Jun 2018,300.8735
10.5,0000 1 Jun 2018,301.3196
1.5,0000 1 Jul 2018,300.2136
2.5,0000 1 Jul 2018,299.9113
3.5,0000 1 Jul 2018,300.0261
4.5,0000 1 Jul 2018,300.3465
5.5,0000 1 Jul 2018,300.5894
6.5,0000 1 Jul 2018,300.7458
7.5,0000 1 Jul 2018,300.8795
8.5,0000 1 Jul 2018,301.1053
9.5,0000 1 Jul 2018,301.36
10.5,0000 1 Jul 2018,301.4403
1.5,0000 1 Aug 2018,299.8535
2.5,0000 1 Aug 2018,299.782
3.5,0000 1 Aug 2018,300.0247
4.5,0000 1 Aug 2018,300.2788
5.5,0000 1 Aug 2018,300.4848
6.5,0000 1 Aug 2018,300.6497
7.5,0000 1 Aug 2018,300.891
8.5,0000 1 Aug 2018,301.1425
9.5,0000 1 Aug 2018,301.2578
10.5,0000 1 Aug 2018,301.0506
1.5,0000 1 Sep 2018,299.8015
2.5,0000 1 Sep 2018,299.8317
3.5,0000 1 Sep 2018,300.0218
4.5,0000 1 Sep 2018,300.22
5.5,0000 1 Sep 2018,300.3813
6.5,0000 1 Sep 2018,300.685
7.5,0000 1 Sep 2018,301.076
8.5,0000 1 Sep 2018,301.3827
9.5,0000 1 Sep 2018,301.3318
10.5,0000 1 Sep 2018,300.7977
1.5,0000 1 Oct 2018,300.4524
2.5,0000 1 Oct 2018,300.4459
3.5,0000 1 Oct 2018,300.4306
4.5,0000 1 Oct 2018,300.4509
5.5,0000 1 Oct 2018,300.6893
6.5,0000 1 Oct 2018,301.053
7.5,0000 1 Oct 2018,301.2999
8.5,0000 1 Oct 2018,301.1434
9.5,0000 1 Oct 2018,300.5071
10.5,0000 1 Oct 2018,299.7369
1.5,0000 1 Nov 2018,300.5359
2.5,0000 1 Nov 2018,300.4397
3.5,0000 1 Nov 2018,300.5235
4.5,0000 1 Nov 2018,300.8345
5.5,0000 1 Nov 2018,301.2701
6.5,0000 1 Nov 2018,301.5617
7.5,0000 1 Nov 2018,301.4663
8.5,0000 1 Nov 2018,300.8992
9.5,0000 1 Nov 2018,300.1519
10.5,0000 1 Nov 2018,299.597
1.5,0000 1 Dec 2018,300.4777
2.5,0000 1 Dec 2018,300.4576
3.5,0000 1 Dec 2018,300.8107
4.5,0000 1 Dec 2018,301.3556
5.5,0000 1 Dec 2018,301.7804
6.5,0000 1 Dec 2018,301.8776
7.5,0000 1 Dec 2018,301.5907
8.5,0000 1 Dec 2018,301.1599
9.5,0000 1 Dec 2018,300.8745
10.5,0000 1 Dec 2018,300.9094
1.5,0000 1 Jan 2019,300.355
2.5,0000 1 Jan 2019,300.418
3.5,0000 1 Jan 2019,300.6297
